timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5630.38,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
6641.78,19,253952,62,93393,6152047644,644,2,558,1028542,12,12,36504,71,199,113831704,1118,1,0,4,364,115801711,5,462044016,70,70,50,8,541,558,0,0,53951180,5620340,1947013607,0,546,197,12,3,1,8,8,770,3,1967496443,1939636372,59757783,118043812,118191268,3,1,6137426288,73389,73389,8,8,8,118027432,3,3,430540,1046560,2131097,16356,1967496443,1028542,51820929,2160
7654.06,32,253952,62,193306,12736337068,1286,32,558,1987109,12,12,75876,71,199,113831704,1118,1,0,4,364,240617109,5,961711016,70,70,50,8,541,558,0,0,112416328,9207581,4008466911,0,546,197,12,3,1,8,8,770,3,4042743070,4012478331,121894983,244687448,244785752,3,1,12720339456,73389,73389,8,8,8,244621916,3,3,446737,2021628,3087506,33548,4042743070,1987109,109329539,2160
8664.39,42,253952,62,252603,16643094318,1672,49,576,2866064,12,12,99241,71,199,117083050,1154,1,0,4,364,314799078,5,1258096620,70,70,50,8,541,576,0,0,149823369,31185780,5256901273,0,564,217,12,3,1,8,8,770,3,5271728972,5242636658,182028489,319796666,319911354,3,1,16627722728,73389,73389,8,8,8,319763902,3,3,483587,2915668,3792468,43747,5271728972,2866064,146033254,2236
9688.79,55,253952,62,295748,19486065386,1949,54,594,3701122,12,12,116258,71,199,120394185,1190,1,0,4,364,368598544,5,1473877576,70,70,50,8,541,594,0,0,178507613,62289666,6156963583,0,582,242,12,3,1,8,8,770,3,6166463483,6137743746,244179931,374478971,374577275,3,1,19465238812,73389,73389,8,8,8,374331519,3,3,549858,3775006,4395896,51154,6166463483,3701122,174112651,2327
10712.86,71,253952,62,333587,21979987244,2195,58,594,4694226,12,12,131149,71,199,121021617,1190,1,0,4,364,415994220,5,1662684952,70,70,50,8,541,594,0,0,204059468,98679235,6944403271,0,582,242,12,3,1,8,8,770,3,6950261299,6922833204,309439649,422468856,422534392,3,1,21966788876,73389,73389,8,8,8,422438251,3,3,613635,4779152,4932224,57647,6950261299,4694226,199130777,2327
11734.07,71,253952,62,364974,24047632020,2399,68,594,5677843,12,12,143514,71,199,121021617,1190,1,0,4,364,455090249,5,1819456492,70,70,50,8,541,594,0,0,223937820,136515208,7592873432,0,582,242,12,3,1,8,8,770,3,7603377413,7573963859,369689264,462175802,462290490,3,1,24031437800,73389,73389,8,8,8,462143038,3,3,642521,5772603,5331398,63050,7603377413,5677843,218609458,2327
12757.79,73,253952,62,395654,26070511424,2595,74,603,6558934,14,12,155624,71,199,122463765,1208,1,0,4,364,493527430,5,1973140780,70,70,50,8,541,603,0,0,245347146,177974096,8236522892,0,589,252,14,3,1,8,8,770,3,8240248550,8210640521,436049681,501077329,501208401,3,1,26054317204,73389,73389,8,8,8,501044565,3,3,669727,6663500,5741657,68329,8240248550,6558934,239610055,2373
13793.92,75,253952,62,423772,27921677099,2779,78,612,7443584,16,12,166684,71,199,123905369,1226,1,0,4,364,528609292,5,2113467940,70,70,50,8,541,612,0,0,263250221,216465684,8818739470,0,596,263,16,3,1,8,8,770,3,8824320021,8793221335,497009661,536668461,536848685,3,1,27905908036,73389,73389,8,8,8,536652081,3,3,763123,7554415,6216629,73177,8824320021,7443584,257038669,2411
14804.11,79,253952,62,446013,29387329396,2919,79,612,8338615,16,12,175466,71,199,123905369,1226,1,0,4,364,556525940,5,2225069348,70,70,50,8,541,612,0,0,278990600,259508833,9283983841,0,596,263,16,3,1,8,8,770,3,9285610440,9254632256,561690387,564891111,564989415,3,1,29370929932,73389,73389,8,8,8,564825579,3,3,824138,8469895,6615042,76992,9285610440,8338615,272380146,2411
