timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
58912.78,3,253952,62,33852,2228937630,260,0,558,913242,0,19,13081,69,17732,104794270,1118,1,0,4,3908,41349146,9,165008932,68,70,76,6,21839,558,0,0,20397142,30331522,723309211,0,558,560,0,3,1,8,8,4555,3,736933042,704561011,53165561,42641841,42723761,3,1,2216523796,73389,73389,8,8,8,42625461,9,3,200590,928959,862009,6151,736933042,913242,19535710,25471
59931.56,8,253952,62,53402,3518618663,385,7,558,1717703,0,19,20811,69,17732,112607005,1118,1,0,4,3908,65959272,9,263070532,68,70,76,6,21839,558,0,0,35866824,73245397,1130674625,0,558,560,0,3,1,8,8,4555,3,1138282774,1110496385,118378607,67405308,67552764,3,1,3503372112,73389,73389,8,8,8,67372544,9,3,246393,1738168,1196397,9474,1138282774,1717703,34671447,25471
60980.89,9,253952,62,73089,4816035330,517,8,558,2720061,0,19,28577,69,17732,113831704,1118,1,0,4,3908,90637919,9,361582576,68,70,76,6,21839,558,0,0,49469359,115777644,1540672586,0,558,560,0,3,1,8,8,4555,3,1546984674,1518932616,177166050,92341251,92554243,3,1,4796633276,73389,73389,8,8,8,92242951,9,3,275832,2767578,1498795,12876,1547115746,2720061,47972048,25471
62001.85,10,253952,62,93389,6151483850,644,6241,558,3650716,0,19,36533,69,17732,113831704,1118,1,0,4,3908,115786238,9,462628368,68,70,76,6,21839,558,0,0,64486859,161897429,1962027409,0,558,560,0,3,1,8,8,4555,3,1967172055,1939648435,244005739,118045971,118127891,3,1,6134982652,73389,73389,8,8,8,117980439,9,3,315420,3722117,1839428,16350,1967172055,3650716,62649395,25471
63036.94,12,253952,62,112534,7414278922,769,6243,558,4622481,0,19,44142,69,17732,113831704,1118,1,0,4,3908,139929362,9,559200884,68,70,76,6,21839,558,0,0,78786223,205771559,2358565968,0,558,560,0,3,1,8,8,4555,3,2362966990,2336908578,310083578,142336461,142500301,3,1,7400644036,73389,73389,8,8,8,142320081,9,3,361914,4710695,2196646,19633,2362966990,4622481,76592035,25471
64069.70,14,253952,62,130050,8568505950,884,6244,558,5561754,0,19,51003,69,17732,113831704,1118,1,0,4,3908,161678786,9,646133304,68,70,76,6,21839,558,0,0,89870061,245774564,2722840974,0,558,560,0,3,1,8,8,4555,3,2724978272,2700439591,364591713,164509985,164673825,3,1,8553667284,73389,73389,8,8,8,164493605,9,3,403428,5678772,2510795,22635,2724978272,5561754,87361155,25471
65130.95,15,253952,62,146924,9679693586,989,6244,558,6429449,0,19,57661,69,17732,113831704,1118,1,0,4,3908,182901879,9,730703344,68,70,76,6,21839,558,0,0,103658867,299696598,3073371152,0,558,560,0,3,1,8,8,4555,3,3074277473,3050470467,436904956,185919938,186034626,3,1,9666132872,73389,73389,8,8,8,185887174,9,3,452660,6550660,2868770,25534,3074277473,6429449,100793409,25471
66165.72,17,253952,62,162166,10684541836,1086,6244,558,7320205,0,19,63663,69,17732,113831704,1118,1,0,4,3908,201809018,9,806848092,68,70,76,6,21839,558,0,0,114636201,344107827,3392009932,0,558,560,0,3,1,8,8,4555,3,3392586321,3366701233,499744471,205212037,205326725,3,1,10668470052,73389,73389,8,8,8,205162889,9,3,502744,7477204,3187470,28160,3392586321,7320205,111451417,25471
67204.05,18,253952,62,174856,11521509576,1170,6244,558,8045572,0,19,68648,69,17732,113831704,1118,1,0,4,3908,217732581,9,869961388,68,70,76,6,21839,558,0,0,123738040,388040010,3648247888,0,558,560,0,3,1,8,8,4555,3,3654997756,3630151495,561495348,221313574,221428262,3,1,11494674392,73389,73389,8,8,8,221051434,9,3,535327,8205744,3405047,30339,3654997756,8045572,120336006,25471
68237.74,20,253952,62,187983,12385896228,1255,6244,558,8967095,0,19,73810,69,17732,113831704,1118,1,0,4,3908,234036693,9,935371420,68,70,76,6,21839,558,0,0,133929803,440228659,3931623173,0,558,560,0,3,1,8,8,4555,3,3930821781,3902433986,628659839,237964419,238029955,3,1,12369889980,73389,73389,8,8,8,237882503,9,3,577250,9130492,3674389,32629,3930821781,8967095,130259776,25471
