timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
56179.37,3,253952,62,35846,2360267978,271,0,558,927750,0,37,13872,67,10795,105445834,1118,1,0,4,8109,44055855,9,175319068,66,70,3022,4,14356,558,0,0,22142022,30540298,761227293,0,558,4813,0,3,1,8,8,8738,3,777347196,745906915,55818491,45111507,45226195,3,1,2340686588,73389,73389,8,8,8,45013207,9,3,216017,938785,876543,6483,777347196,927750,21266035,35519
57188.22,15,253952,62,76825,5061806908,540,2,558,1825431,0,37,30023,67,10795,113831704,1118,1,0,4,8109,95235127,9,379785424,66,70,3022,4,14356,558,0,0,48846916,63844031,1606584973,0,558,4813,0,3,1,8,8,8738,3,1625387805,1596607887,117353718,97053366,97217206,3,1,5043479460,73389,73389,8,8,8,96989993,9,3,257350,1860632,1416388,13518,1625387805,1825431,47431675,35519
58198.40,27,253952,62,144065,9491252288,969,3,558,2721895,0,37,56517,67,10795,113831704,1118,1,0,4,8109,179274444,9,716128520,66,70,3022,4,14356,558,0,0,90853036,83800002,2998834838,0,558,4813,0,3,1,8,8,8738,3,3015570653,2990689725,180226862,182258558,182403855,3,1,9474037176,73389,73389,8,8,8,182193026,9,3,305061,2770840,2239119,25035,3015570653,2721895,88615777,35519
59226.88,33,253952,62,177349,11684968426,1188,4,558,3625680,0,37,69601,67,10795,113831704,1118,1,0,4,8109,220625563,9,881921084,66,70,3022,4,14356,558,0,0,114372314,119178616,3701890744,0,558,4813,0,3,1,8,8,8738,3,3707622330,3681667485,241838389,224426534,224590374,3,1,11667623896,73389,73389,8,8,8,224377386,9,3,351159,3682206,2743057,30777,3707622330,3625680,111631672,35519
60237.54,38,253952,62,196719,12960928452,1308,6,558,4553351,0,37,77290,67,10795,113831704,1118,1,0,4,8109,245166279,9,980027380,66,70,3022,4,14356,558,0,0,128662453,161616440,4112032125,0,558,4813,0,3,1,8,8,8738,3,4113240838,4083508322,304104424,249022731,249104651,3,1,12944070236,73389,73389,8,8,8,248924431,9,3,378156,4623974,3045691,34132,4113240838,4553351,125619641,35519
61269.18,42,253952,62,216244,14248072168,1439,4076,567,5524020,0,37,84969,67,10795,115282511,1136,1,0,4,8109,269385637,9,1077099196,66,70,3022,4,14356,567,0,0,141752523,203394203,4514216976,0,567,4820,0,3,1,8,8,8738,3,4519005131,4488466209,363799228,273735331,273882787,3,1,14232533308,73389,73389,8,8,8,273702567,9,3,404822,5623420,3351922,37499,4519005131,5524020,138402958,35558
62291.48,50,253952,62,237198,15628800465,1571,4079,576,6508292,0,37,93204,67,10795,117083050,1154,1,0,4,8109,295642059,9,1181534640,66,70,3022,4,14356,576,0,0,157030281,249614062,4950947890,0,576,4830,0,3,1,8,8,8738,3,4951823537,4922953143,429334421,300315707,300414011,3,1,15613008924,73389,73389,8,8,8,300250175,9,3,433410,6631762,3665122,41085,4951823537,6508292,153371000,35595
63315.79,54,253952,62,256732,16916202190,1700,4080,576,7521468,0,37,100923,67,10795,117083050,1154,1,0,4,8109,320034000,9,1279563148,66,70,3022,4,14356,576,0,0,171134931,293903919,5356041600,0,576,4830,0,3,1,8,8,8738,3,5357183250,5328574538,492775378,325038658,325218882,3,1,16900306312,73389,73389,8,8,8,325005894,9,3,463166,7653220,3988654,44447,5357183250,7521468,167150567,35595
64335.45,59,253952,62,272488,17954108512,1799,4080,585,8495468,0,37,107084,67,10795,118895820,1172,1,0,4,8109,339516371,9,1357290420,66,70,3022,4,14356,585,0,0,182630763,339867066,5680408886,0,585,4842,0,3,1,8,8,8738,3,5682228812,5655495539,557427124,344998627,345129699,3,1,17934816828,73389,73389,8,8,8,344900327,9,3,497636,8631108,4284940,47141,5682228812,8495468,178350543,35638
65367.48,64,253952,62,288911,19036101392,1910,4082,585,9502135,0,37,113554,67,10795,118895820,1172,1,0,4,8109,360092060,9,1439592716,66,70,3022,4,14356,585,0,0,193594918,383427790,6026125233,0,585,4842,0,3,1,8,8,8738,3,6025470756,5996143411,615664735,365800213,365914901,3,1,19020759140,73389,73389,8,8,8,365783833,9,3,532932,9679318,4575429,49987,6025470756,9502135,189024609,35638
66403.73,67,253952,62,304865,20088226640,2009,4084,594,10571983,0,37,119880,67,10795,120707901,1190,1,0,4,8109,380150338,9,1519761476,66,70,3022,4,14356,594,0,0,205830969,433304265,6354415084,0,594,4855,0,3,1,8,8,8738,3,6353788257,6327311692,681954299,386013690,386193914,3,1,20071007976,73389,73389,8,8,8,385980926,9,3,570908,10791308,4864147,52706,6353788257,10571983,200972345,35680
67437.45,73,253952,62,319226,21033189926,2098,4084,594,11441291,0,37,125467,67,10795,120707901,1190,1,0,4,8109,397924355,9,1590857168,66,70,3022,4,14356,594,0,0,216070930,482407710,6652027875,0,594,4855,0,3,1,8,8,8738,3,6651269626,6624743585,745857798,404239558,404305094,3,1,21017901144,73389,73389,8,8,8,404190410,9,3,595604,11664115,5076455,55155,6651269626,11441291,211000353,35680
68459.02,76,253952,62,332074,21879908227,2188,4084,594,12449895,0,37,130580,67,10795,121021617,1190,1,0,4,8109,414141965,9,1655470252,66,70,3022,4,14356,594,0,0,225387094,530752030,6918118588,0,594,4855,0,3,1,8,8,8738,3,6920141245,6891477624,807099735,420558405,420623941,3,1,21859665444,73389,73389,8,8,8,420378185,9,3,638113,12675854,5350651,57397,6920141245,12449895,220042660,35680
69493.78,80,253952,62,345186,22743590184,2269,4086,594,13294250,0,37,135721,67,10795,121021617,1190,1,0,4,8109,430425830,9,1720863752,66,70,3022,4,14356,594,0,0,235735731,579874608,7193677354,0,594,4855,0,3,1,8,8,8738,3,7190818645,7163118610,877493320,437108787,437239859,3,1,22726249084,73389,73389,8,8,8,437043255,9,3,669408,13523403,5583616,59633,7190818645,13294250,230157687,35680
70530.26,86,253952,62,358210,23603694952,2351,4087,594,14276656,0,37,140913,67,10795,121021617,1190,1,0,4,8109,446824273,9,1786732956,66,70,3022,4,14356,594,0,0,245021994,626725195,7464470665,0,594,4855,0,3,1,8,8,8738,3,7463084660,7433987688,939910254,453676824,453742360,3,1,23587787008,73389,73389,8,8,8,453611292,9,3,700476,14509031,5812973,61884,7463084660,14276656,239215928,35680
71567.78,88,253952,62,371741,24493515266,2444,4087,594,14926650,0,37,146234,67,10795,121021617,1190,1,0,4,8109,463718362,9,1854106600,66,70,3022,4,14356,594,0,0,253633689,668606225,7742927215,0,594,4855,0,3,1,8,8,8738,3,7743902065,7713713644,996092426,470762289,470907586,3,1,24467711508,73389,73389,8,8,8,470532917,9,3,726936,15180319,6024422,64213,7743902065,14926650,247765813,35680
72601.69,90,253952,62,385648,25410945352,2534,4087,594,16041448,0,37,151704,67,10795,121021617,1190,1,0,4,8109,481090294,9,1923650480,66,70,3022,4,14356,594,0,0,265007025,724750127,8034517283,0,594,4855,0,3,1,8,8,8738,3,8033258892,8003190345,1066967079,488397445,488512133,3,1,25394963236,73389,73389,8,8,8,488364681,9,3,766116,16316628,6323095,66608,8033258892,16041448,258691510,35680
73634.06,93,253952,62,399096,26296677570,2616,4087,603,16907202,2,37,156947,67,10795,122463765,1208,1,0,4,8109,497674463,9,1989995924,66,70,3022,4,14356,603,0,0,275245058,775362792,8315826551,0,601,4869,2,3,1,8,8,8738,3,8312111901,8281964356,1134685131,505447539,505545843,3,1,26279864188,73389,73389,8,8,8,505382007,9,3,797684,17200663,6587183,68918,8312111901,16907202,268665807,35736
74824.28,98,253952,62,412646,27190952624,2709,4091,603,17803696,2,37,162296,67,10795,122463765,1208,1,0,4,8109,514594641,9,2057870412,66,70,3022,4,14356,603,0,0,283485754,815990200,8597434045,0,601,4869,2,3,1,8,8,8738,3,8594277197,8563495994,1188568155,522656711,522738631,3,1,27174741132,73389,73389,8,8,8,522591179,9,3,839092,18115544,6849198,71260,8594277197,17803696,276644821,35736
75862.77,101,253952,62,426862,28126099474,2795,4091,603,18694229,2,37,167958,67,10795,122463765,1208,1,0,4,8109,532551691,9,2129883608,66,70,3022,4,14356,603,0,0,294611463,873167103,8891074256,0,601,4869,2,3,1,8,8,8738,3,8887854196,8857556520,1266554284,540638978,540737282,3,1,28110670984,73389,73389,8,8,8,540589830,9,3,894476,19039636,7146598,73683,8887854196,18694229,287473522,35736
76920.56,104,253952,62,440663,29035536432,2886,4093,603,19627221,2,37,173325,67,10795,122463765,1208,1,0,4,8109,549787762,9,2197987664,66,70,3022,4,14356,603,0,0,305243437,924887582,9178614872,0,601,4869,2,3,1,8,8,8738,3,9174125220,9144015179,1335575241,558135314,558200850,3,1,29021332424,73389,73389,8,8,8,558102550,9,3,929642,19976119,7377328,76062,9174125220,19627221,297875120,35736
77966.48,108,253952,62,454457,29943261306,2970,4093,621,20593557,4,37,178812,67,10795,125343635,1244,1,0,4,8109,567043062,9,2267655340,66,70,3022,4,14356,621,0,0,314569217,970665846,9467986397,0,617,4897,4,3,1,8,8,8738,3,9462618005,9430187536,1395446836,575539823,575654511,3,1,29926366892,73389,73389,8,8,8,575507059,9,3,956941,20945883,7624637,78460,9462618005,20593557,306953930,35839
79000.76,110,253952,62,468422,30863272044,3056,4133,774,21597446,4,37,184164,67,10795,150716292,1550,1,0,4,8109,583933171,9,2335151604,66,70,3022,4,14356,774,0,0,324547946,1019138761,9783015433,0,770,5106,4,3,1,8,8,8738,3,9780057292,9722267362,1458775514,593064609,593195681,3,1,30837655764,73389,73389,8,8,8,593031845,9,3,994544,21964468,7905351,81133,9780057292,21597446,316652293,36600
79837.71,110,253952,62,473874,31221340222,3118,4133,774,21897997,4,37,186567,74,10795,158370481,1557,1,1228,4,8109,591599349,9,2366397396,73,77,3022,66,19185,774,1228,95,331493832,1055076777,9902279897,8,770,5106,4,3,1,8,8,8738,3,9892542861,9835199649,1549529166,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,9,3,1020355,22277451,8075478,82051,9892542861,21897997,323428267,36600
