timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
99966.93,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
100995.70,2,253952,62,16709,1099336520,140,2,558,899973,0,23,6324,71,22847,98676808,1118,1,0,4,14081,20051398,12,79429968,70,70,0,8,32853,558,0,0,9922024,38661451,369375956,0,558,421,0,3,1,8,8,14736,3,379224551,348735883,52209985,20877917,21023214,3,1,1082243844,73389,73389,8,8,8,20812385,10,3,228365,926200,717154,3166,379224551,899973,9205253,14257
102017.27,7,253952,62,36639,2413167108,281,7,558,1754668,0,23,14176,71,22847,106374916,1118,1,0,4,14081,44905838,12,178912888,70,70,0,8,32853,558,0,0,22969346,81677219,786273943,0,558,421,0,3,1,8,8,14736,3,794666866,762654413,112485503,46186374,46268294,3,1,2396579672,73389,73389,8,8,8,46088074,10,3,278972,1817238,1050754,6633,794666866,1754668,21919425,14257
103046.76,24,253952,62,54709,3603351166,395,7,558,2600237,0,23,21356,71,22847,111370240,1118,1,0,4,14081,67739992,12,270185128,70,70,0,8,32853,558,0,0,36015065,125929047,1161941662,0,558,421,0,3,1,8,8,14736,3,1166701174,1137312832,176977362,69033801,69164873,3,1,3588905716,73389,73389,8,8,8,69017421,10,3,313724,2679053,1352548,9717,1166701174,2600237,34663074,14257
104066.15,12040,253952,62,73345,4832522962,516,8,558,3453186,0,23,28710,71,22847,113831704,1118,1,0,4,14081,91044554,12,363476176,70,70,0,8,32853,558,0,0,48430032,167570588,1543443921,0,558,421,0,3,1,8,8,14736,3,1552301761,1524522418,237106792,92687474,92753010,3,1,4809637332,73389,73389,8,8,8,92493029,10,3,340596,3540293,1615233,12911,1552301761,3453186,46816469,14257
105090.29,12044,253952,62,93398,6152797634,643,11,558,4233944,0,23,36552,71,22847,113831704,1118,1,0,4,14081,115862288,12,462737936,70,70,0,8,32853,558,0,0,63292549,217202052,1960917315,0,558,421,0,3,1,8,8,14736,3,1966816682,1939904257,307494182,118074421,118170566,3,1,6131350244,73389,73389,8,8,8,117910585,10,3,381940,4325837,1944124,16346,1966816682,4233944,61350586,14257
106121.70,12055,253952,62,113094,7451003214,773,13,558,5069979,0,23,44289,71,22847,113831704,1118,1,0,4,14081,140349130,12,560944288,70,70,0,8,32853,558,0,0,76440767,261482429,2370167456,0,558,421,0,3,1,8,8,14736,3,2374320777,2348622083,370319474,142991821,143139277,3,1,7433018820,73389,73389,8,8,8,142942673,10,3,426334,5172611,2269266,19730,2374320777,5069979,74174166,14257
107174.71,12058,253952,62,131576,8669105120,893,13,558,5951301,0,23,51614,71,22847,113831704,1118,1,0,4,14081,163645597,12,653936516,70,70,0,8,32853,558,0,0,89111623,306154440,2754757822,0,558,421,0,3,1,8,8,14736,3,2757912267,2732163463,431192877,166488131,166570051,3,1,8653123004,73389,73389,8,8,8,166406215,10,3,479526,6061344,2590852,22910,2757912267,5951301,86523866,14257
108214.73,12062,253952,62,144833,9541704596,978,14,558,6894741,0,23,56812,71,22847,113831704,1118,1,0,4,14081,180181664,12,719886212,70,70,0,8,32853,558,0,0,98450010,351008841,3029553158,0,558,421,0,3,1,8,8,14736,3,3032126623,3006933085,493023658,183223055,183354127,3,1,9525042988,73389,73389,8,8,8,183173907,10,3,530703,7008268,2875356,25181,3032126623,6894741,95578079,14257
109248.34,12067,253952,62,157825,10398167764,1063,18,558,7702661,0,23,61905,71,22847,113831704,1118,1,0,4,14081,196366646,12,784432592,70,70,0,8,32853,558,0,0,108862832,404182036,3299378632,0,558,421,0,3,1,8,8,14736,3,3301264039,3276729926,564129168,199752735,199818271,3,1,10383734380,73389,73389,8,8,8,199687203,10,3,566289,7819505,3121655,27416,3301264039,7702661,105744945,14257
