timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
7067.14,253952,62,26189,1724361446,111,621,417912,43,3498,70,16116,130251617,1244,1,0,69,70,1,7,16471,621,0,0,0,4330439,5046439,532193157,0,621,355,2,1,8,8,451,1,555866478,507385986,14444196,38875680,38875680,2,1,1710529920,73389,73389,8,8,8,38875680,10,3,314537,424236,1103630,4252,555866478,417912,3227217,29759
8092.34,253952,62,31431,2069759322,112,621,491263,43,5007,70,16116,130517069,1244,1,0,69,70,1,7,16471,621,0,0,0,5570835,6004316,633030652,0,621,355,2,1,8,8,451,1,656791918,608350793,18655417,46724887,46724887,2,1,2055174132,73389,73389,8,8,8,46708503,10,3,320864,498496,1172316,5022,656791918,491263,4398972,29759
9119.74,253952,62,35701,2351190754,113,621,554749,43,6220,70,16116,130517069,1244,1,0,69,70,1,7,16471,621,0,0,0,6638434,7277810,714990923,0,621,355,2,1,8,8,451,1,738842990,690578231,28550542,53126269,53126269,2,1,2336834940,73389,73389,8,8,8,53109885,10,3,323227,562717,1229582,5648,738842990,554749,5409345,29759
10187.46,253952,62,39772,2619580522,113,621,615115,43,7368,70,16116,130770455,1244,1,0,69,70,1,7,16471,621,0,0,0,7378179,8262917,796167663,0,621,355,2,1,8,8,451,1,817224046,769042341,36065407,59224547,59224547,2,1,2605880068,73389,73389,8,8,8,59224547,10,3,324533,623711,1272300,6246,817224046,615115,6106414,29759
11204.88,253952,62,42070,2770713154,114,621,688225,43,8047,70,16116,130770455,1244,1,0,69,70,1,7,16471,621,0,0,0,8461007,10305965,841293868,0,621,355,2,1,8,8,451,1,861395310,813258268,44735424,62644485,62660869,2,1,2756357340,73389,73389,8,8,8,62644485,10,3,326780,697238,1300610,6583,861395310,688225,7160969,29759
12230.72,253952,62,44359,2921533480,114,621,760758,43,8673,70,16116,130770455,1244,1,0,69,70,1,7,16471,621,0,0,0,9265615,11852719,886550262,0,621,355,2,1,8,8,451,1,905435502,857341069,51808387,66086840,66086840,2,1,2907820960,73389,73389,8,8,8,66086840,10,3,326986,770177,1329228,6919,905435502,760758,7937000,29759
13257.40,253952,62,47020,3096974518,114,621,842833,43,9359,70,16116,130770455,1244,1,0,69,70,1,7,16471,621,0,0,0,9904232,13230294,937966393,0,621,355,2,1,8,8,451,1,956553582,908619266,62816101,70075900,70075900,2,1,3082618704,73389,73389,8,8,8,70059516,10,3,329697,852759,1362386,7309,956553582,842833,8542497,29759
14267.90,253952,62,49002,3227663226,115,621,907325,43,9987,70,16116,131035907,1244,1,0,69,70,1,7,16471,621,0,0,0,10535909,14964611,976666821,0,621,355,2,1,8,8,451,1,994564462,946830462,75971938,73034927,73051311,2,1,3213536788,73389,73389,8,8,8,73034927,10,3,331060,917659,1389394,7599,994564462,907325,9147203,29759
15292.45,253952,62,50811,3347014206,115,621,964520,43,10486,70,16116,131035907,1244,1,0,69,70,1,7,16471,621,0,0,0,10775302,15721071,1011698383,0,621,355,2,1,8,8,451,1,1029691758,981749191,76967883,75756386,75756386,2,1,3332560088,73389,73389,8,8,8,75740002,10,3,331287,975225,1402960,7867,1029691758,964520,9373067,29759
16314.01,253952,62,52927,3486219286,115,621,1060144,43,11065,70,16116,131035907,1244,1,0,69,70,1,7,16471,621,0,0,0,11332646,17402602,1052629537,0,621,355,2,1,8,8,451,1,1070324078,1022476236,91720854,78914180,78930564,2,1,3472223920,73389,73389,8,8,8,78914180,10,3,331585,1075316,1433018,8177,1070324078,1060144,9900389,29759
17338.73,253952,62,55150,3632967622,116,621,1169745,43,11725,70,16116,131301359,1244,1,0,69,70,1,7,16471,621,0,0,0,11818603,18717081,1095134086,0,621,355,2,1,8,8,451,1,1113053550,1065341060,97543382,82239688,82256072,2,1,3618546272,73389,73389,8,8,8,82239688,10,3,334474,1185394,1471342,8503,1113053550,1169745,10348057,29759
18356.71,253952,62,57702,3801011850,116,621,1205539,43,12421,70,16116,131301359,1244,1,0,69,70,1,7,16471,621,0,0,0,12218631,19645076,1143929067,0,621,355,2,1,8,8,451,1,1162205550,1114472267,102532592,86075259,86075259,2,1,3787311396,73389,73389,8,8,8,86075259,10,3,335009,1221698,1504482,8878,1162205550,1205539,10714984,29759
19375.73,253952,62,59860,3943234894,116,621,1242921,43,13012,70,16116,131301359,1244,1,0,69,70,1,7,16471,621,0,0,0,13435032,22593779,1184859017,0,621,355,2,1,8,8,451,1,1203755374,1156001184,116219009,89304622,89321006,2,1,3929403368,73389,73389,8,8,8,89304622,10,3,335939,1259515,1534856,9195,1203755374,1242921,11901051,29759
20400.09,253952,62,61567,4055635750,117,621,1315964,43,13531,70,16116,131301359,1244,1,0,69,70,1,7,16471,621,0,0,0,14483051,25464662,1218053305,0,621,355,2,1,8,8,451,1,1236392302,1188829646,144646909,91856208,91872592,2,1,4041673152,73389,73389,8,8,8,91856208,10,3,340999,1332888,1575371,9444,1236392302,1315964,12908589,29759
21437.68,253952,62,62950,4146802942,117,621,1389517,43,13905,70,16116,131301359,1244,1,0,69,70,1,7,16471,621,0,0,0,14664001,26310703,1245213455,0,621,355,2,1,8,8,451,1,1263262062,1215482167,145680229,93932658,93949042,2,1,4133036952,73389,73389,8,8,8,93932658,10,3,340999,1406697,1590168,9649,1263262062,1389517,13074773,29759
22464.75,253952,62,64542,4251667158,117,621,1489317,43,14341,70,16116,131301359,1244,1,0,69,70,1,7,16471,621,0,0,0,15094270,28164287,1275261064,0,621,355,2,1,8,8,451,1,1293801838,1246152905,150466182,96304020,96320404,2,1,4237376880,73389,73389,8,8,8,96304020,10,3,341193,1506796,1609961,9882,1293801838,1489317,13485280,29759
23488.87,253952,62,66250,4364386936,118,621,1600538,43,14827,70,16116,131554745,1244,1,0,69,70,1,7,16471,621,0,0,0,15441875,29503797,1308455883,0,621,355,2,1,8,8,451,1,1326963054,1279106193,154942528,98869831,98886215,2,1,4350272564,73389,73389,8,8,8,98869831,10,3,343968,1618351,1636470,10135,1326963054,1600538,13806410,29759
24516.38,253952,62,67928,4474887248,118,621,1614741,43,15319,70,16116,131554745,1244,1,0,69,70,1,7,16471,621,0,0,0,15666091,30303539,1340602126,0,621,355,2,1,8,8,451,1,1358944622,1311377584,155966606,101388649,101405033,2,1,4461100556,73389,73389,8,8,8,101388649,10,3,346295,1632880,1655408,10379,1358944622,1614741,14011724,29759
25546.74,253952,62,69311,4566054440,118,621,1628704,43,15695,70,16116,131554745,1244,1,0,69,70,1,7,16471,621,0,0,0,16136088,32068033,1367368055,0,621,355,2,1,8,8,451,1,1385814382,1338049263,165298981,103448715,103465099,2,1,4551743460,73389,73389,8,8,8,103448715,10,3,346864,1647141,1670937,10584,1385814382,1628704,14466222,29759
26577.74,253952,62,70939,4673277952,118,621,1715506,43,16141,70,16116,131554745,1244,1,0,69,70,1,7,16471,621,0,0,0,16544941,33551740,1398595454,0,621,355,2,1,8,8,451,1,1417271662,1369394315,174254645,105901997,105901997,2,1,4658966972,73389,73389,8,8,8,105885613,10,3,350439,1734307,1702857,10824,1417271662,1715506,14843190,29759
27598.23,253952,62,72632,4785026756,119,621,1801587,43,16658,70,16116,131820197,1244,1,0,69,70,1,7,16471,621,0,0,0,17528741,37124049,1431660460,0,621,355,2,1,8,8,451,1,1449777518,1402005674,191774034,108435040,108451424,2,1,4771141760,73389,73389,8,8,8,108435040,10,3,360115,1820801,1760360,11072,1449777518,1801587,15769531,29759
28622.16,253952,62,74226,4890022044,119,621,1915693,43,17095,70,16116,131820197,1244,1,0,69,70,1,7,16471,621,0,0,0,18625323,40376061,1461972388,0,621,355,2,1,8,8,451,1,1480317294,1432770078,224277702,110822786,110839170,2,1,4876202584,73389,73389,8,8,8,110822786,10,3,362755,1935255,1804966,11305,1480317294,1915693,16821540,29759
29644.89,253952,62,75884,4999211636,119,621,1977834,43,17545,70,16116,131820197,1244,1,0,69,70,1,7,16471,621,0,0,0,18874093,41228596,1493593680,0,621,355,2,1,8,8,451,1,1512298862,1464696371,226252817,113308836,113308836,2,1,4984867888,73389,73389,8,8,8,113292452,10,3,362810,1997751,1823138,11549,1512298862,1977834,17052170,29759
30668.84,253952,62,77698,5118624844,119,621,2048806,43,18036,70,16116,131820197,1244,1,0,69,70,1,7,16471,621,0,0,0,19106071,42031560,1528886625,0,621,355,2,1,8,8,451,1,1547295086,1499574337,227288538,116007878,116024262,2,1,5104346632,73389,73389,8,8,8,116007878,10,3,362830,2069085,1841024,11816,1547295086,2048806,17266294,29759
