event,value,description
RecomputeWeight,1121,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,11959830,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,630,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,331,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,330,"Same as Query, but only for SELECT queries."
InitialQuery,331,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,811,Count queries with all subqueries
SelectQueriesWithSubqueries,810,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
QueryTimeMicroseconds,20776290449,Total time of all queries.
SelectQueryTimeMicroseconds,20776289024,Total time of SELECT queries.
OtherQueryTimeMicroseconds,1425,Total time of queries that are not SELECT or INSERT.
FileOpen,1740,Number of files opened.
Seek,27213,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,297212,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2801194051095,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,2769628297653,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,137898960,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,9084816670457,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,310154,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1642,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,869116,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,624967,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,63031811597,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,20177,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,83128320,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,46705847,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,311230,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,3835,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,4355,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,311816,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2400372372,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,Total time spent waiting for write syscall. This include writes to page cache.
