event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,72434,101763,29329,Total time spent analyzing index of patch parts
ArenaAllocBytes,58224640,83128320,24903680,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,14097,20177,6080,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,152,152,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,27212,28450,1238,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,266,276,10,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,31169,31169,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,96283267,137898960,41615693,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6343156745579,9084816670457,2741659924878,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,22693,31530,8837,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,34499722323,46699336404,12199614081,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,657774,921658,263884,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,22693,31530,8837,Total number of CPU slots acquired
ConcurrencyControlUpscales,22693,31530,8837,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,14616932656,20323309224,5706376568,Total time a query was waiting on resource requests for CPU slots.
ContextLock,382781,548573,165792,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,20624,25287,4663,Context lock wait time in microseconds
CreatedReadBufferOrdinary,216587,311816,95229,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1813094367,2400372372,587278005,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
FairPolicyDequeue,8487830,11959830,3472000,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1296,1740,444,Number of files opened.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,14573,21027,6454,Time spent filtering parts by PK.
