event,value,description
RecomputeWeight,1473,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,15473013,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,820,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,428,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,427,"Same as Query, but only for SELECT queries."
InitialQuery,428,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1051,Count queries with all subqueries
SelectQueriesWithSubqueries,1050,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
QueryTimeMicroseconds,26860698450,Total time of all queries.
SelectQueryTimeMicroseconds,26860697025,Total time of SELECT queries.
OtherQueryTimeMicroseconds,1425,Total time of queries that are not SELECT or INSERT.
FileOpen,2168,Number of files opened.
Seek,34128,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,373944,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,3647131703281,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,3605719628440,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,179514529,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,11826469759933,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,406814,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,2065,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1102768,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,820111,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,83180028519,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,26257,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,108032000,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,60818785,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,408313,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,5070,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,5590,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,408899,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2986529206,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,2351626680,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,18105798,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,390331,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,127693872,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1464,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,2033136,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1072753,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,23766,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,12191060,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,22751,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,22703,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5227430,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,5322539,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,46615,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,451322687267,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,21309242,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,125539,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,31169,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,824,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,121869465894,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,487477863576,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,3231,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,1021913,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1550323,Total time spent executing query plan optimizations.
SelectedParts,5330,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,5330,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,5330,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,30089490,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,30089490,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,246015566241,Number of rows SELECTed from all tables.
SelectedBytes,11813548118871,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,246015539820,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,246015539820,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14208,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,29547,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,5235650,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
