timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5023.20,11,262144,64,35952,2368674780,114,0,603,700542,8,6384,69,189,128250912,1208,1,68,5738,137294,4,1024,603,22864,113492696,10234379,5239555,746043414,603,1953,2,1,4,4,298,1,743006220,695809310,35432820,53482399,53498783,2,1,2353225556,73389,73389,4,4,4,53482399,8,3,323096,3827003,2533310,14076,5671,743006220,686466,7700520,6749
10050.51,11,262144,64,44045,2902243052,115,0,603,838530,8,8669,69,189,128516364,1208,1,68,6931,205139,4,1024,603,27636,133100248,13395768,10523903,902964681,603,1953,2,1,4,4,298,1,899244044,851857711,58821909,65613419,65613419,2,1,2886269540,73389,73389,4,4,4,65597035,8,3,329540,6542409,2693220,18472,6863,899244044,820058,10702984,6749
15078.62,11,262144,64,50097,3300725088,116,2,603,951318,8,10376,69,189,128516364,1208,1,68,7820,333649,4,1024,603,31192,134785304,16476839,16198892,1020024189,603,1953,2,1,4,4,298,1,1015767052,968412140,91295463,74675042,74675042,2,1,3284980952,73389,73389,4,4,4,74658658,8,3,339424,9298956,2831301,24611,7752,1015767052,926707,13646909,6749
20096.10,11,262144,64,57749,3805126532,118,2,603,1080310,8,12525,69,189,128769750,1208,1,68,8945,391432,4,1024,603,35696,136914264,20930114,23217718,1168269282,603,1953,2,1,4,4,298,1,1163354124,1115844750,143694490,86136477,86152861,2,1,3790004988,73389,73389,4,4,4,86136477,8,3,344752,11858920,3012308,30951,8878,1163354124,1049359,17918885,6749
25105.57,11,262144,64,74021,4877368268,120,2,603,1311682,8,17066,69,189,129300654,1208,1,68,11336,470656,4,1024,603,45256,141317720,29216147,30864119,1482838985,603,1953,2,1,4,4,298,1,1476616204,1429285239,242233412,110492947,110509331,2,1,4861689668,73389,73389,4,4,4,110492947,8,3,379325,13878907,3348741,37015,11268,1476616204,1274667,25869221,6749
30118.64,11,262144,64,83476,5500462024,122,2,603,1469086,8,19794,69,189,129566106,1208,1,68,12723,556417,4,1024,603,50808,160693088,33703371,36669838,1665428233,603,1953,2,1,4,4,298,1,1658413068,1611436582,274937450,124669808,124669808,2,1,5484750656,73389,73389,4,4,4,124653424,8,3,389469,16437513,3534815,44215,12655,1658413068,1424871,30169804,6749
35140.39,11,262144,64,89543,5899927100,123,2,603,1570871,8,21520,69,189,129566106,1208,1,68,13613,648836,4,1024,603,54368,162378592,36398723,43140910,1782619415,603,1953,2,1,4,4,298,1,1775067148,1728194451,303399419,133747815,133747815,2,1,5884903860,73389,73389,4,4,4,133747815,8,3,395469,19290047,3708255,47711,13545,1775067148,1523160,32691685,6749
40207.27,11,262144,64,94702,6240150940,124,2,603,1653289,8,22957,69,189,129831558,1208,1,68,14372,837537,4,1024,603,57408,163811936,38951413,49451805,1882695300,603,1953,2,1,4,4,298,1,1874681868,1827669437,346634225,141463791,141480175,2,1,6224406804,73389,73389,4,4,4,141463791,8,3,401920,21996084,3812517,50605,14305,1874681868,1602684,35140961,6749
45303.28,11,262144,64,100290,6608236338,125,2,603,1750675,8,24542,69,189,130097010,1208,1,68,15194,970308,4,1024,603,60692,165372640,42294427,58412663,1990797024,603,1953,2,1,4,4,298,1,1982291980,1935200425,393476189,149837286,149853670,2,1,6592840584,73389,73389,4,4,4,149837286,8,3,411337,24976422,3948585,63944,15126,1982291980,1686731,38348013,6749
51432.53,11,262144,64,106164,6995306352,126,2,603,1871992,8,26210,69,189,130097010,1208,1,68,16057,1231431,4,1024,603,64144,167007264,45747324,69041671,2104439116,603,1953,2,1,4,4,298,1,2095407116,2048365941,495920299,158642798,158642798,2,1,6980283112,73389,73389,4,4,4,158642798,8,3,416956,28481458,4082731,80535,15989,2095407116,1791457,41666871,6749
