timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5520.89,27,262144,64,25631,1688826848,112,1,603,1286614,13,3479,58,68,139291,127985460,1208,1,67,4226,1013746,3,228615,603,16812,149060720,5855908,22783068,547155700,603,1706,2,1,4,4,731,1,544694284,497080725,44148031,38027586,38043970,2,1,1673213784,73389,73389,4,4,4,38027586,22,3,92025,17735626,1247177,24432,4158,544694284,1262182,4609187,10593
10783.39,27,262144,64,31581,2080889664,113,1,603,1380761,13,5148,58,68,139291,128250912,1208,1,67,5100,1212586,3,228615,603,20308,150716016,8421898,30981258,662232368,603,1706,2,1,4,4,731,1,659251212,611689729,82358839,46939594,46955978,2,1,2065342136,73389,73389,4,4,4,46939594,22,3,96438,21139013,1373133,27857,5032,659251212,1352904,7049273,10593
16044.50,27,262144,64,36688,2417174728,114,2,603,1471734,13,6611,58,68,139291,128250912,1208,1,67,5850,1315086,3,228615,603,23308,152138928,10490456,38842790,760991490,603,1706,2,1,4,4,731,1,757555212,709947311,110379495,54586160,54602544,2,1,2401791040,73389,73389,4,4,4,54586160,22,3,97914,24207859,1450617,36969,5782,757555212,1434765,9040295,10593
21130.40,27,262144,64,41311,2722005820,115,2,603,1548283,13,7887,58,68,139291,128516364,1208,1,67,6529,1436143,3,228615,603,26020,153428400,12222949,44668124,850277193,603,1706,2,1,4,4,731,1,846422028,799125966,146292664,61509671,61526055,2,1,2706425524,73389,73389,4,4,4,61509671,22,3,106717,27246045,1570891,39787,6461,846422028,1508496,10652886,10593
26167.43,27,262144,64,46934,3092372912,116,2,603,1650724,13,9515,58,68,139291,128516364,1208,1,67,7356,1505049,3,228615,603,29332,154991856,14928010,51938922,959307609,603,1706,2,1,4,4,731,1,954949644,907433004,205026304,69932318,69948702,2,1,3077021992,73389,73389,4,4,4,69932318,22,3,117490,30065569,1733891,43319,7288,954949644,1607405,13195093,10593
31194.05,27,262144,64,51978,3424794660,117,2,603,1734738,13,10931,58,68,139291,128516364,1208,1,67,8098,1644915,3,228615,603,32300,156395056,18153912,59860364,1057021142,603,1706,2,1,4,4,731,1,1052205068,1004661143,254618144,77478421,77494805,2,1,3409050524,73389,73389,4,4,4,77478421,22,3,133318,32793224,1926803,46360,8030,1052205068,1688378,16228428,10593
36634.41,27,262144,64,56660,3733395848,117,2,603,1817199,13,12219,58,68,139291,128769750,1208,1,67,8787,1793817,3,228615,603,35060,174648944,19801683,65434372,1147769018,603,1706,2,1,4,4,731,1,1142513676,1094866913,277851050,84494203,84516620,2,1,3717744932,73389,73389,4,4,4,84494203,22,3,140573,36063450,2033289,49465,8719,1142513676,1767734,17768795,10593
41928.15,27,262144,64,61283,4038058016,118,2,603,1895689,13,13536,58,68,139291,129035202,1208,1,67,9464,1953529,3,228615,603,37768,175932208,22021544,72859428,1236923043,603,1706,2,1,4,4,731,1,1231249420,1183886744,341703999,91425906,91442290,2,1,4022739864,73389,73389,4,4,4,91425906,22,3,149462,39410833,2160109,52188,9396,1231249420,1843501,19862297,10593
47026.11,27,262144,64,65397,4309000380,119,2,603,1963457,13,14714,58,68,139291,129035202,1208,1,67,10068,2073557,3,228615,603,40184,177079856,25284873,81247536,1316469075,603,1706,2,1,4,4,731,1,1310416908,1263196406,448064503,97575495,97591879,2,1,4293321780,73389,73389,4,4,4,97575495,22,3,165734,42345576,2321522,54743,10001,1310416908,1908714,22964612,10593
52083.41,27,262144,64,69882,4604787504,120,2,603,2047934,13,15980,58,68,139291,129300654,1208,1,67,10729,2245314,3,228615,603,42828,178329840,27022546,87060489,1403522712,603,1706,2,1,4,4,731,1,1397055500,1349569392,484581169,104302398,104318782,2,1,4589305512,73389,73389,4,4,4,104302398,22,3,175268,45507907,2420805,69243,10661,1397055500,1978691,24602849,10593
