timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5117.30,17,262144,64,37583,2476360352,114,0,603,1440711,17,6848,60,69,2,27383,128250912,1208,1,68,5981,39002,4,35226,603,23816,83868848,9657251,5199197,777830606,603,1286,2,1,4,4,381,1,774725644,727306942,39010750,55925330,55941714,2,1,2460714520,73389,73389,4,4,4,55925330,9,3,246064,3489716,2243695,13817,5913,774725644,1426894,7413490,6651
10142.90,17,262144,64,44578,2937173740,115,0,603,1555735,17,8816,60,69,2,27383,128516364,1208,1,68,7010,173311,4,35226,603,27932,85818800,12785175,11567439,913310930,603,1286,2,1,4,4,381,1,909598732,862024131,64731663,66399851,66416235,2,1,2921593444,73389,73389,4,4,4,66399851,9,3,255724,6376700,2401370,18660,6942,909598732,1537075,10383815,6651
15165.00,17,262144,64,51997,3426039844,117,0,603,1672876,17,10933,60,69,2,27383,128516364,1208,1,68,8100,248913,4,35226,603,32292,87880176,18086188,20730615,1056816655,603,1286,2,1,4,4,381,1,1052467212,1005018214,120465602,77511189,77527573,2,1,3410492316,73389,73389,4,4,4,77511189,9,3,275785,9243357,2625967,23001,8032,1052467212,1649875,15460992,6651
20176.11,17,262144,64,62857,4141742584,118,0,603,1855025,17,13961,60,69,2,27383,129035202,1208,1,68,9697,296323,4,35226,603,38684,107849760,22298569,27174202,1267026969,603,1286,2,1,4,4,381,1,1261789196,1214228651,159413792,93780884,93797268,2,1,4126358896,73389,73389,4,4,4,93780884,9,3,296311,11473530,2879861,32971,9629,1261789196,1822054,19420533,6651
25182.03,17,262144,64,93537,6163270596,124,0,603,2213037,17,22557,60,69,2,27383,129566106,1208,1,68,14203,312035,4,35226,603,56724,184312552,32536179,30483939,1860020621,603,1286,2,1,4,4,381,1,1852399628,1805186014,207526194,139731405,139731405,2,1,6148181820,73389,73389,4,4,4,139731405,9,3,318693,12528430,3175147,41571,14135,1852399628,2171466,29364231,6651
30201.99,17,262144,64,107865,7107313992,126,0,603,2440572,17,26659,60,69,2,27383,130097010,1208,1,68,16309,402814,4,35226,603,65148,188261800,38998280,37285596,2137204693,603,1286,2,1,4,4,381,1,2128437260,2081119427,283440003,161178000,161194384,2,1,7091832000,73389,73389,4,4,4,161178000,9,3,343767,14592696,3524041,48396,16241,2128437260,2392176,35477654,6651
35219.36,17,262144,64,119902,7900418056,128,0,603,2640981,17,30068,60,69,2,27383,130362462,1208,1,68,18074,456772,4,35226,603,72212,191594856,45017731,43911341,2369652485,603,1286,2,1,4,4,381,1,2359910412,2312946696,380092179,179206816,179223200,2,1,7885099904,73389,73389,4,4,4,179206816,9,3,365530,16658938,3807210,54671,18007,2359910412,2586310,41214983,6651
40225.99,17,262144,64,140694,9270475224,131,0,603,2853551,17,35906,60,69,2,27383,130893366,1208,1,68,21131,467721,4,35226,603,84440,214017832,52309541,46009529,2771847713,603,1286,2,1,4,4,381,1,2760466444,2713487619,406163503,210349692,210349692,2,1,9254665552,73389,73389,4,4,4,210333308,9,3,382623,17575452,4006022,63508,21063,2760466444,2790043,48308281,6651
45247.20,17,262144,64,159097,10483182598,134,1,603,3094237,17,41064,60,69,2,27383,131424270,1208,1,68,23833,479568,4,35226,603,95256,235919384,61239538,50121666,3127575325,603,1286,2,1,4,4,381,1,3114754060,3067987691,478806951,237894565,237910949,2,1,10467360860,73389,73389,4,4,4,237894565,9,3,411029,19209006,4324600,70852,23766,3114754060,3023385,56920074,6651
50269.89,17,262144,64,167904,11063543574,136,1,603,3250256,17,43598,60,69,2,27383,131689722,1208,1,68,25129,539757,4,35226,603,100440,238368152,65380281,56463434,3298182969,603,1286,2,1,4,4,381,1,3284623372,3237612456,523062348,251098737,251115121,2,1,11048344428,73389,73389,4,4,4,251098737,9,3,425472,21753412,4513479,76157,25062,3284623372,3174099,60872079,6651
