timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.44,6,262144,64,39507,2602982520,114,2,603,567276,17,7379,13,69,142,1243,128250912,1208,1,68,6264,48386,4,1670,603,24942,46103008,10915136,579813,815064695,603,824,2,1,4,4,265,1,811819020,764313796,19707489,58804596,58820980,2,1,2587402224,73389,73389,4,4,4,58804596,9,3,255637,1780188,1995859,21987,6196,811819020,545289,8921350,8315
10022.65,6,262144,64,65862,4339740072,119,2,603,874820,17,14824,13,69,142,1243,129035202,1208,1,68,10138,63001,4,1670,603,40438,53126240,19971199,2422074,1324899423,603,824,2,1,4,4,265,1,1319591948,1272183143,76068032,98286040,98286040,2,1,4323864864,73389,73389,4,4,4,98269656,9,3,294006,2930239,2288053,29063,10070,1319591948,845757,17685480,8315
15059.98,6,262144,64,75407,4968732068,120,2,603,1027540,17,17500,13,69,142,1243,129300654,1208,1,68,11541,126945,4,1670,603,46050,55776928,23895421,7662029,1509586540,603,824,2,1,4,4,265,1,1503485964,1455978459,111834020,112585781,112585781,2,1,4953774364,73389,73389,4,4,4,112585781,9,3,304802,5265610,2477363,34241,11473,1503485964,993299,21420423,8315
20080.16,6,262144,64,82673,5447571164,122,2,603,1146284,17,19591,13,69,142,1243,129566106,1208,1,68,12607,250017,4,1670,603,50314,57795296,27720635,14143326,1649937452,603,824,2,1,4,4,265,1,1643208716,1595957298,151446662,123467743,123467743,2,1,5432580692,73389,73389,4,4,4,123467743,9,3,315206,7938998,2636297,38608,12539,1643208716,1107676,25087552,8315
25100.49,6,262144,64,89834,5919263528,123,2,603,1262307,17,21591,13,69,142,1243,129566106,1208,1,68,13658,328231,4,1670,603,54522,59781856,31183336,21526149,1788441127,603,824,2,1,4,4,265,1,1781096460,1733813847,249113163,134179832,134196216,2,1,5903912608,73389,73389,4,4,4,134179832,9,3,326679,10494407,2801957,42476,13591,1781096460,1219831,28385088,8315
30106.51,6,262144,64,108111,7123435848,126,2,603,1513899,17,26747,13,69,142,1243,130097010,1208,1,68,16343,368954,4,1670,603,65258,64753632,39351093,27509515,2141663379,603,824,2,1,4,4,265,1,2132893708,2085849602,377736973,161554832,161554832,2,1,7107691712,73389,73389,4,4,4,161538448,9,3,357177,12066189,3148496,49624,16275,2132893708,1464275,36207039,8315
35130.14,6,262144,64,128241,8450108184,129,2,603,1750672,17,32400,13,69,142,1243,130627914,1208,1,68,19300,406521,4,1670,603,77092,70195296,46358595,30021502,2530936608,603,824,2,1,4,4,265,1,2520604684,2473640571,430248036,191698284,191714668,2,1,8434724496,73389,73389,4,4,4,191698284,9,3,378293,13285443,3343647,55259,19233,2520604684,1695413,43018409,8315
40143.72,6,262144,64,141579,9329005488,132,2,603,1951586,17,36163,13,69,142,1243,131158818,1208,1,68,21261,459168,4,1670,603,84936,90718432,53316414,37769235,2788901086,603,824,2,1,4,4,265,1,2777505804,2730623783,509064104,211680670,211680670,2,1,9313949480,73389,73389,4,4,4,211680670,9,3,400676,15559895,3637996,61791,21193,2777505804,1889795,49682161,8315
45151.39,6,262144,64,159274,10494782470,135,2,603,2182497,17,41141,13,69,142,1243,131424270,1208,1,68,23860,492934,4,1670,603,95336,112481816,62373636,44311966,3130934987,603,824,2,1,4,4,265,1,3118161932,3071365145,560694444,238164901,238181285,2,1,10479255644,73389,73389,4,4,4,238164901,9,3,412085,17484239,3960556,68502,23792,3118161932,2113995,58417929,8315
50194.67,6,262144,64,188053,12390671354,140,2,603,2516856,17,49317,13,69,142,1243,132220626,1208,1,68,28087,496396,4,1670,603,112248,137256576,71720883,44865104,3686585095,603,824,2,1,4,4,265,1,3671610910,3625518515,592240075,281260732,281277116,2,1,12375472208,73389,73389,4,4,4,281260732,9,3,433705,18292679,4152040,74963,28019,3671610910,2441893,67574684,8315
