timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5069.32,34,262144,64,21719,1431122756,111,0,603,18193256,45,2361,42,62,9,1209102,127985460,1208,1,61,3643,1158779,3,1289792,603,14492,147685616,4632049,23270050,471235347,603,1937,2,1,4,4,87582,1,469106900,421721604,68246705,32172909,32189293,2,1,1415607996,73389,73389,4,4,4,32172909,37,3,114564,35963060,1263671,24861,3581,469106900,18168395,3368769,10840
10205.89,34,262144,64,25118,1654941428,112,0,603,18268594,45,3340,42,62,9,1209102,127985460,1208,1,61,4145,1379304,3,1289792,603,16504,148645360,6294742,29017583,537443239,603,1937,2,1,4,4,87582,1,534994956,487174758,91308065,37267889,37267889,2,1,1639787116,73389,73389,4,4,4,37267889,37,3,126421,39374753,1351422,39126,4084,534994956,18229468,4943975,10840
15331.69,34,262144,64,28209,1858840464,113,0,603,18327747,45,4243,42,62,9,1209102,128250912,1208,1,61,4599,1564531,3,1289792,603,18316,149501488,8258111,36296810,597105185,603,1937,2,1,4,4,87582,1,594370572,546793952,125357845,41901958,41901958,2,1,1843686152,73389,73389,4,4,4,41901958,37,3,135535,42345812,1474679,41299,4537,594370572,18286448,6784225,10840
20446.56,34,262144,64,32511,2142103596,113,0,603,18394814,45,5416,42,62,9,1209102,128250912,1208,1,61,5231,1759008,3,1289792,603,20844,150701040,9741689,42226561,680333026,603,1937,2,1,4,4,87582,1,677208076,629639892,154360381,48338267,48338267,2,1,2126883748,73389,73389,4,4,4,48338267,37,3,141076,45399497,1554181,43810,5169,677208076,18351004,8188729,10840
25863.35,34,262144,64,36357,2395482312,114,0,603,18456732,45,6507,42,62,9,1209102,128250912,1208,1,61,5796,1891663,3,1289792,603,23104,151773424,11641645,49236896,754745785,603,1937,2,1,4,4,87582,1,751263756,703591404,235648817,54094640,54111024,2,1,2380164160,73389,73389,4,4,4,54094640,37,3,147367,48879896,1644625,45966,5734,751263756,18410766,9997779,10840
30907.50,34,262144,64,40708,2682222160,115,0,603,18540007,45,7760,42,62,9,1209102,128516364,1208,1,61,6433,2047936,3,1289792,603,25656,152982000,14138141,58501922,838768043,603,1937,2,1,4,4,87582,1,834887692,787514227,301541240,60602518,60618902,2,1,2666510792,73389,73389,4,4,4,60602518,37,3,156181,52361729,1755229,61327,6372,834887692,18478680,12384148,10840
37044.89,34,262144,64,45223,2979709912,115,0,603,18625715,45,8989,42,62,9,1209102,128516364,1208,1,61,7097,2327623,3,1289792,603,28312,154247344,16691819,70035221,926219178,603,1937,2,1,4,4,87582,1,921919500,874483507,382865343,67372540,67388924,2,1,2964391760,73389,73389,4,4,4,67372540,37,3,160981,56351231,1854786,64080,7036,921919500,18561635,14836345,10840
42097.91,34,262144,64,48961,3226010740,116,0,603,18686350,45,10067,42,62,9,1209102,128516364,1208,1,61,7647,2468392,3,1289792,603,30512,155293424,18493391,78254985,998655898,603,1937,2,1,4,4,87582,1,994009100,946534031,406058574,72965073,72981457,2,1,3210463212,73389,73389,4,4,4,72965073,37,3,162630,59633739,1921461,66368,7586,994009100,18619982,16572138,10840
47216.80,34,262144,64,52953,3489223164,117,0,603,18748815,45,11196,42,62,9,1209102,128769750,1208,1,61,8234,2605767,3,1289792,603,32856,156411504,19779812,83990792,1075834857,603,1937,2,1,4,4,87582,1,1070817292,1023462582,426386288,78948663,78965047,2,1,3473741172,73389,73389,4,4,4,78948663,37,3,168471,62791205,2004814,68662,8172,1070817292,18680153,17774925,10840
52264.50,34,262144,64,56801,3742732952,117,0,603,18810042,45,12258,42,62,9,1209102,128769750,1208,1,61,8800,2721706,3,1289792,603,35120,157487216,22026644,92110795,1150379766,603,1937,2,1,4,4,87582,1,1145004044,1097561668,489079755,84713228,84729612,2,1,3727382032,73389,73389,4,4,4,84713228,37,3,173414,65909453,2117084,70984,8738,1145004044,18739058,19909868,10840
57333.66,34,262144,64,62208,4098944268,118,0,603,18892659,45,13774,42,62,9,1209102,129035202,1208,1,61,9593,2891827,3,1289792,603,38296,158996848,24855361,99564553,1254941639,603,1937,2,1,4,4,87582,1,1249075212,1201711379,573779633,92808195,92824579,2,1,4083560580,73389,73389,4,4,4,92808195,37,3,176957,68841143,2210150,73894,9532,1249075212,18818765,22644635,10840
62393.42,34,262144,64,68158,4491007084,119,0,603,18985851,45,15467,42,62,9,1209102,129035202,1208,1,61,10469,2978419,3,1289792,603,41796,160645296,27782511,106650904,1370156002,603,1937,2,1,4,4,87582,1,1363763212,1316375190,643538069,101712011,101728395,2,1,4475328484,73389,73389,4,4,4,101712011,37,3,184267,71576222,2329749,77099,10407,1363763212,18908752,25451247,10840
67405.51,34,262144,64,81607,5377178884,122,0,603,19174050,45,19220,42,62,9,1209102,129300654,1208,1,61,12445,3005723,3,1289792,603,49700,164301104,32744304,111591079,1630231535,603,1937,2,1,4,4,87582,1,1622761484,1575415071,682056416,121866429,121866429,2,1,5362122876,73389,73389,4,4,4,121866429,37,3,193039,73530247,2512177,82861,12383,1622761484,19091189,30229468,10840
72417.82,34,262144,64,103875,6844498092,125,0,603,19474355,45,25538,42,62,9,1209102,130097010,1208,1,61,15715,3012734,3,1289792,603,62780,170306288,45988677,113547664,2060579409,603,1937,2,1,4,4,87582,1,2051366924,2004271180,723763368,155208635,155225019,2,1,6829179940,73389,73389,4,4,4,155208635,37,3,224263,74387133,2967475,90761,15653,2051366924,19383594,43018915,10840
77426.67,34,262144,64,126260,8319485012,129,0,603,19782099,45,31828,42,62,9,1209102,130627914,1208,1,61,19002,3020751,3,1289792,603,75936,210405192,55784300,114340326,2493147353,603,1937,2,1,4,4,87582,1,2482200588,2435439329,746844195,188731065,188747449,2,1,8304166860,73389,73389,4,4,4,188731065,37,3,238749,75214634,3319642,98520,18940,2482200588,19683579,52463669,10840
82443.46,34,262144,64,150797,9936313826,133,1,603,20115495,45,38736,42,62,9,1209102,131158818,1208,1,61,22607,3026833,3,1289792,603,90356,216958088,67902929,114946767,2967565003,603,1937,2,1,4,4,87582,1,2954715148,2908167386,782062994,225474666,225491050,2,1,9920885304,73389,73389,4,4,4,225474666,37,3,258666,76040953,3706286,107279,22545,2954715148,20008216,64194748,10840
87451.94,34,262144,64,176043,11599595598,137,2,603,20451205,45,45842,42,62,9,1209102,131689722,1208,1,61,26318,3033738,3,1289792,603,105200,223680968,78424557,115309982,3455874451,603,1937,2,1,4,4,87582,1,3441002854,3394283251,815049798,263275035,263291419,2,1,11584101540,73389,73389,4,4,4,263275035,37,3,282369,76842648,3995864,115713,26256,3441002854,20335492,74427457,10840
92459.58,34,262144,64,201095,13249904550,142,3,603,20796828,45,52937,42,62,9,1209102,132486078,1208,1,61,29996,3038311,3,1289792,603,119916,247312776,89164052,115699751,3939486663,603,1937,2,1,4,4,87582,1,3922613790,3876810438,840708946,300786525,300802909,2,1,13234607100,73389,73389,4,4,4,300786525,37,3,292497,77670523,4312130,124626,29934,3922613790,20672202,84849800,10840
97467.59,34,262144,64,225478,14856628754,146,3,603,21143093,45,59808,42,62,9,1209102,133282434,1208,1,61,33577,3044134,3,1289792,603,134248,287486656,99776313,116144669,4410800167,603,1937,2,1,4,4,87582,1,4391982622,4346393939,879211849,337308942,337308942,2,1,14840872552,73389,73389,4,4,4,337292558,37,3,312222,78481503,4600711,133078,33515,4391982622,21010015,95174399,10840
102474.77,34,262144,64,250713,16519455082,150,3,603,21477551,45,66950,42,62,9,1209102,133813338,1208,1,61,37287,3048750,3,1289792,603,149088,294174144,109114436,116319577,4899052255,603,1937,2,1,4,4,87582,1,4878259742,4832440666,900526053,375098960,375115344,2,1,16504354240,73389,73389,4,4,4,375098960,37,3,321134,79236247,4834675,141251,37225,4878259742,21336300,104279426,10840
