timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5582.91,19,262144,64,22496,1482056294,112,0,603,1451405,20,2630,33,69,227,600198,127985460,1208,1,68,3764,1811957,4,600949,603,14954,96390008,5059477,29126330,486368095,603,1510,2,1,4,4,749,1,484139020,436612623,42459444,33327981,33344365,2,1,1466431164,73389,73389,4,4,4,33327981,16,3,118892,23649492,1469318,13696,3696,484139020,1437709,3590921,11879
10815.32,19,262144,64,26856,1769373900,112,0,603,1524100,20,3816,33,69,227,600198,127985460,1208,1,68,4405,1965779,4,600949,603,17522,97610552,7178634,35289544,570919804,603,1510,2,1,4,4,749,1,568287244,520645003,73097374,39852243,39868627,2,1,1753498692,73389,73389,4,4,4,39852243,16,3,133033,26780119,1611111,16256,4338,568287244,1507844,5567708,11879
16651.11,19,262144,64,30981,2041302612,113,0,603,1593464,20,4999,33,69,227,600198,128250912,1208,1,68,5011,2245258,4,600949,603,19942,98760760,8280427,40549809,650604431,603,1510,2,1,4,4,749,1,647585804,600142892,93954820,46048825,46048825,2,1,2026148300,73389,73389,4,4,4,46048825,16,3,138024,30682042,1679721,18722,4943,647585804,1574742,6601789,11879
21909.79,19,262144,64,34945,2302414576,114,0,603,1660094,20,6124,33,69,227,600198,128250912,1208,1,68,5593,2450470,4,600949,603,22270,99863224,10259648,47512567,727259086,603,1510,2,1,4,4,749,1,723869708,676462230,120945223,51969038,51985422,2,1,2286637672,73389,73389,4,4,4,51969038,16,3,145763,33855348,1801796,21110,5525,723869708,1638984,8458631,11879
27181.33,19,262144,64,39257,2586598520,114,0,603,1731473,20,7312,33,69,227,600198,128250912,1208,1,68,6227,2525383,4,600949,603,24806,101068856,11982653,54453856,810759740,603,1510,2,1,4,4,749,1,806969356,759535317,163529672,58444148,58444148,2,1,2571542512,73389,73389,4,4,4,58444148,16,3,153560,37084390,1889718,23648,6159,806969356,1707825,10094000,11879
32261.84,19,262144,64,43842,2888673792,115,0,603,1801320,20,8615,33,69,227,600198,128516364,1208,1,68,6900,2620067,4,600949,603,27502,119840272,14740977,62551765,899387303,603,1510,2,1,4,4,749,1,895180812,847884589,221752506,65296090,65312474,2,1,2873027960,73389,73389,4,4,4,65296090,16,3,166275,40092245,2043373,26156,6832,895180812,1775164,12698427,11879
37316.37,19,262144,64,48689,3207919496,116,0,603,1884787,20,9994,33,69,227,600198,128516364,1208,1,68,7614,2755833,4,600949,603,30358,121193488,18459608,71535143,993415649,603,1510,2,1,4,4,749,1,988766220,941277319,302727721,72565824,72565824,2,1,3192896256,73389,73389,4,4,4,72565824,16,3,177887,43111851,2196180,35487,7546,988766220,1849300,16264138,11879
42351.29,19,262144,64,54525,3592776660,117,0,603,1978169,20,11639,33,69,227,600198,128769750,1208,1,68,8472,2898479,4,600949,603,33790,122815504,20582520,77382079,1106395333,603,1510,2,1,4,4,749,1,1101225996,1053739726,333445266,81303641,81320025,2,1,3577360204,73389,73389,4,4,4,81303641,16,3,187151,45677383,2310224,38641,8404,1101225996,1939528,18273130,11879
47366.95,19,262144,64,71447,4707882248,120,0,603,2212558,20,16416,33,69,227,600198,129300654,1208,1,68,10958,2954221,4,600949,603,43734,127408848,28686676,81647043,1433577605,603,1510,2,1,4,4,749,1,1427070988,1379723239,410988205,106657376,106657376,2,1,4692924544,73389,73389,4,4,4,106657376,16,3,217250,47204201,2657661,44896,10890,1427070988,2167662,26031001,11879
52376.93,19,262144,64,93997,6193682608,124,1,603,2511704,20,22733,33,69,227,600198,129831558,1208,1,68,14270,2964381,4,600949,603,56990,167452112,39918144,82823330,1869510637,603,1510,2,1,4,4,749,1,1861181452,1814083506,444781526,140409182,140425566,2,1,6178004008,73389,73389,4,4,4,140409182,16,3,245197,48071821,3091092,52685,14202,1861181452,2459019,36829131,11879
57385.12,19,262144,64,117401,7735716164,128,2,603,2840072,20,29324,33,69,227,600198,130362462,1208,1,68,17709,2970283,4,600949,603,70758,224455016,49829885,83547364,2322135479,603,1510,2,1,4,4,749,1,2311938060,2264844161,468282977,175469549,175469549,2,1,7720660156,73389,73389,4,4,4,175469549,16,3,261599,48914243,3460336,61022,17641,2311938060,2779050,46371741,11879
62393.92,19,262144,64,141921,9351418800,132,3,603,3163077,20,36244,33,69,227,600198,131158818,1208,1,68,21310,2974461,4,600949,603,85166,248192248,61024968,84007614,2796059462,603,1510,2,1,4,4,749,1,2783928332,2737210719,495657750,212188574,212204958,2,1,9336297256,73389,73389,4,4,4,212188574,16,3,271028,49692317,3751424,69238,21242,2783928332,3093839,57274229,11879
67410.02,19,262144,64,166560,10974932286,136,4,603,3490439,20,43183,33,69,227,600198,131689722,1208,1,68,24931,2980144,4,600949,603,99658,288606216,71527076,84388601,3272583674,603,1510,2,1,4,4,749,1,3258540044,3211710578,520146822,249087823,249087823,2,1,10959143316,73389,73389,4,4,4,249071439,16,3,294389,50477566,4085888,78438,24863,3258540044,3412001,67442319,11879
