event,start_value,end_value,diff,description
AggregationHashTablesInitializedAsTwoLevel,1178,1178,0,How many hash tables were inited as two-level for aggregation.
AggregationPreallocatedElementsInHashTables,233943422,233943422,0,How many elements were preallocated in hash tables for aggregation.
AnalyzePatchRangesMicroseconds,108,1409,1301,Total time spent analyzing index of patch parts
ArenaAllocBytes,91118612480,91123183616,4571136,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,32016,33132,1116,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,160,160,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,12524,12524,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,125,125,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,57343,57343,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,4371053,12250475,7879422,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,296767733308,815902793212,519135059904,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,2108,3234,1126,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,104181678,979565535,875383857,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,2235,19945,17710,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,2235,19945,17710,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,2108,3234,1126,Total number of CPU slots acquired
ConcurrencyControlUpscales,2108,3234,1126,Total number of CPU upscaling events
