event,value,description
RecomputeWeight,117,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,402803,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,104,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1217,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1217,"Same as Query, but only for SELECT queries."
InitialQuery,1217,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1264,Count queries with all subqueries
SelectQueriesWithSubqueries,1264,Count SELECT queries with all subqueries
QueryTimeMicroseconds,559231391,Total time of all queries.
SelectQueryTimeMicroseconds,559231391,Total time of SELECT queries.
FileOpen,1939,Number of files opened.
Seek,45154,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,333054,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,309782961427,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,303868935956,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,12250475,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,815902793212,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,42471,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1827,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,29425,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,107460,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,16987004861,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,33132,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,91123183616,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
