timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.78,0,0,0,0,0,0,0,116,0,0,0,11,0,5,0,2097278,2,1,4,4,0,4,31,0,30,16828672,0,0,1824,0,0,2,1,4,4,308,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10016.70,0,0,0,0,0,0,0,116,0,0,0,11,0,5,0,2097278,2,1,4,4,0,4,31,0,30,16828672,0,0,1824,0,0,2,1,4,4,308,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
15022.70,0,0,0,0,0,0,0,116,0,0,0,11,0,5,0,2097278,2,1,4,4,0,4,31,0,30,16828672,0,0,1824,0,0,2,1,4,4,308,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
20027.64,16,262144,64,24589,1620007432,16,0,117,0,603,311689,11,3200,21,31,127985460,1208,1,20,4025,1556,4,183,603,16124,196259896,3629532,526,526643438,603,571,2,1,4,4,308,1,524640268,476968239,5220535,36459040,36475424,2,1,1604197760,73389,73389,4,4,4,36459040,9,3,153071,588407,1393067,5343,4005,524640268,306346,2236172,3279
25033.67,16,262144,64,53231,3507442172,16,0,122,1,603,652355,11,11231,21,31,128769750,1208,1,20,8232,2221,4,183,603,32956,221037456,13658692,2001,1080255998,603,571,2,1,4,4,308,1,1076060172,1028812497,27339891,79374647,79374647,2,1,3492484468,73389,73389,4,4,4,79374647,9,3,168063,1246625,1625243,12266,8212,1076060172,640089,12033233,3279
30040.45,16,262144,64,83445,5498430408,16,27957740,127,1,603,999655,11,19802,21,31,129566106,1208,1,20,12671,3574,4,183,603,50716,246052152,22727150,12026,1664443235,603,571,2,1,4,4,308,1,1657888780,1610822814,55236301,124620656,124637040,2,1,5483308864,73389,73389,4,4,4,124620656,9,3,182222,1922867,1804833,18728,12651,1657888780,980927,20922176,3279
35046.23,16,262144,64,117427,7737420100,16,27957740,133,1,603,1383406,11,29345,21,31,130362462,1208,1,20,17664,3980,4,183,603,70688,254999608,33016534,12627,2321540013,603,571,2,1,4,4,308,1,2312331276,2265277580,83121543,175502317,175518701,2,1,7722101948,73389,73389,4,4,4,175502317,9,3,194652,2665066,2003421,27396,17644,2312331276,1356010,31013705,3279
40052.40,16,262144,64,152060,10019351246,16,27957740,138,1,603,1730577,11,39116,21,31,131158818,1208,1,20,22753,4390,4,183,603,91052,298374096,41246624,13737,2991295031,603,571,2,1,4,4,308,1,2979356684,2932461301,101286565,227364859,227364859,2,1,10003332900,73389,73389,4,4,4,227348475,9,3,203041,3375640,2153935,33914,22733,2979356684,1696663,39094166,3279
45058.03,16,262144,64,187609,12361307918,16,27957740,145,2,603,2159172,11,49174,21,31,132220626,1208,1,20,27972,4995,4,183,603,111928,307726544,51788926,15209,3677555121,603,571,2,1,4,4,308,1,3662829086,3616932218,134263016,280582955,280599339,2,1,12345650020,73389,73389,4,4,4,280582955,9,3,221518,4183173,2382074,42955,27952,3662829086,2116217,49408386,3279
50063.53,16,262144,64,217839,14353344730,16,27957740,150,2,603,2513688,11,57713,21,31,133016982,1208,1,20,32412,5287,4,183,603,129688,315683024,61994745,16188,4261811509,603,571,2,1,4,4,308,1,4244788766,4199295181,154469918,325869924,325869924,2,1,14337555760,73389,73389,4,4,4,325853540,9,3,235715,4856880,2530212,49912,32392,4244788766,2463776,59466449,3279
55069.68,16,262144,64,250687,16517751146,16,27957740,155,2,603,2894356,11,66947,21,31,133813338,1208,1,20,37240,5673,4,183,603,149004,341165592,72073893,17084,4897151174,603,571,2,1,4,4,308,1,4877604382,4831970025,182448204,375049808,375066192,2,1,16502191552,73389,73389,4,4,4,375049808,9,3,253222,5582054,2713770,57564,37220,4877604382,2836792,69361580,3279
60076.61,16,262144,64,285306,18798752722,16,27957740,161,2,603,3302683,11,76664,21,31,134609694,1208,1,20,42325,6168,4,183,603,169352,384461960,82708653,19353,5566371518,603,571,2,1,4,4,308,1,5544105502,5498802609,209411959,426904158,426904158,2,1,18783782952,73389,73389,4,4,4,426904158,9,3,275772,6365001,2931253,66386,42305,5544105502,3236297,79778046,3279
65083.78,16,262144,64,319684,21064184170,16,27957740,167,2,603,3686261,11,86369,21,31,135671502,1208,1,20,47377,6790,4,183,603,189568,427968792,91611474,21305,6231200888,603,571,2,1,4,4,308,1,6206204500,6161045953,226767173,478379517,478395901,2,1,21048698748,73389,73389,4,4,4,478379517,9,3,287430,7111809,3098129,73429,47357,6206204500,3612832,88514671,3279
70091.10,16,262144,64,356543,23492336056,16,27957740,174,2,603,4069197,11,96803,21,31,136733310,1208,1,20,52788,7169,4,183,603,211224,489215256,100594149,23036,6942827092,603,571,2,1,4,4,308,1,6914909996,6870778556,250720980,533577918,533577918,2,1,23477428392,73389,73389,4,4,4,533577918,9,3,299115,7864650,3252376,80324,52768,6914909996,3988873,97343720,3279
75099.52,16,262144,64,392125,25836979704,16,27957740,180,2,603,4476575,11,106827,21,31,137529666,1208,1,20,58016,8589,4,183,603,232136,498584216,109922770,31394,7630887524,603,571,2,1,4,4,308,1,7600154412,7556184502,271140606,586861550,586861550,2,1,25821908200,73389,73389,4,4,4,586861550,9,3,309768,8659302,3418989,87386,57996,7600154412,4389189,106505907,3279
