timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.46,5,0,0,3790,249708700,2,116,0,117,61853,11,354,7,5,26229132,236,1,6,638,261,4,41,117,2562,17961728,627556,73,82807311,117,85,2,1,4,4,329,1,82485660,73622468,799410,5600725,5617109,2,1,246431900,73389,73389,4,4,4,5600725,6,3,69992,106687,400573,853,632,82485660,61000,227099,490
10018.10,23,262144,64,45562,3002192068,15,120,0,603,517246,11,9029,20,41,128516364,1208,1,19,7105,1669,4,144,603,28432,132140352,9699240,1395,932179078,603,664,2,1,4,4,329,1,928473100,881069688,19204279,67886477,67886477,2,1,2986284092,73389,73389,4,4,4,67870093,6,3,192334,1027461,1474692,10411,7086,928473100,506835,8225567,3513
15023.41,23,262144,64,78070,5144050792,15,126,0,603,877492,11,18281,20,41,129300654,1208,1,19,11883,3351,4,144,603,47552,174740648,18393452,5410,1561013781,603,664,2,1,4,4,329,1,1554735116,1507239901,38462138,116560616,116577000,2,1,5128667104,73389,73389,4,4,4,116560616,6,3,196530,1745501,1614920,17225,11864,1554735116,860267,16780421,3513
20029.17,23,262144,64,112392,7405853628,15,132,0,603,1235776,11,27914,20,41,130362462,1208,1,19,16924,3604,4,144,603,67728,234747872,28754210,6078,2224428186,603,664,2,1,4,4,329,1,2215469068,2168435569,69634423,167970439,167970439,2,1,7389978420,73389,73389,4,4,4,167954055,6,3,212193,2457873,1811683,23950,16905,2215469068,1211826,26945011,3513
25034.41,23,262144,64,146062,9624396088,15,137,0,603,1584521,11,37373,20,41,131158818,1208,1,19,21870,3924,4,144,603,87520,278136848,38328800,7943,2875363804,603,664,2,1,4,4,329,1,2863751180,2816951273,90385277,218385156,218401540,2,1,9608946864,73389,73389,4,4,4,218385156,6,3,224546,3161826,1982576,30646,21851,2863751180,1553875,36349303,3513
30039.97,23,262144,64,179854,11850421718,15,143,1,603,1955223,11,46916,20,41,131955174,1208,1,19,26832,4261,4,144,603,107372,304235416,47949418,9472,3527788340,603,664,2,1,4,4,329,1,3513538078,3467593119,110575249,268988289,268988289,2,1,11835484716,73389,73389,4,4,4,268988289,6,3,236815,3886069,2137190,37128,26813,3513538078,1918095,45815880,3513
35045.80,23,262144,64,213372,14058737254,15,149,1,603,2305414,11,56387,20,41,132751530,1208,1,19,31756,4797,4,144,603,127068,313059224,56655935,9842,4175846336,603,664,2,1,4,4,329,1,4158936606,4113180195,125620810,319175789,319175789,2,1,14043734716,73389,73389,4,4,4,319175789,6,3,237951,4588574,2248180,44411,31737,4158936606,2261003,54411449,3513
40050.92,23,262144,64,246145,16218493922,15,155,1,603,2627350,11,65654,20,41,133813338,1208,1,19,36573,5320,4,144,603,146336,321691288,65600150,10239,4809822092,603,664,2,1,4,4,329,1,4790310430,4744473870,141452739,368263402,368263402,2,1,16203589688,73389,73389,4,4,4,368263402,6,3,242187,5250946,2373243,51571,36554,4790310430,2575779,63230880,3513
45057.57,23,262144,64,284747,18761852646,15,161,1,603,3044797,11,76511,20,41,134609694,1208,1,19,42243,5844,4,144,603,169036,416735736,74495786,10992,5556067122,603,664,2,1,4,4,329,1,5533488670,5488058347,171934659,426062541,426062541,2,1,18746751804,73389,73389,4,4,4,426062541,6,3,249865,6070300,2515114,58683,42224,5533488670,2986114,71985466,3513
50064.30,23,262144,64,322433,21244945690,15,168,1,603,3472893,11,87172,20,41,135936954,1208,1,19,47778,6539,4,144,603,191196,511618792,83380499,11903,6283945519,603,664,2,1,4,4,329,1,6258370348,6213845225,190348180,482499649,482516033,2,1,21229984556,73389,73389,4,4,4,482499649,6,3,255306,6892308,2674200,65684,47759,6258370348,3407209,80712174,3513
55071.79,23,262144,64,357060,23526483620,15,174,1,603,3834147,11,96944,20,41,136733310,1208,1,19,52863,7028,4,144,603,211540,537619904,92356265,12548,6953195702,603,664,2,1,4,4,329,1,6924871468,6880782802,213794176,534337615,534353999,2,1,23510855060,73389,73389,4,4,4,534337615,6,3,261190,7606082,2839444,73099,52844,6924871468,3761048,89523342,3513
60078.87,23,262144,64,395060,26030365540,15,180,1,603,4234153,11,107636,20,41,137770986,1208,1,19,58446,7477,4,144,603,233892,632956160,101503260,14832,7687980853,603,664,2,1,4,4,329,1,7656646444,7612683329,285884859,591260210,591260210,2,1,26014728344,73389,73389,4,4,4,591243826,6,3,276053,8394478,3006780,80374,58427,7656646444,4153779,98503805,3513
