timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.26,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
10017.73,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
15024.03,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
20031.05,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
25036.20,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
30043.65,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
35051.62,0,0,0,0,0,0,116,0,0,0,18,0,5,0,2097278,2,1,4,4,0,4,18,0,30,16812224,0,0,1810,0,0,2,1,4,4,451,1,0,0,106,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
40059.43,22,262144,64,21041,1386423896,14,116,0,603,317703,18,2161,19,17,127985460,1208,1,18,3502,2155,4,141,603,14016,108177496,2823178,1767,458142760,603,786,2,1,4,4,451,1,456392916,408698638,3804220,31151068,31167452,2,1,1370646992,73389,73389,4,4,4,31151068,11,3,102920,598348,964355,4897,3484,456392916,312806,1857647,3060
45067.50,22,262144,64,42524,2802031892,14,120,1,603,596366,18,8255,19,17,128516364,1208,1,18,6657,3237,4,141,603,26636,113832024,11897909,4550,873331015,603,786,2,1,4,4,451,1,869883916,822550709,28562347,63323977,63340361,2,1,2786254988,73389,73389,4,4,4,63323977,11,3,143377,1190918,1244864,17021,6639,869883916,579345,10652825,3060
50075.39,22,262144,64,70170,4623661872,14,125,1,603,976784,18,16020,19,17,129300654,1208,1,18,10720,5034,4,141,603,42892,138144128,21134644,8651,1408057001,603,786,2,1,4,4,451,1,1402429452,1355104535,50838051,104728382,104744766,2,1,4608048808,73389,73389,4,4,4,104728382,11,3,160940,1960697,1458926,27200,10702,1402429452,949584,19675820,3060
55083.08,22,262144,64,95463,6290289288,14,129,1,603,1284070,18,23182,19,17,129831558,1208,1,18,14435,6864,4,141,603,57760,179034808,30384529,15757,1896947682,603,786,2,1,4,4,451,1,1889361932,1842343795,79240236,142616704,142616704,2,1,6274414080,73389,73389,4,4,4,142600320,11,3,187213,2612784,1697273,38597,14417,1889361932,1245473,28687073,3060
60091.60,22,262144,64,122363,8062498508,14,133,1,603,1640238,18,30746,19,17,130362462,1208,1,18,18387,8694,4,141,603,73572,203210112,39055176,21621,2417044973,603,786,2,1,4,4,451,1,2407358476,2360349992,100427125,182894931,182911315,2,1,8047376964,73389,73389,4,4,4,182894931,11,3,207839,3329409,1910875,47143,18369,2407358476,1593095,37144946,3060
65099.11,22,262144,64,152551,10051794874,14,138,1,603,2018448,18,39197,19,17,131158818,1208,1,18,22823,10820,4,141,603,91316,228060112,50401129,23586,3000688781,603,786,2,1,4,4,451,1,2988662796,2941909386,151431920,228091788,228108172,2,1,10036038672,73389,73389,4,4,4,228091788,11,3,244159,4083952,2165552,53817,22805,2988662796,1964631,48235795,3060
70107.15,22,262144,64,182909,12051696006,14,144,1,603,2411458,18,47804,19,17,132220626,1208,1,18,27281,12979,4,141,603,109160,270372832,60068895,26568,3586923613,603,786,2,1,4,4,451,1,3572520478,3526457414,172845178,273558981,273558981,2,1,12035874268,73389,73389,4,4,4,273542597,11,3,267173,4864946,2401278,61199,27263,3572520478,2350259,57667855,3060
75115.33,22,262144,64,209112,13778226634,14,148,1,603,2722900,18,55213,19,17,132751530,1208,1,18,31130,14087,4,141,603,124560,294492440,68997884,31243,4093462107,603,786,2,1,4,4,451,1,4077016606,4031178708,199108502,312796824,312796824,2,1,13762339360,73389,73389,4,4,4,312780440,11,3,291227,5519369,2646851,72194,31112,4077016606,2650706,66351958,3060
80122.46,22,262144,64,235568,15521603322,14,153,2,603,3063111,18,62680,19,17,133547886,1208,1,18,35015,15901,4,141,603,140104,318298960,78898725,36121,4604772107,603,786,2,1,4,4,451,1,4586231326,4540746469,227064566,352425724,352425724,2,1,15506010960,73389,73389,4,4,4,352409340,11,3,313023,6202259,2851094,80838,34997,4586231326,2982273,76048860,3060
85128.82,22,262144,64,264253,17411602724,14,158,3,603,3428577,18,70779,19,17,134344242,1208,1,18,39231,17977,4,141,603,156976,359806032,88173374,38212,5159650798,603,786,2,1,4,4,451,1,5138830878,5093286295,249604364,395376258,395376258,2,1,17395834456,73389,73389,4,4,4,395359874,11,3,328132,6931632,3054036,89893,39213,5138830878,3338684,85121290,3060
90136.46,22,262144,64,291694,19219785758,14,162,3,603,3772174,18,78515,19,17,134875146,1208,1,18,43263,19937,4,141,603,173104,367032336,97587836,42766,5690263291,603,786,2,1,4,4,451,1,5667313182,5621856173,278044548,436461175,436477559,2,1,19204291700,73389,73389,4,4,4,436461175,11,3,353958,7636039,3363918,98899,43245,5667313182,3673275,94224226,3060
95144.10,22,262144,64,321783,21202081838,14,168,3,603,4187538,18,86993,19,17,135936954,1208,1,18,47681,21812,4,141,603,190788,426607928,108338906,50317,6271079012,603,786,2,1,4,4,451,1,6245787436,6201294352,302146601,481526960,481526960,2,1,21187186240,73389,73389,4,4,4,481526960,11,3,375397,8454754,3621700,108097,47663,6245787436,4079441,104716931,3060
100150.29,22,262144,64,347291,22882799494,14,172,3,603,4523158,18,94177,19,17,136467858,1208,1,18,51428,23617,4,141,603,205776,450161656,116324182,55994,6764073639,603,786,2,1,4,4,451,1,6736783148,6692625388,322348461,519710194,519726578,2,1,22867248536,73389,73389,4,4,4,519710194,11,3,386924,9137253,3809169,117337,51410,6736783148,4405821,112515099,3060
105157.75,22,262144,64,375356,24732166576,14,177,4,603,4898971,18,102140,19,17,137264214,1208,1,18,55550,26350,4,141,603,222272,474791600,127602469,62792,7306685350,603,786,2,1,4,4,451,1,7277193004,7233195453,355963429,561743224,561759608,2,1,24716701856,73389,73389,4,4,4,561743224,11,3,412221,9897400,4089054,125841,55532,7277193004,4773130,123513953,3060
