timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.22,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10018.25,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
15024.97,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
20031.19,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
25037.72,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
30045.32,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
35052.51,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
40060.27,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
45064.63,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
50071.10,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
55076.86,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
60082.98,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
65090.29,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
70098.24,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
75105.01,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
80111.66,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
85116.41,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
90122.66,0,0,0,0,0,0,81,0,0,0,11,0,5,0,2097278,2,1,0,435,0,8,0,4,4,0,4,14,0,30,16839168,0,0,1814,0,0,3,1,4,4,915,3,0,0,96,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
95153.57,49,212992,52,4182,276629544,8,92,1,477,108597,11,1629,13,63,83155188,955,1,4,435,5030549,8,19993264,12,1044,108645,4,39354,477,4478,1418030008,5375391,5405801,117875451,477,1196,3,1,4,4,915,3,117259099,89448174,11152645,5119112,5184648,3,1,266193856,73389,73389,4,4,4,5119116,9,3,77021,2296014,420033,3728,1033,117259099,104869,4956326,18514
100179.52,149,262144,64,19144,1262186566,8,172,2,576,449985,11,7510,13,63,104593768,1154,1,4,435,23663117,8,94652468,12,3628,416605,4,39354,576,15566,4933678040,24344086,25970422,432123376,576,1502,3,1,4,4,915,3,429786756,400386007,51711010,24049048,24114584,3,1,1250550528,73389,73389,4,4,4,24049052,9,3,117239,10299318,823217,56700,3617,429786756,393285,23521897,19809
105203.60,236,262144,64,33605,2214922118,12,261,8,576,769202,11,13189,17,63,108961660,1154,1,4,435,41738288,8,166759276,16,6122,1321328,4,42274,576,26850,11075308184,43138849,62667919,735053695,576,1502,3,1,4,4,915,3,731067816,700537966,108483984,42364584,42413736,3,1,2202958400,73389,73389,4,4,4,42364588,9,3,141699,21428686,1190105,76280,6108,731067816,692922,41950498,19809
