timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.02,3,262144,64,54584,3596643284,64,55,122,1,603,832001,15,11600,69,163,128769750,1208,1,68,8481,22591,4,1261,603,33842,170060480,16846117,1019115,1106924025,603,810,2,1,4,4,325,1,1102405644,1054867757,27403084,81401945,81401945,2,1,3580964684,73389,73389,4,4,4,81385561,11,3,414238,2138761,6228075,15508,8413,1102405644,816493,10616957,5540
10018.51,3,262144,64,91588,6034744576,64,55,128,2,603,1260864,15,22076,69,163,129566106,1208,1,68,13916,22740,4,1261,603,55582,179800000,25765142,1024624,1822175262,603,810,2,1,4,4,325,1,1814781964,1767583337,50160574,136796954,136813338,2,1,6019065976,73389,73389,4,4,4,136796954,11,3,431388,2939993,6393748,23547,13848,1814781964,1237317,19370496,5540
15025.04,3,262144,64,127884,8426446380,64,55,134,2,603,1663183,15,32249,69,163,130627914,1208,1,68,19246,23113,4,1261,603,76902,189351360,36546862,1026253,2523612692,603,810,2,1,4,4,325,1,2513395724,2466783321,72259648,191167963,191167963,2,1,8411390372,73389,73389,4,4,4,191167963,11,3,446722,3704214,6584920,31268,19178,2513395724,1631915,29961424,5540
20031.88,3,262144,64,163755,10790041998,64,55,140,2,603,2028653,15,42362,69,163,131424270,1208,1,68,24519,23525,4,1261,603,97994,198800576,46251161,1027032,3217605391,603,810,2,1,4,4,325,1,3204538380,3157683560,92403553,244885771,244885771,2,1,10774973924,73389,73389,4,4,4,244885771,11,3,452307,4425579,6746731,38224,24451,3204538380,1990429,39503763,5540
25037.80,3,262144,64,199390,13137634766,64,55,147,2,603,2402934,15,52466,69,163,132486078,1208,1,68,29751,23829,4,1261,603,118922,208176320,56040934,1027337,3905600353,603,810,2,1,4,4,325,1,3889714718,3843937446,113069305,298234939,298251323,2,1,13122337316,73389,73389,4,4,4,298234939,11,3,459332,5135494,6899043,45358,29683,3889714718,2357576,49141599,5540
30044.04,3,262144,64,235910,15544016634,64,55,153,2,603,2777504,15,62753,69,163,133547886,1208,1,68,35118,24060,4,1261,603,140390,217793984,65809511,1028823,4611959790,603,810,2,1,4,4,325,1,4593178142,4547332798,133595184,352933628,352933628,2,1,15528358736,73389,73389,4,4,4,352917244,11,3,467479,5850621,7055735,52597,35050,4593178142,2724907,58752468,5540
35049.40,3,262144,64,272656,17965209638,64,55,159,2,603,3180162,15,73106,69,163,134344242,1208,1,68,40515,24412,4,1261,603,161986,261511816,75750191,1029255,5322249319,603,810,2,1,4,4,325,1,5300573726,5255051240,153898070,407951805,407968189,2,1,17949879420,73389,73389,4,4,4,407951805,11,3,479507,6595819,7205757,59978,40447,5300573726,3120184,68543177,5540
40055.87,3,262144,64,306151,20172548750,64,55,165,2,603,3541825,15,82622,69,163,135406050,1208,1,68,45436,24788,4,1261,603,181670,270330248,85275100,1030104,5969882217,603,810,2,1,4,4,325,1,5945579038,5900370437,174051847,458126795,458126795,2,1,20156858084,73389,73389,4,4,4,458110411,11,3,493249,7278710,7381649,66931,45368,5945579038,3474894,77892497,5540
45062.14,3,262144,64,340580,22440332878,64,55,171,3,603,3916524,15,92285,69,163,136202406,1208,1,68,50491,25054,4,1261,603,201906,347403408,95327634,1030390,6634561582,603,810,2,1,4,4,325,1,6607546156,6563230868,195180992,509655624,509672008,2,1,22424847456,73389,73389,4,4,4,509655624,11,3,501892,7971275,7547534,74227,50423,6607546156,3842297,87779322,5540
50069.21,3,262144,64,375594,24747764144,64,55,177,3,603,4306508,15,102161,69,163,137264214,1208,1,68,55633,25805,4,1261,603,222486,408788640,104738861,1033015,7311273439,603,810,2,1,4,4,325,1,7281518380,7237824584,261286243,562103672,562103672,2,1,24732561568,73389,73389,4,4,4,562103672,11,3,520567,8714456,7750406,82108,55565,7281518380,4224400,96987609,5540
