timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.26,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10017.28,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15023.05,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20030.26,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25036.31,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30043.69,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35050.54,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40058.73,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
45065.30,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
50073.03,0,0,0,0,0,0,81,0,0,0,0,8,0,5,0,2097278,2,1,0,369,0,11,0,4,4,0,4,15,0,32,16840928,0,0,1835,0,0,0,3,1,4,4,825,3,0,0,94,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
