timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5017.45,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10024.29,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
15031.88,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
20038.99,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
25045.68,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
30052.43,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
35061.09,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
40067.67,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
45074.09,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
50081.83,0,0,0,0,0,0,81,0,0,0,19,0,5,0,2097278,2,1,0,454,0,7,0,4,4,0,4,16,0,30,16839168,0,0,1794,0,0,3,1,4,4,889,3,0,0,95,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
