timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.92,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
10021.83,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
15029.35,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
20038.91,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
25047.79,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
30058.54,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
35066.52,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
40072.94,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
45083.85,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
50091.71,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
55101.43,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
60108.44,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
65115.07,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
70120.74,0,0,0,0,0,0,81,0,0,0,13,0,5,55,2097278,2,1,0,555,0,13,0,4,4,0,4,76,0,30,16821952,0,0,1850,0,0,3,1,4,4,1180,3,0,0,102,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
