timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5015.43,0,0,0,0,0,0,0,116,0,0,0,10,0,5,0,2097278,2,1,4,4,0,4,17,0,32,16830496,0,0,1818,0,0,2,1,4,4,476,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10022.25,4,0,0,1661,109386200,1,0,116,0,54,27636,10,156,6,0,13034502,110,1,5,283,329,4,23,54,1152,34106776,344209,600,36362267,54,114,2,1,4,4,476,1,36217244,32211787,433118,2453282,2469666,2,1,107944408,73389,73389,4,4,4,2453282,9,3,20126,58181,133840,1097,278,36217244,26539,210419,584
15030.11,30,262144,64,30443,2006044244,9,0,118,0,603,464658,10,4850,14,10,128250912,1208,1,13,4879,3599,4,104,603,19544,145852584,6125555,8985,639996556,603,1067,2,1,4,4,476,1,637493260,589853224,9261740,45246009,45246009,2,1,1990103500,73389,73389,4,4,4,45229625,9,3,191436,931323,1288236,10599,4866,637493260,454059,4837600,4605
20038.87,30,262144,64,56900,3749221016,9,0,122,1,603,778513,10,12287,14,10,128769750,1208,1,13,8765,4706,4,104,603,35088,152818024,15096738,17724,1151426087,603,1067,2,1,4,4,476,1,1146839052,1099456532,34871322,84860684,84877068,2,1,3733870096,73389,73389,4,4,4,84860684,9,3,216743,1583546,1494027,20348,8752,1146839052,758165,13603273,4605
25045.09,30,262144,64,91156,6006167572,9,0,128,1,603,1152607,10,21959,14,10,129566106,1208,1,13,13797,5460,4,104,603,55224,195520048,24637168,18696,1813693684,603,1067,2,1,4,4,476,1,1806393356,1759250777,55471688,136151945,136168329,2,1,5990685580,73389,73389,4,4,4,136151945,9,3,241475,2313000,1693720,26502,13784,1806393356,1126105,22943782,4605
30051.54,30,262144,64,123421,8132366500,9,0,134,2,603,1504115,10,31034,14,10,130362462,1208,1,13,18537,6019,4,104,603,74184,204014128,34583590,22509,2437499759,603,1067,2,1,4,4,476,1,2427674636,2380736000,81468542,184479861,184496245,2,1,8117113884,73389,73389,4,4,4,184479861,9,3,267379,3010134,1862355,32586,18524,2427674636,1471529,32722493,4605
35057.84,30,262144,64,157241,10361016878,9,0,139,2,603,1861132,10,40583,14,10,131424270,1208,1,13,23507,7183,4,104,603,94080,281582904,43432017,23763,3091625252,603,1067,2,1,4,4,476,1,3079102476,3032302240,101410989,235129987,235129987,2,1,10345719428,73389,73389,4,4,4,235129987,9,3,280414,3717666,2013371,39097,23494,3079102476,1822035,41420054,4605
40063.17,30,262144,64,188128,12395586554,9,0,145,2,603,2221005,10,49337,14,10,132220626,1208,1,13,28041,8061,4,104,603,112224,323561372,52078179,24622,3687725272,603,1067,2,1,4,4,476,1,3672790558,3626977603,131184567,281375420,281375420,2,1,12380518480,73389,73389,4,4,4,281375420,9,3,298557,4391940,2186966,45490,28028,3672790558,2175515,49892386,4605
45070.27,30,262144,64,222628,14669054798,9,0,151,2,603,2629195,10,59021,14,10,133282434,1208,1,13,33111,8791,4,104,603,132512,367052372,61782422,26468,4354994045,603,1067,2,1,4,4,476,1,4337325598,4291528821,157728797,333047387,333047387,2,1,14654085028,73389,73389,4,4,4,333047387,9,3,318806,5165638,2364570,51881,33098,4337325598,2577314,59418611,4605
50077.95,30,262144,64,255806,16854822642,9,0,156,2,603,2981099,10,68399,14,10,133813338,1208,1,13,37982,9589,4,104,603,152000,393036548,69968913,27686,4996058921,603,1067,2,1,4,4,476,1,4975777310,4930467157,176556002,382729142,382729142,2,1,16839361352,73389,73389,4,4,4,382712758,9,3,331256,5864781,2526699,58254,37969,4975777310,2922845,67442821,4605
55085.41,30,262144,64,286737,18893065642,9,0,161,2,603,3327271,10,77108,14,10,134609694,1208,1,13,42531,10423,4,104,603,170196,401188356,79261306,29249,5594721112,603,1067,2,1,4,4,476,1,5572023838,5526381247,208032567,429046144,429046144,2,1,18877309440,73389,73389,4,4,4,429029760,9,3,358053,6540956,2696381,64811,42518,5572023838,3262460,76566754,4605
60091.92,30,262144,64,318025,20954849786,9,0,167,3,603,3715516,10,85916,14,10,135671502,1208,1,13,47126,11444,4,104,603,188584,443719108,89799007,30950,6199424451,603,1067,2,1,4,4,476,1,6174299678,6129042260,239059900,475887434,475909851,2,1,20939047096,73389,73389,4,4,4,475887434,9,3,391477,7279447,2953219,72739,47113,6174299678,3642777,86848041,4605
65098.96,30,262144,64,348833,22984386910,9,0,172,3,603,4089984,10,94643,14,10,136467858,1208,1,13,51648,12382,4,104,603,206676,468634820,99088122,32488,6793928519,603,1067,2,1,4,4,476,1,6766405420,6722324780,257546610,522032404,522032404,2,1,22968704880,73389,73389,4,4,4,522016020,9,3,409293,8002930,3107478,79521,51635,6766405420,4010463,95982450,4605
70105.03,30,262144,64,377853,24896606324,9,0,177,3,603,4444432,10,102785,14,10,137264214,1208,1,13,55910,12996,4,104,603,223728,493569540,109159747,33976,7354809768,603,1067,2,1,4,4,476,1,7325034284,7281279503,290088537,565480491,565496875,2,1,24881141604,73389,73389,4,4,4,565480491,9,3,444388,8694409,3288135,86064,55897,7325034284,4358368,105872906,4605
75129.82,30,262144,64,395662,26070083664,23,71724213,180,4,603,4687481,10,107855,28,58,137770986,1208,1,27,58541,105308,4,589,603,234224,498315588,114713329,3065093,7699257360,603,1067,2,1,4,4,476,1,7668049708,7624317417,364356662,592150979,592167363,2,1,26054643076,73389,73389,4,4,4,592150979,9,3,459061,10732727,3422423,91415,58514,7668049708,4596066,111292769,4605
