timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.00,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
10019.13,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
15026.29,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
20033.38,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
25040.31,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
30046.58,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
35053.08,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
40059.36,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
45064.45,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
50070.40,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
55078.32,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
60083.97,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
65090.38,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
70096.91,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
75103.62,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
80111.86,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
85120.14,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
90127.93,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
95137.35,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
100143.99,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
105150.05,0,0,0,0,0,0,81,0,0,0,6,0,5,0,2097278,2,1,0,438,0,11,0,4,4,0,4,12,0,28,19204382,0,0,1832,0,0,3,1,4,4,939,3,0,0,64,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
