timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5014.43,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,15,0,32,19199294,0,0,1833,0,0,2,1,4,4,336,1,0,0,87,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10020.53,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,15,0,32,19199294,0,0,1833,0,0,2,1,4,4,336,1,0,0,87,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
15029.13,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,15,0,32,19199294,0,0,1833,0,0,2,1,4,4,336,1,0,0,87,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
20035.91,25,262144,64,23167,1526284336,16,117,1,603,341998,13,2771,21,177,127985460,1208,1,20,3815,1817,4,264,603,15274,163039878,3614972,3784,498892645,603,611,2,1,4,4,336,1,496984076,449567732,5872188,34333438,34349822,2,1,1510671272,73389,73389,4,4,4,34333438,9,3,293274,658810,1479561,6386,3795,496984076,335612,2134487,3223
25043.86,25,262144,64,51779,3411752996,16,122,1,603,697167,13,10783,21,177,128516364,1208,1,20,8020,4088,4,264,603,32114,238358534,12882523,6942,1052445931,603,611,2,1,4,4,336,1,1048272908,1000836742,29360300,77199893,77199893,2,1,3396795292,73389,73389,4,4,4,77199893,9,3,319686,1398191,1695431,15423,8000,1048272908,681744,11186652,3223
30051.07,25,262144,64,79658,5248652864,16,126,1,603,1061722,13,18661,21,177,129300654,1208,1,20,12116,5762,4,264,603,48494,245696966,23152350,9129,1591332950,603,611,2,1,4,4,336,1,1585012748,1537868956,56230691,118931978,118948362,2,1,5233007032,73389,73389,4,4,4,118931978,9,3,344828,2138646,1937192,22638,12096,1585012748,1039084,21215661,3223
35058.43,25,262144,64,109881,7240230924,16,131,1,603,1438782,13,27224,21,177,130097010,1208,1,20,16553,7748,4,264,603,66262,321637710,32214123,12789,2175386000,603,611,2,1,4,4,336,1,2166710284,2119959110,88476924,164210755,164210755,2,1,7224552324,73389,73389,4,4,4,164194371,9,3,361592,2903755,2143447,30104,16533,2166710284,1408678,30071757,3223
40066.93,25,262144,64,139903,9218370796,16,136,2,603,1813044,13,35691,21,177,130893366,1208,1,20,20966,9524,4,264,603,83918,346534614,42233870,17819,2756149984,603,611,2,1,4,4,336,1,2745131020,2698301817,114749643,209164011,209180395,2,1,9203216484,73389,73389,4,4,4,209164011,9,3,382290,3667862,2387669,37391,20946,2745131020,1775653,39847418,3223
45073.40,25,262144,64,168955,11132687362,16,141,2,603,2160637,13,43835,21,177,131689722,1208,1,20,25233,11327,4,264,603,100994,389027982,52299147,23681,3317723664,603,611,2,1,4,4,336,1,3304415244,3257820382,136302414,252661250,252677634,2,1,11117095000,73389,73389,4,4,4,252661250,9,3,398646,4396685,2587153,47772,25213,3304415244,2112865,49713581,3223
50079.76,25,262144,64,196838,12969590538,16,146,4,603,2530986,13,51763,21,177,132486078,1208,1,20,29329,12787,4,264,603,117378,396368206,61315939,29123,3856220514,603,611,2,1,4,4,336,1,3840693790,3794748890,184250903,294423944,294423944,2,1,12953932640,73389,73389,4,4,4,294407560,9,3,426385,5132873,2816605,57473,29309,3840693790,2473513,58502653,3223
