timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.08,0,0,0,0,0,0,116,0,0,0,10,0,5,2,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1786,0,0,2,1,4,4,375,1,0,0,95,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10015.63,0,0,0,0,0,0,116,0,0,0,10,0,5,2,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1786,0,0,2,1,4,4,375,1,0,0,95,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
15022.56,0,0,0,0,0,0,116,0,0,0,10,0,5,2,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1786,0,0,2,1,4,4,375,1,0,0,95,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
20029.37,0,0,0,0,0,0,116,0,0,0,10,0,5,2,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1786,0,0,2,1,4,4,375,1,0,0,95,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
25037.93,11,0,0,6025,396748762,1,116,0,189,88921,10,563,6,2,40965690,380,1,5,1013,1164,4,32,189,4076,35417880,931846,1972,132408812,189,260,2,1,4,4,375,1,132030876,116966036,1219578,8905975,8922359,2,1,391862900,73389,73389,4,4,4,8905975,9,3,51760,175418,516281,1583,1009,132030876,87338,415499,1411
30043.52,43,262144,64,35374,2330794972,18,119,0,603,477035,10,6197,23,23,128250912,1208,1,22,5609,3215,4,131,603,22478,286886760,7814328,5439,734905079,603,1169,2,1,4,4,375,1,731996172,684735279,14342130,52630431,52630431,2,1,2315018068,73389,73389,4,4,4,52614047,9,3,175467,958592,1399615,11539,5587,731996172,465496,6414985,4930
35048.59,43,262144,64,60170,3964850996,18,123,0,603,792136,10,13235,23,23,129035202,1208,1,22,9257,4903,4,131,603,37074,310750072,16433486,10579,1215021269,603,1169,2,1,4,4,375,1,1210146828,1162538196,38178423,89765089,89781473,2,1,3949663916,73389,73389,4,4,4,89765089,9,3,190477,1626049,1604041,22253,9235,1210146828,769883,14829878,4930
40055.36,43,262144,64,87729,5780513892,18,128,0,603,1137945,10,20983,23,23,129566106,1208,1,22,13304,6987,4,131,603,53262,318002296,25946897,12884,1747643608,603,1169,2,1,4,4,375,1,1740595212,1693309216,60854941,131032389,131032389,2,1,5764704220,73389,73389,4,4,4,131016005,9,3,215316,2330936,1826017,28886,13282,1740595212,1109059,24120676,4930
45063.08,43,262144,64,117294,7728703812,18,132,0,603,1530477,10,29304,23,23,130362462,1208,1,22,17647,8805,4,131,603,70638,342587568,36017607,16053,2319187728,603,1169,2,1,4,4,375,1,2309840908,2262809926,97894682,175297517,175313901,2,1,7713090748,73389,73389,4,4,4,175297517,9,3,247121,3108550,2119224,37063,17625,2309840908,1493414,33898187,4930
50068.35,43,262144,64,147264,9703447878,18,138,0,603,1922706,10,37754,23,23,131158818,1208,1,22,22050,10529,4,131,603,88254,367707912,46154893,23472,2898667135,603,1169,2,1,4,4,375,1,2886950924,2840135099,137879016,220185237,220185237,2,1,9687429532,73389,73389,4,4,4,220168853,9,3,275161,3891095,2368094,44854,22028,2886950924,1877852,43786716,4930
