timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5014.45,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10019.48,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15027.22,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20035.97,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25040.48,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30046.99,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35052.62,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40059.09,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
45067.22,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
50075.65,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
55081.20,0,0,0,0,0,0,81,0,0,0,8,0,5,0,2097278,2,1,0,511,0,13,0,4,4,0,4,33,0,32,16840928,0,0,1794,0,0,3,1,4,4,1110,3,0,0,108,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
