timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.85,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10016.61,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15022.05,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20031.50,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25037.26,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30042.14,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35048.01,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40053.85,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
45060.31,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
50066.44,0,0,0,0,0,0,81,0,0,0,9,0,5,0,2097278,2,1,0,412,0,9,0,4,4,0,4,12,0,30,16839104,0,0,1801,0,0,3,1,4,4,836,3,0,0,85,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
