timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.76,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10017.59,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15026.16,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20031.86,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25038.35,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30046.35,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35052.15,0,0,0,0,0,0,116,0,0,0,13,0,5,0,2097278,2,1,4,4,0,4,14,0,30,16812032,0,0,1794,0,0,2,1,4,4,412,1,0,0,100,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40059.67,11,0,0,6025,396748762,1,116,0,189,91399,13,563,6,0,40965690,380,1,5,1013,943,4,25,189,4070,35396952,1190837,2325,132419176,189,557,2,1,4,4,412,1,131899804,116966036,1486637,8905975,8922359,2,1,391862900,73389,73389,4,4,4,8905975,10,3,96618,179073,667786,1951,1008,131899804,89448,523509,5466
45066.87,29,262144,64,36351,2395089096,15,119,0,603,522576,13,6480,20,15,128250912,1208,1,19,5751,3137,4,134,603,23010,112061968,8220250,4656,753954345,603,1284,2,1,4,4,412,1,751001612,703555221,15980269,54078256,54094640,2,1,2379443264,73389,73389,4,4,4,54078256,10,3,307117,1015447,1830400,10838,5732,751001612,511738,6390114,8235
50074.71,29,262144,64,65927,4343999912,15,124,0,603,920422,13,14858,20,15,129035202,1208,1,19,10099,4964,4,134,603,40410,153614200,18026123,8760,1326166254,603,1284,2,1,4,4,412,1,1320902668,1273418952,39736526,98384344,98384344,2,1,4328911136,73389,73389,4,4,4,98384344,10,3,319088,1822404,2049934,18811,10080,1320902668,901611,15975435,8235
55082.12,29,262144,64,95046,6262695324,15,129,0,603,1274248,13,23053,20,15,129831558,1208,1,19,14376,6539,4,134,603,57518,161278584,28166387,12952,1888987180,603,1284,2,1,4,4,412,1,1881497612,1834289841,73435757,141988079,142004463,2,1,6247475476,73389,73389,4,4,4,141988079,10,3,343206,2554689,2283787,25936,14357,1881497612,1248312,25881844,8235
