timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.22,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10015.92,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15021.99,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20027.99,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25033.85,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30039.59,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35047.88,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40054.17,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
45060.43,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
50066.87,0,0,0,0,0,0,81,0,0,0,17,0,5,0,2097278,2,1,0,502,0,11,0,4,4,0,4,14,0,32,16823904,0,0,1823,0,0,3,1,4,4,1108,3,0,0,122,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
