timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.65,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,16,0,30,16828672,0,0,1777,0,0,2,1,4,4,329,1,0,0,61,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
10019.39,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,16,0,30,16828672,0,0,1777,0,0,2,1,4,4,329,1,0,0,61,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
15026.51,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,16,0,30,16828672,0,0,1777,0,0,2,1,4,4,329,1,0,0,61,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
20033.33,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,16,0,30,16828672,0,0,1777,0,0,2,1,4,4,329,1,0,0,61,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
25040.45,6,0,0,5938,391047130,1,116,0,180,84213,4,554,6,0,39194508,362,1,5,994,784,4,27,180,3994,35379352,924115,1227,129909801,180,246,2,1,4,4,329,1,129409436,115275978,1199792,8791287,8791287,2,1,386095732,73389,73389,4,4,4,8774903,9,3,42568,167085,470892,1662,989,129409436,82551,453459,1082
30046.88,24,262144,64,37464,2468296116,19,119,0,603,521862,4,6770,24,23,128250912,1208,1,23,5918,2811,4,156,603,23678,147058352,8222754,3690,775427061,603,892,2,1,4,4,329,1,772366348,724974157,15625748,55755457,55771841,2,1,2453240108,73389,73389,4,4,4,55755457,9,3,256544,1023215,1579321,9948,5895,772366348,511914,6643318,3686
35053.51,24,262144,64,66048,4351929768,19,124,0,603,902871,4,14837,24,23,129035202,1208,1,23,10120,4473,4,156,603,40494,189028376,17362207,5784,1328448142,603,892,2,1,4,4,329,1,1323130892,1275720297,38366002,98564568,98564568,2,1,4336840992,73389,73389,4,4,4,98564568,9,3,280116,1799717,1834141,17697,10097,1323130892,885174,15528783,3686
40060.46,24,262144,64,97484,6423268448,19,129,2,603,1299229,4,23684,24,23,129831558,1208,1,23,14736,7058,4,156,603,58970,248269264,27113831,8683,1935984637,603,892,2,1,4,4,329,1,1928159244,1881224799,62502558,145627042,145643426,2,1,6407589848,73389,73389,4,4,4,145627042,9,3,306856,2599741,2061087,24952,14713,1928159244,1274277,25054354,3686
45066.55,24,262144,64,126426,8330363988,19,134,2,603,1663912,4,31853,24,23,130627914,1208,1,23,18987,8683,4,156,603,75970,255885456,36266514,10064,2495338455,603,892,2,1,4,4,329,1,2485215244,2438650972,91389001,188976825,188993209,2,1,8314980300,73389,73389,4,4,4,188976825,9,3,331620,3334680,2251721,32237,18964,2485215244,1631675,34016990,3686
50071.93,24,262144,64,155600,10252941398,19,139,3,603,2044631,4,40082,24,23,131424270,1208,1,23,23275,11341,4,156,603,93138,315087464,46017036,15014,3059800643,603,892,2,1,4,4,329,1,3047383052,3000666576,117498303,232676705,232676705,2,1,10237054124,73389,73389,4,4,4,232660321,9,3,358891,4103110,2543537,40403,23252,3047383052,2004228,43476618,3686
