event,value,description
RecomputeWeight,7015,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,25948663,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1800,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1804,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1804,"Same as Query, but only for SELECT queries."
InitialQuery,1804,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,4504,Count queries with all subqueries
SelectQueriesWithSubqueries,4504,Count SELECT queries with all subqueries
QueryTimeMicroseconds,240254469916,Total time of all queries.
SelectQueryTimeMicroseconds,240254469916,Total time of SELECT queries.
FileOpen,3167,Number of files opened.
Seek,268188,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,2866308,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,15960569866791,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,15813988838216,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,787496818,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,51889758901848,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1072057,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,2852,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,4350776,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2168568,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,247017676952,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,115200,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,471859200,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,266667300,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,1074704,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,3593,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
