arrival_ms,start_ms,end_ms,latency_ms,qid
888.2026,888.2341,47727.0217,46838.7876,np_default_58
2394.6943,2394.7639,49768.3433,47373.5793,np_default_58
11030.6302,11030.6849,59295.4927,48264.8078,np_default_58
12904.6792,12904.7365,60287.8166,47383.0801,np_default_58
27217.0881,27217.1587,42571.5552,15354.3966,p_default_140
29494.7308,29494.7863,44882.0360,15387.2497,p_default_140
51095.8142,51095.8709,126317.1193,75221.2485,np_default_58
51736.0789,51736.1400,127192.5910,75456.4510,np_default_58
60488.1034,60488.1358,79649.2890,19161.1533,p_default_140
63657.6461,63657.6981,91247.3825,27589.6844,p_default_140
64412.9117,64412.9690,141688.8302,77275.8612,np_default_58
68776.8298,68776.8812,97168.8494,28391.9682,p_default_140
71077.6762,71077.7314,163651.4786,92573.7472,np_default_58
71810.6826,71810.7401,98059.0277,26248.2876,p_default_140
102612.7025,102612.7709,206067.9184,103455.1475,np_default_58
105481.2250,105481.2902,214624.9047,109143.6145,np_default_58
107347.7044,107347.7529,116924.6510,9576.8981,p_default_140
112266.1764,112266.2272,234475.9845,122209.7573,np_default_58
118970.9139,118970.9821,260271.4243,141300.4423,np_default_58
123612.2444,123612.3119,279292.1838,155679.8719,np_default_58
123635.5181,123635.5396,276655.1117,153019.5721,np_default_58
133092.7467,133092.8145,331351.4787,198258.6642,np_default_58
134606.8471,134606.8945,332524.2643,197917.3698,np_default_58
136397.1167,136397.1644,167718.3970,31321.2326,p_default_140
137504.1214,137504.1735,169525.2457,32021.0722,p_default_140
137901.6836,137901.7359,170214.3060,32312.5701,p_default_140
149627.0471,149627.1036,348931.0255,199303.9219,np_default_58
150822.7989,150822.8520,344831.0900,194008.2380,np_default_58
157080.3068,157080.3637,351158.7694,194078.4057,np_default_58
163749.7394,163749.7905,185458.9281,21709.1376,p_default_140
166891.4719,166891.5248,353070.6349,186179.1101,np_default_58
172008.2781,172008.3300,192582.7384,20574.4084,p_default_140
185871.5415,185871.5945,199759.8368,13888.2423,p_default_140
202643.8958,202643.9523,212749.3352,10105.3829,p_default_140
205800.6083,205800.6592,380349.2913,174548.6321,np_default_58
207404.4080,207404.4603,381273.7223,173869.2620,np_default_58
209936.4587,209936.5113,381115.8391,171179.3279,np_default_58
215584.0990,215584.1484,240069.7054,24485.5570,p_default_140
219022.9258,219022.9776,251485.9347,32462.9571,p_default_140
225156.6202,225156.6847,257055.3164,31898.6317,p_default_140
235691.4229,235691.4867,386670.5154,150979.0288,np_default_58
236045.3969,236045.4807,387092.7358,151047.2552,np_default_58
240164.0249,240164.0790,261919.0198,21754.9408,p_default_140
