at_ms,qid
493,np_greedy_60
1329,np_greedy_60
6123,np_greedy_60
6943,p_greedy_1200
7168,np_greedy_60
16255,p_greedy_1200
28385,np_greedy_60
28742,np_greedy_60
35785,np_greedy_60
39486,np_greedy_60
43141,p_greedy_1200
56323,p_greedy_1200
57005,np_greedy_60
58599,np_greedy_60
62369,np_greedy_60
66093,np_greedy_60
68671,np_greedy_60
68686,np_greedy_60
73940,np_greedy_60
74781,np_greedy_60
77491,p_greedy_1200
83125,np_greedy_60
83789,np_greedy_60
87263,np_greedy_60
92716,np_greedy_60
96138,p_greedy_1200
114331,np_greedy_60
115224,np_greedy_60
116279,p_greedy_1200
116630,np_greedy_60
130939,np_greedy_60
131135,np_greedy_60
153326,np_greedy_60
156762,p_greedy_1200
161136,np_greedy_60
163962,np_greedy_60
168968,p_greedy_1200
180638,np_greedy_60
189209,p_greedy_1200
194062,np_greedy_60
197812,p_greedy_1200
197919,np_greedy_60
198405,p_greedy_1200
212741,np_greedy_60
214865,np_greedy_60
223471,np_greedy_60
224129,p_greedy_1200
227800,p_greedy_1200
230335,np_greedy_60
