timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5275.81,29,262144,64,21915,1444233264,111,1,585,922744,10,2523,54,67,4,347411,124484256,1172,1,66,3667,4605785,2,409208,585,4943375,36018636,474135162,585,1456,2,1,2,2,848,1,471900572,425391824,50884583,32473854,32490238,2,1,1428849576,73389,73389,2,2,2,32473854,18,3,72465,34591330,821928,19637,3602,471900572,903107,4120183,18088
10312.13,29,262144,64,24524,1616278496,111,1,585,980574,10,3234,54,67,4,347411,124484256,1172,1,66,4051,5048927,2,409208,585,6222072,41166945,524719291,585,1456,2,1,2,2,848,1,522232220,475728285,78077640,36380994,36397378,2,1,1600763736,73389,73389,2,2,2,36380994,18,3,76865,38056943,904466,22427,3986,522232220,958147,5315712,18088
15338.59,29,262144,64,27290,1798347428,112,1,585,1043968,10,4044,54,67,4,347411,124484256,1172,1,66,4456,5408012,2,409208,585,7568285,46603151,577935099,585,1456,2,1,2,2,848,1,575185308,528931490,109232517,40519669,40536053,2,1,1782865436,73389,73389,2,2,2,40519669,18,3,81162,41434815,990537,25543,4391,575185308,1018425,6575278,18088
20427.44,29,262144,64,30007,1977205096,112,1,585,1107267,10,4783,54,67,4,347411,124484256,1172,1,66,4854,5842614,2,409208,585,8644134,50988638,630366212,585,1456,2,1,2,2,848,1,627351964,581229466,139988742,44584616,44601000,2,1,1961723104,73389,73389,2,2,2,44584616,18,3,83619,44726151,1077398,28641,4788,627351964,1078626,7564520,18088
25511.68,29,262144,64,33194,2187395588,113,1,585,1181627,10,5708,54,67,4,347411,124749708,1172,1,66,5324,6074823,2,409208,585,10351704,56335819,692281684,585,1456,2,1,2,2,848,1,688955804,642757271,193597760,49366141,49366141,2,1,2172110204,73389,73389,2,2,2,49366141,18,3,89066,47409621,1173152,31727,5258,688955804,1149900,9176246,18088
30714.72,29,262144,64,36419,2399810996,113,1,585,1256337,10,6588,54,67,4,347411,124749708,1172,1,66,5798,6294045,2,409208,585,11955370,61603202,754725757,585,1456,2,1,2,2,848,1,751083932,704832072,241961690,54190785,54207169,2,1,2384394540,73389,73389,2,2,2,54190785,18,3,97236,50234399,1305955,34909,5732,751083932,1221428,10646713,18088
35869.93,29,262144,64,38785,2555665528,114,1,585,1312598,10,7287,54,67,4,347411,124749708,1172,1,66,6142,6443541,2,409208,585,13113583,66676365,800051320,585,1456,2,1,2,2,848,1,796172700,750359080,268683466,57739636,57739636,2,1,2540543984,73389,73389,2,2,2,57739636,18,3,99581,53238696,1373408,37855,6076,796172700,1274743,11738358,18088
40917.79,29,262144,64,41167,2712568636,114,1,585,1370964,10,7938,54,67,4,347411,124749708,1172,1,66,6494,6775393,2,409208,585,14207805,71502004,846424103,585,1456,2,1,2,2,848,1,842310044,796227837,319501651,61296679,61313063,2,1,2697053876,73389,73389,2,2,2,61296679,18,3,101869,56424904,1451230,40782,6428,842310044,1330182,12754690,18088
46119.55,29,262144,64,44094,2905719768,115,1,585,1437840,10,8790,54,67,4,347411,125015160,1172,1,66,6922,7073504,2,409208,585,15512006,76076917,902806559,585,1456,2,1,2,2,848,1,898408860,852691424,380276441,65684988,65701372,2,1,2890139472,73389,73389,2,2,2,65684988,18,3,103090,59168231,1514695,44020,6856,898408860,1393820,13995785,18088
51231.86,29,262144,64,47573,3134781320,115,1,585,1515858,10,9740,54,67,4,347411,125015160,1172,1,66,7435,7239853,2,409208,585,17132204,81078595,970382137,585,1456,2,1,2,2,848,1,965648796,919666440,402336940,70902848,70902848,2,1,3119725312,73389,73389,2,2,2,70902848,18,3,107537,62054591,1617335,47108,7369,965648796,1468750,15513905,18088
56369.89,29,262144,64,51168,3371879424,116,1,585,1599110,10,10773,54,67,4,347411,125280612,1172,1,66,7965,7409924,2,409208,585,18806475,85821358,1040201171,585,1456,2,1,2,2,848,1,1035116956,989029693,472932579,76266005,76288422,2,1,3355704220,73389,73389,2,2,2,76266005,18,3,110067,64456607,1711426,50562,7899,1035116956,1548548,17094419,18088
61432.99,29,262144,64,54441,3587537088,116,1,585,1672769,10,11667,54,67,4,347411,125280612,1172,1,66,8446,7601137,2,409208,585,20408807,90506653,1103568549,585,1456,2,1,2,2,848,1,1098162588,1052058447,508822948,81178602,81194986,2,1,3571858488,73389,73389,2,2,2,81178602,18,3,114064,66988996,1804919,53890,8380,1098162588,1618879,18603527,18088
66582.36,29,262144,64,57848,3811892114,117,1,585,1748612,10,12651,54,67,4,347411,125280612,1172,1,66,8945,7876545,2,409208,585,21700542,94859635,1169301431,585,1456,2,1,2,2,848,1,1163567516,1117626466,539080613,86289966,86289966,2,1,3796037608,73389,73389,2,2,2,86273582,18,3,117425,69840511,1909150,57526,8879,1163567516,1691086,19792452,18088
71588.16,29,262144,64,75016,4943119558,120,1,585,1926345,10,17486,54,67,4,347411,125811516,1172,1,66,11467,8007862,2,409208,585,26371344,98637586,1501176451,585,1456,2,1,2,2,848,1,1494131100,1448356873,651979997,111979573,111995957,2,1,4927101212,73389,73389,2,2,2,111979573,18,3,139534,71739363,2142119,62915,11401,1494131100,1863430,24230367,18088
