timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5035.88,28,262144,64,49753,3278711608,116,1,585,4008598,14,10345,57,67,1,136271,125280612,1172,1,66,7755,368284,2,145425,585,12789675,13365853,1011743352,585,1340,2,1,2,2,937,1,1007591836,961796937,48830772,74162820,74179204,2,1,3263164080,73389,73389,2,2,2,74162820,18,3,329570,13242932,2838949,48326,7689,1007591836,3960272,9950111,18372
10073.05,28,262144,64,105576,6957024570,125,1,585,4435719,14,26108,57,67,1,136271,126837126,1172,1,66,15957,377108,2,145425,585,22864206,13627735,2090857647,585,1340,2,1,2,2,937,1,2082644380,2037009047,79806910,157772287,157772287,2,1,6941980628,73389,73389,2,2,2,157772287,18,3,349242,14136352,3056852,57777,15891,2082644380,4377942,19806731,18372
15119.73,28,262144,64,113520,7480321206,126,1,585,4668366,14,28329,57,67,1,136271,126837126,1172,1,66,17124,418828,2,145425,585,26297107,17003350,2244507992,585,1340,2,1,2,2,937,1,2235605404,2189969434,125757533,169653673,169670057,2,1,7464761612,73389,73389,2,2,2,169653673,18,3,355313,16007123,3309954,65500,17058,2235605404,4602866,22985374,18372
20147.83,28,262144,64,117814,7763566822,127,1,585,4794633,14,29553,57,67,1,136271,127102578,1172,1,66,17754,598780,2,145425,585,28026007,21153243,2327483643,585,1340,2,1,2,2,937,1,2318180764,2272765839,150908153,176102048,176102048,2,1,7748490112,73389,73389,2,2,2,176102048,18,3,361332,18343151,3437859,77296,17688,2318180764,4717337,24585790,18372
25183.81,28,262144,64,121188,7985747094,128,1,585,4904575,14,30531,57,67,1,136271,127102578,1172,1,66,18249,882402,2,145425,585,30041619,26089023,2392822566,585,1340,2,1,2,2,937,1,2383192476,2337638941,201344279,181147876,181164260,2,1,7970506544,73389,73389,2,2,2,181147876,18,3,368958,20874693,3565137,92941,18184,2383192476,4811634,26473371,18372
30281.01,28,262144,64,124317,8191871046,128,1,585,5004446,14,31385,57,67,1,136271,127102578,1172,1,66,18709,950062,2,145425,585,31399552,30433173,2453289319,585,1340,2,1,2,2,937,1,2443354524,2397925448,229654574,185841448,185841448,2,1,8177023712,73389,73389,2,2,2,185841448,18,3,371812,23500306,3656821,106028,18643,2443354524,4898418,27739631,18372
35310.32,28,262144,64,127718,8416086242,129,1,585,5099032,14,32364,57,67,1,136271,127368030,1172,1,66,19210,1396220,2,145425,585,33213294,35316183,2519287930,585,1340,2,1,2,2,937,1,2509021596,2463496775,273612186,190934269,190934269,2,1,8400386940,73389,73389,2,2,2,190917885,18,3,376902,26371020,3771268,109075,19144,2509021596,4989957,29439420,18372
40376.02,28,262144,64,130710,8613231762,129,1,585,5192282,14,33182,57,67,1,136271,127368030,1172,1,66,19649,1735686,2,145425,585,34291956,39685171,2577118762,585,1340,2,1,2,2,937,1,2566562204,2521136073,284274736,195414849,195414849,2,1,8598253356,73389,73389,2,2,2,195414849,18,3,379742,29238240,3842729,127636,19583,2566562204,5064646,30446023,18372
45446.86,28,262144,64,133791,8815944534,130,1,585,5260849,14,34077,57,67,1,136271,127368030,1172,1,66,20100,1992222,2,145425,585,35844397,44687800,2636525127,585,1340,2,1,2,2,937,1,2625675676,2580382635,369754344,200012276,200028660,2,1,8800540144,73389,73389,2,2,2,200012276,18,3,384166,32359135,3927754,130976,20034,2625675676,5129873,31913693,18372
50545.05,28,262144,64,137131,9036162034,130,1,585,5336480,14,34986,57,67,1,136271,127368030,1172,1,66,20594,2397254,2,145425,585,36953255,49024799,2701593460,585,1340,2,1,2,2,937,1,2690425244,2644819810,382412324,205023177,205023177,2,1,9021019788,73389,73389,2,2,2,205023177,18,3,386667,35451145,4015308,134452,20528,2690425244,5202028,32934825,18372
55580.02,28,262144,64,140127,9233569698,131,1,585,5403827,14,35859,57,67,1,136271,127621416,1172,1,66,21031,2577461,2,145425,585,39303634,54704471,2759289724,585,1340,2,1,2,2,937,1,2747834780,2702449559,489166801,209503757,209520141,2,1,9218165308,73389,73389,2,2,2,209503757,18,3,396196,38307049,4149216,137566,20966,2747834780,5266261,35151170,18372
60597.29,28,262144,64,143569,9460471870,131,1,585,5486887,14,36798,57,67,1,136271,127621416,1172,1,66,21538,2918838,2,145425,585,40724512,59484219,2826075461,585,1340,2,1,2,2,937,1,2814288284,2768756810,510448705,214662114,214678498,2,1,9445133016,73389,73389,2,2,2,214662114,18,3,399591,41002255,4237949,140441,21473,2814288284,5346446,36483190,18372
65629.82,28,262144,64,147343,9709131994,132,1,585,5587896,14,37881,57,67,1,136271,127886868,1172,1,66,22095,3075544,2,145425,585,42661222,63981156,2899315435,585,1340,2,1,2,2,937,1,2887164316,2841555402,552887108,220303799,220320183,2,1,9693367156,73389,73389,2,2,2,220303799,18,3,405431,43348829,4352014,143660,22029,2887164316,5444236,38306146,18372
70658.79,28,262144,64,151239,9965787510,133,1,585,5675732,14,39000,57,67,1,136271,127886868,1172,1,66,22666,3303607,2,145425,585,44289381,68653399,2974527540,585,1340,2,1,2,2,937,1,2962006428,2916533144,612813284,226142092,226158476,2,1,9950252048,73389,73389,2,2,2,226142092,18,3,408187,45712639,4455766,147291,22600,2962006428,5528441,39829747,18372
75698.69,28,262144,64,158768,10462128026,134,2,585,5827866,14,41104,57,67,1,136271,128152320,1172,1,66,23773,3388038,2,145425,585,47406595,73221070,3120412855,585,1340,2,1,2,2,937,1,3107234204,3061600195,653166045,237431495,237431495,2,1,10446985780,73389,73389,2,2,2,237431495,18,3,417641,47812521,4664376,152523,23708,3107234204,5675343,42737810,18372
80713.92,28,262144,64,164935,10868146702,135,2,585,5981202,14,42845,57,67,1,136271,128152320,1172,1,66,24678,3479801,2,145425,585,50642826,77998436,3239456195,585,1340,2,1,2,2,937,1,3225723292,3180355751,850479554,246656958,246656958,2,1,10852906152,73389,73389,2,2,2,246656958,18,3,425457,50054086,4808496,169842,24612,3225723292,5811360,45828816,18372
85728.68,28,262144,64,172782,11385327666,136,2,585,6167458,14,45039,57,67,1,136271,128417772,1172,1,66,25831,3559752,2,145425,585,54160233,82172351,3391267366,585,1340,2,1,2,2,937,1,3376849308,3331454041,881900150,258405113,258421497,2,1,11369824972,73389,73389,2,2,2,258405113,18,3,431492,52110454,5022916,175516,25765,3376849308,5991942,49130528,18372
90734.25,28,262144,64,200784,13230553914,141,2,585,6414080,14,52950,57,67,1,136271,129214128,1172,1,66,29944,3628371,2,145425,585,61255843,84300907,3932454471,585,1340,2,1,2,2,937,1,3915948444,3870853897,914056551,300339839,300356223,2,1,13214952916,73389,73389,2,2,2,300339839,18,3,440798,53373638,5208288,182228,29878,3915948444,6231852,56041569,18372
95739.62,28,262144,64,243214,16026449554,148,2,585,6734343,14,64903,57,67,1,136271,130275936,1172,1,66,36177,3631053,2,145425,585,72216630,84653484,4752518698,585,1340,2,1,2,2,937,1,4732920220,4688241997,939127795,363876808,363893192,2,1,16010579552,73389,73389,2,2,2,363876808,18,3,446017,54112377,5401161,190220,36111,4732920220,6544123,66809774,18372
