timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5072.31,36,262144,64,21355,1407267652,111,8,585,60940914,25,2370,64,75,829,584921,124484256,1172,1,74,3582,597600,2,632966,585,8233607,23559111,462739649,585,2258,2,1,1,3,1330,1,460628380,414622485,159376279,31632237,31648621,2,1,1391818428,73389,73389,2,2,2,31632237,37,1,3,164797,71007964,3255984,35226,3516,460628380,60905688,4980645,17752
10119.24,36,262144,64,25680,1692303564,112,8,585,61085715,25,3605,64,75,829,584921,124484256,1172,1,74,4219,723137,2,632966,585,10326431,27773675,546632859,585,2258,2,1,1,3,1330,1,544121244,497988037,177077646,38115539,38115539,2,1,1677083716,73389,73389,2,2,2,38115539,37,1,3,168706,73212405,3421720,46765,4153,544121244,61038950,6907358,17752
15192.88,36,262144,64,30369,2001194580,112,8,585,61232804,25,4884,64,75,829,584921,124484256,1172,1,74,4908,830333,2,632966,585,13057324,32291197,637372767,585,2258,2,1,1,3,1330,1,634429852,588207457,202018505,45131321,45147705,2,1,1985778124,73389,73389,2,2,2,45131321,37,1,3,175955,75580696,3604219,62756,4842,634429852,61170048,9454460,17752
20197.49,36,262144,64,50564,3332126756,116,8,585,61503393,25,10554,64,75,829,584921,125280612,1172,1,74,7876,895487,2,632966,585,18740035,35530893,1027917096,585,2258,2,1,1,3,1330,1,1023451548,977442152,267109357,75381269,75381269,2,1,3316054940,73389,73389,2,2,2,75364885,37,1,3,191934,77281785,3887274,70160,7810,1023451548,61433233,14853241,17752
25201.34,36,262144,64,111894,7373204634,126,8,585,61959055,25,27831,64,75,829,584921,126837126,1172,1,74,16887,895597,2,632966,585,28759277,35531443,2213306163,585,2258,2,1,1,3,1330,1,2204410268,2158672746,291397399,167216775,167233159,2,1,7357538100,73389,73389,2,2,2,167216775,37,1,3,205190,78092725,4049753,79374,16821,2204410268,61879681,24709976,17752
30205.16,36,262144,64,164348,10829677070,135,8,585,62349730,25,42684,64,75,829,584921,128152320,1172,1,74,24590,895864,2,632966,585,37843729,35605780,3226860327,585,2258,2,1,1,3,1330,1,3214188956,3169063640,316662407,245772222,245788606,2,1,10813977768,73389,73389,2,2,2,245772222,37,1,3,218017,78820934,4192686,87313,24524,3214188956,62262417,33651354,17752
35208.82,36,262144,64,215275,14185279678,143,8,585,62725242,25,57008,64,75,829,584921,129479580,1172,1,74,32072,896096,2,632966,585,47898636,35606201,4211189970,585,2258,2,1,1,3,1330,1,4194869660,4149932169,341724461,322040386,322056770,2,1,14169776984,73389,73389,2,2,2,322040386,37,1,3,245283,79499772,4353416,95031,32007,4194869660,62630211,43545937,17752
40211.99,36,262144,64,270005,17791515350,153,8,585,63147544,25,72435,64,75,829,584921,130806840,1172,1,74,40115,896741,2,632966,585,58295257,35850811,5269197453,585,2258,2,1,1,3,1330,1,5248950684,5204139261,396859658,404007579,404023963,2,1,17776333476,73389,73389,2,2,2,404007579,37,1,3,277104,80257707,4557821,103317,40049,5248950684,63044227,53737526,17752
45232.13,36,262144,64,300608,19807997090,158,8,585,63478489,25,81108,64,75,829,584921,131603196,1172,1,74,44610,944025,2,632966,585,64671671,37693824,5860919328,585,2258,2,1,1,3,1330,1,5838381468,5793780814,473912581,449827028,449843412,2,1,19792389232,73389,73389,2,2,2,449827028,37,1,3,297568,81574005,4824132,112006,44545,5838381468,63366483,59847642,17752
50247.93,36,262144,64,309978,20425520286,159,8,585,63731580,25,83718,64,75,829,584921,131868648,1172,1,74,45986,990283,2,632966,585,68542399,40687327,6041933243,585,2258,2,1,1,3,1330,1,6018605468,5974224129,531100533,463864625,463881009,2,1,20410043500,73389,73389,2,2,2,463864625,37,1,3,299664,83211263,5059556,122363,45920,6018605468,63609217,63481327,17752
55269.33,36,262144,64,316235,20837702654,160,8,585,63909675,25,85481,64,75,829,584921,131868648,1172,1,74,46904,1062824,2,632966,585,72167284,44685475,6162807921,585,2258,2,1,1,3,1330,1,6138929564,6094768368,554072935,473243577,473243577,2,1,20822717388,73389,73389,2,2,2,473243577,37,1,3,301706,85199175,5233976,129500,46838,6138929564,63780175,66930268,17752
60285.14,36,262144,64,326218,21495664870,162,8,585,64173595,25,88311,64,75,829,584921,132399552,1172,1,74,48373,1106662,2,632966,585,77448148,48597716,6356188944,585,2258,2,1,1,3,1330,1,6331474332,6287060887,751074932,488196519,488196519,2,1,21479925940,73389,73389,2,2,2,488180135,37,1,3,314419,86886471,5575327,137228,48307,6331474332,64036367,71868428,17752
65302.80,36,262144,64,335040,22077008886,163,8,585,64428031,25,90774,64,75,829,584921,132399552,1172,1,74,49669,1135310,2,632966,585,81283667,51743638,6526807939,585,2258,2,1,1,3,1330,1,6501343644,6456963777,779220512,501400691,501417075,2,1,22061630404,73389,73389,2,2,2,501400691,37,1,3,318283,88554579,5791298,144458,49603,6501343644,64283573,75486114,17752
70327.45,36,262144,64,343210,22615092526,165,10,585,64656384,25,93111,64,75,829,584921,132665004,1172,1,74,50863,1179597,2,632966,585,85843795,55285042,6684011898,585,2258,2,1,1,3,1330,1,6657843612,6614266308,812992308,513626141,513642525,2,1,22599550204,73389,73389,2,2,2,513626141,37,1,3,320711,90268757,6032273,152648,50797,6657843612,64503736,79805031,17752
75332.01,36,262144,64,365060,24055029752,169,10,585,64923176,25,99236,64,75,829,584921,133207974,1172,1,74,54077,1229551,2,632966,585,92119510,58099682,7106921604,585,2258,2,1,1,3,1330,1,7079109020,7035254646,863340286,546345755,546362139,2,1,24039213220,73389,73389,2,2,2,546345755,37,1,3,333732,91745912,6289606,161288,54011,7079109020,64761888,85823659,17752
