timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5063.03,20,262144,64,27076,1784057272,112,1,585,890809,17,3987,67,14122,124484256,1172,1,66,4423,595384,2,31712,585,9557812,15002725,573445405,585,1122,2,1,2,2,1471,1,570859932,524833965,37560321,40202340,40218724,2,1,1768902960,73389,73389,2,2,2,40202340,25,1,3,218076,11034256,2367339,27465,4357,570859932,863344,7190291,12064
10067.83,20,262144,64,60022,3955163734,117,1,585,1234146,17,13215,67,14122,125280612,1172,1,66,9265,632672,2,31712,585,16471530,16815673,1210389306,585,1122,2,1,2,2,1471,1,1205379484,1159491084,72443072,89535713,89552097,2,1,3939571372,73389,73389,2,2,2,89535713,25,1,3,225321,12312556,2586773,37165,9199,1205379484,1196981,13883324,12064
15089.52,20,262144,64,113667,7490196318,126,1,585,1659347,17,28367,67,14122,126837126,1172,1,66,17145,636710,2,31712,585,27115289,17224370,2247281380,585,1122,2,1,2,2,1471,1,2238357916,2192842151,107406073,169889082,169889082,2,1,7475119608,73389,73389,2,2,2,169889082,25,1,3,234606,13237932,2779200,46471,17080,2238357916,1612876,24333182,12064
20111.37,20,262144,64,121683,8018187414,128,1,585,1903869,17,30666,67,14122,127102578,1172,1,66,18322,666680,2,31712,585,31104107,20669930,2402248104,585,1122,2,1,2,2,1471,1,2392629660,2347139437,141350909,181885156,181901540,2,1,8002946864,73389,73389,2,2,2,181885156,25,1,3,247186,14962095,3085318,56418,18256,2392629660,1847451,28017599,12064
25143.94,20,262144,64,125430,8265078066,128,1,585,2024086,17,31688,67,14122,127102578,1172,1,66,18874,778347,2,31712,585,32970382,25010736,2474956020,585,1122,2,1,2,2,1471,1,2464981404,2419367746,190366894,187502265,187502265,2,1,8250099660,73389,73389,2,2,2,187502265,25,1,3,248900,17263973,3205761,59971,18808,2464981404,1964115,29763412,12064
30163.59,20,262144,64,129024,8502207162,129,1,585,2129459,17,32721,67,14122,127368030,1172,1,66,19402,980142,2,31712,585,34593718,29578436,2544641298,585,1122,2,1,2,2,1471,1,2534318492,2488700347,243375370,192879647,192896031,2,1,8486704468,73389,73389,2,2,2,192879647,25,1,3,252779,19843802,3320091,63800,19337,2534318492,2065659,31273567,12064
35236.35,20,262144,64,132314,8718882410,129,1,585,2219579,17,33618,67,14122,127368030,1172,1,66,19885,1111100,2,31712,585,36381629,34114126,2608133309,585,1122,2,1,2,2,1471,1,2597495196,2552027113,319039762,197802595,197818979,2,1,8703314180,73389,73389,2,2,2,197802595,25,1,3,256460,22292481,3412034,67375,19819,2597495196,2152204,32970296,12064
40417.41,20,262144,64,135128,8904097070,130,1,585,2302376,17,34440,67,14122,127368030,1172,1,66,20299,1377185,2,31712,585,37635066,38699193,2662804620,585,1122,2,1,2,2,1471,1,2651890076,2606237627,412554106,202006806,202023190,2,1,8888299464,73389,73389,2,2,2,202006806,25,1,3,259966,25096011,3488229,70171,20234,2651890076,2232205,34146617,12064
45498.12,20,262144,64,137801,9080336606,130,1,585,2373180,17,35171,67,14122,127368030,1172,1,66,20694,1742887,2,31712,585,38976058,43420106,2714709484,585,1122,2,1,2,2,1471,1,2703532444,2657697108,434336272,206028634,206028634,2,1,9065259896,73389,73389,2,2,2,206028634,25,1,3,261769,27912503,3550294,72616,20628,2703532444,2300564,35424295,12064
50573.97,20,262144,64,140694,9270994062,131,3,585,2444085,17,36012,67,14122,127621416,1172,1,66,21117,2018947,2,31712,585,40722054,48271204,2770434954,585,1122,2,1,2,2,1471,1,2758975900,2713415132,492151081,210345374,210361758,2,1,9255196456,73389,73389,2,2,2,210345374,25,1,3,268112,30309074,3655483,82395,21051,2758975900,2361690,37062181,12064
55647.59,20,262144,64,144015,9489966378,131,3,585,2516042,17,36919,67,14122,127621416,1172,1,66,21604,2362119,2,31712,585,42185231,53221470,2834586473,585,1122,2,1,2,2,1471,1,2822807964,2777419913,503890973,215339891,215339891,2,1,9474955204,73389,73389,2,2,2,215339891,25,1,3,271803,33372255,3744461,85779,21538,2822807964,2430263,38436578,12064
60684.03,20,262144,64,146939,9682655450,132,3,585,2581400,17,37773,67,14122,127886868,1172,1,66,22035,2496829,2,31712,585,43750936,58171625,2891363596,585,1122,2,1,2,2,1471,1,2879299996,2833773802,542245966,219713975,219730359,2,1,9667414900,73389,73389,2,2,2,219713975,25,1,3,274915,36228653,3833196,88412,21970,2879431068,2493164,39914477,12064
65722.18,20,262144,64,150236,9899789450,132,3,585,2659510,17,38670,67,14122,127886868,1172,1,66,22518,2668518,2,31712,585,45300236,62817095,2954983020,585,1122,2,1,2,2,1471,1,2942607772,2897231718,634522698,224636923,224653307,2,1,9884024612,73389,73389,2,2,2,224636923,25,1,3,278042,38919244,3919064,91190,22452,2942607772,2568320,41377505,12064
70754.31,20,262144,64,153918,10142420262,133,3,585,2761290,17,39731,67,14122,127886868,1172,1,66,23059,2780780,2,31712,585,46795614,67362329,3026375358,585,1122,2,1,2,2,1471,1,3013648796,2968186093,677040167,230163920,230163920,2,1,10127212480,73389,73389,2,2,2,230163920,25,1,3,280919,41486294,4025858,101301,22994,3013648796,2659989,42766086,12064
75786.18,20,262144,64,157976,10409958062,134,3,585,2848899,17,40890,67,14122,128152320,1172,1,66,23655,3006699,2,31712,585,48165443,71718268,3104741486,585,1122,2,1,2,2,1471,1,3091636636,3046347838,691918431,236245814,236245814,2,1,10394815816,73389,73389,2,2,2,236245814,25,1,3,285424,44108519,4130780,105833,23589,3091636636,2743066,44030964,12064
