timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5289.60,21,262144,64,22868,1506954524,111,0,585,729151,16,2783,67,19307,124484256,1172,1,66,3808,1271055,2,316672,585,7606720,29541684,492618441,585,1530,2,1,2,2,1807,1,490250652,443790642,49145939,33905295,33905295,2,1,1491832980,73389,73389,2,2,2,33905295,38,1,3,210045,21422895,2169996,18528,3742,490250652,710623,5436115,14615
10318.55,21,262144,64,26855,1769573816,112,0,585,853182,16,3926,67,19307,124484256,1172,1,66,4390,1348485,2,316672,585,9396003,33799082,569283954,585,1530,2,1,2,2,1807,1,566534556,520548827,63600712,39874660,39874660,2,1,1754485040,73389,73389,2,2,2,39874660,38,1,3,215696,23740079,2309049,30399,4324,566534556,822783,7086588,14615
15346.95,21,262144,64,30574,2014629460,112,0,585,971209,16,4938,67,19307,124484256,1172,1,66,4939,1454662,2,316672,585,11106150,37929217,641609799,585,1530,2,1,2,2,1807,1,638493084,592197470,75257533,45442617,45442617,2,1,1998754252,73389,73389,2,2,2,45426233,38,1,3,220759,25990290,2433244,34200,4873,638493084,937009,8673082,14615
20350.96,21,262144,64,42810,2820775188,114,0,585,1256156,16,8387,67,19307,124749708,1172,1,66,6735,1515402,2,316672,585,16651983,41344799,877881639,585,1530,2,1,2,2,1807,1,873767324,827854638,164805857,63766345,63766345,2,1,2805719180,73389,73389,2,2,2,63766345,38,1,3,245831,27628981,2787602,42442,6669,873767324,1213714,13865436,14615
25380.38,21,262144,64,65376,4307901642,118,0,585,1551198,16,14760,67,19307,125546064,1172,1,66,10050,1536424,2,316672,585,22751549,43400502,1314365336,585,1530,2,1,2,2,1807,1,1308533148,1262612985,185313533,97556952,97573336,2,1,4292505888,73389,73389,2,2,2,97556952,38,1,3,261178,28931345,3020383,49800,9985,1308533148,1501398,19731335,14615
30406.57,21,262144,64,74303,4896126938,120,0,585,1812027,16,17303,67,19307,125811516,1172,1,66,11360,1577815,2,316672,585,27103141,46933177,1486703220,585,1530,2,1,2,2,1807,1,1480106396,1434653441,253497455,110924964,110924964,2,1,4880698416,73389,73389,2,2,2,110924964,38,1,3,269739,30615825,3303421,58343,11294,1480106396,1753684,23800058,14615
35452.80,21,262144,64,78514,5173691746,120,0,585,1937245,16,18452,67,19307,125811516,1172,1,66,11981,1703504,2,316672,585,28887886,51152296,1568500465,585,1530,2,1,2,2,1807,1,1561502108,1515736034,278882922,117236234,117236234,2,1,5158394296,73389,73389,2,2,2,117236234,38,1,3,272751,32636736,3425269,62382,11915,1561502108,1874863,25462585,14615
40510.52,21,262144,64,83312,5489726186,121,0,585,2082182,16,19815,67,19307,125811516,1172,1,66,12685,1821537,2,316672,585,31643587,55564229,1661222998,585,1530,2,1,2,2,1807,1,1653776796,1608170283,302220709,124407664,124424048,2,1,5473937216,73389,73389,2,2,2,124407664,38,1,3,276399,34823017,3575229,67014,12619,1653776796,2015168,28067675,14615
45572.89,21,262144,64,87119,5740548998,122,0,585,2196895,16,20909,67,19307,126076968,1172,1,66,13245,1904452,2,316672,585,34198458,60316553,1734993719,585,1530,2,1,2,2,1807,1,1727177116,1681439254,371714338,130123077,130123077,2,1,5725415388,73389,73389,2,2,2,130123077,38,1,3,287054,37167020,3737623,71487,13179,1727177116,2125408,30460914,14615
50633.63,21,262144,64,90658,5973808162,122,0,585,2302775,16,21875,67,19307,126076968,1172,1,66,13765,2050058,2,316672,585,36073415,64615397,1803497922,585,1530,2,1,2,2,1807,1,1795334556,1749636762,392201902,135420698,135420698,2,1,5958510712,73389,73389,2,2,2,135420698,38,1,3,294252,39249341,3863612,74990,13699,1795334556,2227785,32209542,14615
55676.21,21,262144,64,93764,6178666106,123,0,585,2412095,16,22776,67,19307,126318288,1172,1,66,14220,2222676,2,316672,585,37759463,69153931,1863441169,585,1530,2,1,2,2,1807,1,1854972316,1809441261,407373297,140071151,140087535,2,1,6163130644,73389,73389,2,2,2,140071151,38,1,3,296871,41999245,3946552,83045,14154,1854972316,2329050,33812128,14615
