timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5046.24,20,262144,64,28571,1882564496,112,2,585,855751,9,4391,67,2,124484256,1172,1,66,4642,448962,2,175040,585,9708522,13511119,602273396,585,1427,2,1,2,2,938,1,599564700,553580873,37156562,42442630,42442630,2,1,1867475720,73389,73389,2,2,2,42442630,23,1,3,309209,9827284,2642481,23310,4576,599564700,832441,7063255,9216
10077.99,20,262144,64,34744,2289507292,113,2,585,1038739,9,6131,67,2,124749708,1172,1,66,5550,529644,2,175040,585,12831538,17422963,721840473,585,1427,2,1,2,2,938,1,718578076,672576271,71356299,51688351,51688351,2,1,2274287444,73389,73389,2,2,2,51688351,23,1,3,319763,11847223,2842292,28724,5484,718578076,1010015,9985166,9216
15108.19,20,262144,64,38995,2569428088,114,2,585,1171592,9,7345,67,2,124749708,1172,1,66,6172,596885,2,175040,585,15093596,22213744,803771111,585,1427,2,1,2,2,938,1,800104860,754416324,107374917,58050932,58050932,2,1,2554241008,73389,73389,2,2,2,58050932,23,1,3,331818,14075766,3022254,34147,6106,800104860,1137445,12068001,9216
20137.34,20,262144,64,42590,2806357268,114,2,585,1283191,9,8327,67,2,124749708,1172,1,66,6704,702071,2,175040,585,17078498,26559625,873852018,585,1427,2,1,2,2,938,1,869835164,823634092,127018569,63438665,63438665,2,1,2791301260,73389,73389,2,2,2,63438665,23,1,3,336495,16381455,3146032,37793,6638,869835164,1245398,13928593,9216
25172.54,20,262144,64,46429,3059542684,115,2,585,1399667,9,9428,67,2,125015160,1172,1,66,7267,858591,2,175040,585,18863811,30778423,948013063,585,1427,2,1,2,2,938,1,943628700,897661308,154378877,69192879,69192879,2,1,3044486676,73389,73389,2,2,2,69192879,23,1,3,344259,18790407,3267102,41223,7201,943628700,1358444,15593250,9216
30238.78,20,262144,64,49682,3273913760,116,2,585,1501112,9,10368,67,2,125280612,1172,1,66,7746,919195,2,175040,585,20886555,35405445,1011250944,585,1427,2,1,2,2,938,1,1006543260,960366079,189072094,74042099,74064516,2,1,3257852356,73389,73389,2,2,2,74042099,23,1,3,350555,21101115,3409500,45182,7681,1006543260,1455930,17473363,9216
35251.71,20,262144,64,52661,3470352104,116,2,585,1589286,9,11181,67,2,125280612,1172,1,66,8182,1133563,2,175040,585,22592870,40362547,1068691580,585,1427,2,1,2,2,938,1,1063690652,1017809035,211559832,78512328,78528712,2,1,3454542432,73389,73389,2,2,2,78512328,23,1,3,356303,23899770,3495273,47990,8117,1063690652,1541296,19094134,9216
40283.21,20,262144,64,55154,3634276322,117,2,585,1660795,9,11916,67,2,125280612,1172,1,66,8548,1279447,2,175040,585,23982209,45214982,1116784618,585,1427,2,1,2,2,938,1,1111531932,1065741513,227082915,82251754,82251754,2,1,3619077176,73389,73389,2,2,2,82251754,23,1,3,361668,26294370,3574943,50886,8482,1111531932,1609909,20402244,9216
45296.15,20,262144,64,58871,3879200894,117,2,585,1777426,9,12930,67,2,125280612,1172,1,66,9093,1468486,2,175040,585,26078141,49777151,1188575296,585,1427,2,1,2,2,938,1,1182966172,1137345511,290767227,87803327,87819711,2,1,3863346388,73389,73389,2,2,2,87803327,23,1,3,363247,28645176,3671724,60297,9027,1182966172,1717129,22400098,9216
50318.69,20,262144,64,62561,4122621446,118,2,585,1883234,9,13992,67,2,125546064,1172,1,66,9635,1609985,2,175040,585,27953606,54106117,1259969739,585,1427,2,1,2,2,938,1,1254007196,1208425051,356574163,93344549,93360933,2,1,4107160156,73389,73389,2,2,2,93344549,23,1,3,369441,31000001,3778232,63833,9569,1254007196,1819401,24169187,9216
