timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5069.88,24,262144,64,22510,1483492636,111,10,585,688250,28,2685,67,16247,124484256,1172,1,66,3755,1358601,2,177929,585,6740607,28969423,485767807,585,1379,2,1,2,2,6027,1,483434908,436878181,42208247,33364623,33381007,2,1,1468043412,73389,73389,2,2,2,33364623,32,1,3,181678,21042378,1626830,18307,3690,483434908,669943,5114896,12375
10107.16,24,262144,64,25754,1697153228,112,10,585,786500,28,3624,67,16247,124484256,1172,1,66,4230,1544124,2,177929,585,8616830,33841925,548214064,585,1379,2,1,2,2,6027,1,545563036,499368248,73933928,38213843,38230227,2,1,1681409092,73389,73389,2,2,2,38213843,32,1,3,189702,23533862,1761578,22687,4164,545563036,763813,6856285,12375
15123.16,24,262144,64,28762,1895347324,112,10,585,878091,28,4442,67,16247,124484256,1172,1,66,4670,1714776,2,177929,585,9715209,38188903,606179049,585,1379,2,1,2,2,6027,1,603234716,557311036,102147201,42727191,42743575,2,1,1879996404,73389,73389,2,2,2,42727191,32,1,3,191107,26178548,1839043,26121,4604,603234716,851970,7876204,12375
20155.91,24,262144,64,31763,2093082668,113,10,585,965500,28,5316,67,16247,124749708,1172,1,66,5114,1856765,2,177929,585,11195394,42996480,664670422,585,1379,2,1,2,2,6027,1,661430684,615202338,146588122,47207771,47224155,2,1,2077141924,73389,73389,2,2,2,47207771,32,1,3,192566,28844418,1916242,29221,5048,661430684,936279,9279924,12375
25183.13,24,262144,64,35606,2346264776,113,10,585,1066890,28,6366,67,16247,124749708,1172,1,66,5678,1983801,2,177929,585,13357647,47680224,738964870,585,1379,2,1,2,2,6027,1,735355292,689187854,174345793,52972336,52988720,2,1,2330782784,73389,73389,2,2,2,52972336,32,1,3,194503,31303516,2013034,32784,5612,735355292,1034106,11346102,12375
30202.38,24,262144,64,39191,2582538596,114,10,585,1165676,28,7398,67,16247,124749708,1172,1,66,6204,2190171,2,177929,585,15037994,52164998,808389960,585,1379,2,1,2,2,6027,1,804430236,758230892,215787337,58335493,58351877,2,1,2566761692,73389,73389,2,2,2,58335493,32,1,3,198133,33644177,2119936,36299,6139,804430236,1129377,12918746,12375
35233.99,24,262144,64,43534,2868754156,115,11,585,1288342,28,8637,67,16247,125015160,1172,1,66,6842,2328548,2,177929,585,17522767,56687323,892292198,585,1379,2,1,2,2,6027,1,887923100,841924620,266940356,64843371,64859755,2,1,2853108324,73389,73389,2,2,2,64843371,32,1,3,201431,36051277,2244036,40416,6776,887923100,1247926,15279258,12375
40272.65,24,262144,64,47651,3139893128,115,11,585,1410407,28,9759,67,16247,125015160,1172,1,66,7447,2401080,2,177929,585,19018057,60821599,971986182,585,1379,2,1,2,2,6027,1,967221660,921190295,290701615,71017536,71017536,2,1,3124771584,73389,73389,2,2,2,71017536,32,1,3,202207,38207386,2334892,44277,7381,967221660,1366130,16683951,12375
45326.75,24,262144,64,51322,3382068496,116,12,585,1516914,28,10817,67,16247,125280612,1172,1,66,7987,2532033,2,177929,585,20964762,65331572,1043119299,585,1379,2,1,2,2,6027,1,1038000540,992014690,350159490,76517798,76517798,2,1,3366783112,73389,73389,2,2,2,76517798,32,1,3,205730,40465026,2456791,48113,7921,1038000540,1468801,18508855,12375
50374.88,24,262144,64,55055,3627788258,117,12,585,1628277,28,11889,67,16247,125280612,1172,1,66,8535,2687251,2,177929,585,23419430,69989624,1115306056,585,1379,2,1,2,2,6027,1,1109827996,1063825792,415210341,82104298,82104298,2,1,3612589112,73389,73389,2,2,2,82104298,32,1,3,213862,42925667,2595340,51991,8469,1109827996,1576286,20824670,12375
