timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5139.24,38,262144,64,21476,1415462960,111,1,585,1933424,39,2403,54,67,9,375295,124484256,1172,1,66,3600,2983832,2,439280,585,5733903,32302362,465317714,585,1560,2,1,2,2,8978,1,463118748,416994925,48665973,31818494,31834878,2,1,1400013736,73389,73389,2,2,2,31818494,27,3,74150,27713531,995573,29751,3535,463118748,1903673,4738494,59745
10251.79,38,262144,64,24683,1626698720,111,1,585,2012766,39,3276,54,67,9,375295,124484256,1172,1,66,4076,3394371,2,439280,585,6909772,37023780,527886804,585,1560,2,1,2,2,8978,1,525377948,478811629,62897066,36626754,36626754,2,1,1611577176,73389,73389,2,2,2,36626754,27,3,74589,30600699,1071730,32908,4010,525377948,1979858,5838592,59745
15360.78,38,262144,64,28012,1845929872,112,1,585,2089302,39,4241,54,67,9,375295,124484256,1172,1,66,4562,3755604,2,439280,585,8557858,41975900,591906057,585,1560,2,1,2,2,8978,1,589078940,542905403,98549309,41607046,41607046,2,1,1830710024,73389,73389,2,2,2,41607046,27,3,77766,33528474,1177078,36174,4496,589078940,2053128,7380681,59745
20420.37,38,262144,64,31098,2049235776,113,1,585,2164083,39,5136,54,67,9,375295,124484256,1172,1,66,5015,4209834,2,439280,585,9552233,46318296,651709728,585,1560,2,1,2,2,8978,1,648585628,602326121,109388497,46218698,46235082,2,1,2033622712,73389,73389,2,2,2,46218698,27,3,78327,36373187,1238372,43997,4950,648585628,2120086,8313361,59745
25477.80,38,262144,64,34277,2258901980,113,1,585,2237043,39,6003,54,67,9,375295,124749708,1172,1,66,5483,4510656,2,439280,585,10826428,50904473,713093130,585,1560,2,1,2,2,8978,1,709665180,663587269,149541635,50983839,51000223,2,1,2243288916,73389,73389,2,2,2,50983839,27,3,78993,39539636,1306099,46845,5417,709665180,2190198,9519072,59745
30527.27,38,262144,64,37792,2490322828,114,1,585,2323137,39,7017,54,67,9,375295,124749708,1172,1,66,5999,4765911,2,439280,585,12773600,56446379,781195887,585,1560,2,1,2,2,8978,1,777429404,731244308,187172112,56242659,56259043,2,1,2474676996,73389,73389,2,2,2,56242659,27,3,81001,42084045,1398139,49855,5933,777429404,2273282,11374342,59745
35566.13,38,262144,64,42091,2773389352,114,1,585,2436961,39,8190,54,67,9,375295,124749708,1172,1,66,6630,4966315,2,439280,585,14711207,61252860,864307596,585,1560,2,1,2,2,8978,1,860135836,814006901,290875779,62678968,62695352,2,1,2757874592,73389,73389,2,2,2,62678968,27,3,83679,44629941,1518371,53455,6564,860135836,2383506,13191572,59745
40582.87,38,262144,64,46628,3072584348,115,2,585,2535904,39,9480,54,67,9,375295,125015160,1172,1,66,7295,5152629,2,439280,585,16232931,65715922,951886815,585,1560,2,1,2,2,8978,1,947298716,901490592,306175703,69487791,69487791,2,1,3057462804,73389,73389,2,2,2,69487791,27,3,87258,47334403,1630459,57673,7229,947298716,2478231,14601257,59745
45619.91,38,262144,64,53742,3541461972,116,2,585,2699915,39,11476,54,67,9,375295,125280612,1172,1,66,8342,5224901,2,439280,585,19613430,70292149,1089739546,585,1560,2,1,2,2,8978,1,1084531100,1038613393,379247343,80140377,80140377,2,1,3526176588,73389,73389,2,2,2,80140377,27,3,93867,49510025,1839430,64161,8276,1084531100,2635754,17773466,59745
50649.99,38,262144,64,60198,3966698070,117,2,585,2862246,39,13293,54,67,9,375295,125280612,1172,1,66,9290,5336765,2,439280,585,22274533,74234110,1214701006,585,1560,2,1,2,2,8978,1,1208918428,1162866974,410701929,89797857,89814241,2,1,3951105708,73389,73389,2,2,2,89797857,27,3,96616,51489148,1968756,69010,9225,1208918428,2793236,20304877,59745
