timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5275.26,26,262144,64,21511,1417756720,111,3,585,751581,16,2412,61,67,1,63481,124484256,1172,1,66,3608,3962895,2,97470,585,4961242,35998871,466246752,585,1667,2,1,2,2,1236,1,464036252,417716018,49961647,31867646,31884030,2,1,1402176424,73389,73389,2,2,2,31867646,15,3,52859,31740881,788843,78271,3542,464036252,673310,4176487,11612
10321.79,26,262144,64,24494,1614312416,111,3,585,821568,16,3225,61,67,1,63481,124484256,1172,1,66,4046,4402964,2,97470,585,6115228,40703841,523939545,585,1667,2,1,2,2,1236,1,521445788,475175049,67998181,36331842,36348226,2,1,1598601048,73389,73389,2,2,2,36331842,15,3,54009,34789765,860609,84567,3980,521445788,737001,5258390,11612
15387.55,26,262144,64,27735,1827510948,112,3,585,895267,16,4164,61,67,1,63481,124484256,1172,1,66,4522,4672488,2,97470,585,7690872,45916143,586643813,585,1667,2,1,2,2,1236,1,583836060,537489277,110972672,41191413,41191413,2,1,1812422172,73389,73389,2,2,2,41191413,15,3,57367,37589143,951958,87668,4456,583836060,807599,6743075,11612
21220.15,26,262144,64,30652,2019741268,112,3,585,962848,16,4959,61,67,1,63481,124484256,1172,1,66,4949,4918768,2,97470,585,8770546,51039720,642897055,585,1667,2,1,2,2,1236,1,639803804,593722765,124266082,45557305,45557305,2,1,2004521420,73389,73389,2,2,2,45557305,15,3,57923,40443167,1009568,90724,4883,639803804,872124,7765624,11612
26397.63,26,262144,64,33155,2184839684,113,3,585,1065703,16,5697,61,67,1,63481,124749708,1172,1,66,5320,5303908,2,97470,585,9839610,55733737,691773448,585,1667,2,1,2,2,1236,1,688431516,641955335,159444375,49300605,49316989,2,1,2169226620,73389,73389,2,2,2,49300605,15,3,60538,43355800,1085853,135213,5254,688431516,930490,8758436,11612
31455.79,26,262144,64,36107,2379363764,113,3,585,1143737,16,6501,61,67,1,63481,124749708,1172,1,66,5752,5695538,2,97470,585,11017723,60573392,748680324,585,1667,2,1,2,2,1236,1,745054620,698843236,203530568,53715649,53732033,2,1,2363488556,73389,73389,2,2,2,53715649,15,3,61548,46139718,1166100,146398,5686,745054620,997339,9854547,11612
36494.98,26,262144,64,39357,2593417572,114,3,585,1217874,16,7445,61,67,1,63481,124749708,1172,1,66,6229,5876078,2,97470,585,13182515,66069755,811519687,585,1667,2,1,2,2,1236,1,807575964,761397470,275473444,58597637,58597637,2,1,2578296028,73389,73389,2,2,2,58597637,15,3,62899,48714070,1268648,149958,6163,807575964,1067916,11916261,11612
41553.24,26,262144,64,42893,2826480128,114,3,585,1300584,16,8409,61,67,1,63481,124749708,1172,1,66,6746,6117977,2,97470,585,14316765,70407704,879752752,585,1667,2,1,2,2,1236,1,875471260,829487938,285933949,63887066,63903450,2,1,2811030904,73389,73389,2,2,2,63887066,15,3,63830,51211508,1353352,157385,6681,875471260,1143199,12965422,11612
46634.99,26,262144,64,46305,3051416220,115,4,585,1396967,16,9393,61,67,1,63481,125015160,1172,1,66,7248,6302854,2,97470,585,15869678,75231046,945746851,585,1667,2,1,2,2,1236,1,941138332,895297605,376529062,68996271,69012655,2,1,3035835924,73389,73389,2,2,2,68996271,15,3,70284,54053652,1442662,181682,7183,941138332,1215285,14428640,11612
51674.17,26,262144,64,49707,3275696952,116,4,585,1474549,16,10376,61,67,1,63481,125280612,1172,1,66,7750,6644910,2,97470,585,17426837,79825192,1011878820,585,1667,2,1,2,2,1236,1,1006936476,960952752,399292236,74097284,74097284,2,1,3260280496,73389,73389,2,2,2,74097284,15,3,73347,56578544,1562320,185349,7684,1006936476,1289200,15865795,11612
