arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
444.5006,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
1197.0215,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
5516.1995,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
6452.1570,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
13609.1854,13609.2368,33404.3090,19795.1236,0.0514,p_default_140
14748.3238,14748.3807,38567.7939,23819.4701,0.0569,p_default_140
25558.1526,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
25868.5222,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
30247.8226,30247.8807,85346.0473,55098.2247,0.0581,p_default_140
31829.4590,31829.5147,92889.9832,61060.5243,0.0557,p_default_140
32206.7522,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
34387.5014,34387.5561,97579.8000,63192.2986,0.0547,p_default_140
35538.1798,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
35905.5188,35905.5740,102519.6134,66614.0946,0.0552,p_default_140
51306.8738,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
52740.8351,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
53673.6906,53673.7459,161099.5961,107425.9055,0.0554,p_default_140
56135.1966,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
59486.4382,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
61806.8286,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
61817.7334,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
66548.2208,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
67303.8899,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
68199.7709,68199.8297,214282.8574,146083.0865,0.0588,p_default_140
68752.2696,68752.3266,215851.0613,147098.7917,0.0571,p_default_140
68950.5024,68950.5592,216350.8518,147400.3494,0.0568,p_default_140
74819.2773,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
75410.9484,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
78540.9969,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
81877.4100,81877.4633,251827.9695,169950.5595,0.0533,p_default_140
83445.9184,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
86002.8895,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
92935.1826,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
101320.8797,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
102899.1684,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
103703.4405,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
104969.7523,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
107794.6347,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
109512.2554,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
112579.3743,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
117846.6593,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
118023.8720,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
120084.8165,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
132749.5361,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
136144.8747,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
136330.2846,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
137626.4559,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
137994.8902,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
140396.1674,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
145026.8512,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
147569.2911,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
162576.2685,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
167198.4602,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
171792.0177,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
174658.1623,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
177464.9991,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
178127.7227,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
182001.5228,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
191477.1041,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
193380.9171,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
198591.2183,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
201126.7449,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
207309.0186,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
211893.7271,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
213270.5622,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
220978.6664,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
222318.5522,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
224100.8472,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
228293.5541,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
228904.2465,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
240397.7903,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
246325.8628,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
247698.2411,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
248231.8803,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
255358.6888,DROPPED,DROPPED,DROPPED,DROPPED,p_default_140
255845.7039,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
