event,value,description
RecomputeWeight,419,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,25262,Number of dequeues invoked at all FairPolicyNodes
Query,11547,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,11547,"Same as Query, but only for SELECT queries."
InitialQuery,11547,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,12630,Count queries with all subqueries
SelectQueriesWithSubqueries,12630,Count SELECT queries with all subqueries
QueryTimeMicroseconds,33713791226,Total time of all queries.
SelectQueryTimeMicroseconds,33713791226,Total time of SELECT queries.
FileOpen,362366,Number of files opened.
Seek,71731,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1525176,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,6416975561791,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,243479,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,352922272,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,6385267801734,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,319616319,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,21009523826200,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,302505,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,118706,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1039125,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1895706,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,405386522896,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,32175,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,132362240,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,107335254,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,303485,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,418,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1457,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1475,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,421238,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,4381462575,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,1590630,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,96918199,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,3502464,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3748023,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,98693675,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,2870,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,1130,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,4970616,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2817824,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,89094,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,57551353,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,76956,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,76808,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,88750574,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,4273894861,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,51252197,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,1219264193875,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,1197160314,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,610214,Total time spent analyzing index of patch parts
InsertedRows,3867,Number of rows INSERTed to all tables.
InsertedBytes,47526579,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,122085,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,1372,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,202918576707,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,811674306828,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,3774,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,1391059,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,4237860,Total time spent executing query plan optimizations.
SelectedParts,1466,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1466,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1466,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,53794137,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,53794137,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,439828522681,Number of rows SELECTed from all tables.
SelectedBytes,20999449796591,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,439828215765,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,439827782166,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2434948,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,4842,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,6800544,Time spent loading marks
LoadedMarksFiles,418,Number of mark files loaded.
LoadedMarksCount,3294074,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,7017856,Size of in-memory representations of loaded marks.
Merge,65,Number of launched background merges.
MergeSourceParts,436,Number of source parts scheduled for merges.
MergedRows,433599,Rows read for background merges. This is the number of rows before merge.
MergedColumns,99970,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,609586577,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,1417558,Total time spent for background merges
MergeExecuteMilliseconds,1417285,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,1090817,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,1090585,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,6,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,326735,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,326700,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,172173,Total time spent while merging sorted columns
MergeTreeDataWriterRows,3867,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,47526579,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,81487400,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,375,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,375,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,1419875254,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,834570,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,849749096,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1418,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,2226,Time spent sorting blocks
InsertedCompactParts,375,Number of parts inserted in Compact format.
MergedIntoWideParts,41,Number of parts merged into Wide format.
MergedIntoCompactParts,24,Number of parts merged into Compact format.
ContextLock,1879737,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,871924,Context lock wait time in microseconds
RWLockAcquiredReadLocks,17747,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,46,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,7956600,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,6545,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,3516,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,252432,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,159606,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,122014,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,1286245500984,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,143637529527,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,3745924716,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7419,Total time spent for memory allocator purge
SoftPageFaults,319561471,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,19,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,166321071912,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,147383868883,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,3424256,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,1102749696,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,6441176837764,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,353015619,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,126406,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,230426610,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,51171359,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,6413009030048,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,3748876598,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,69774051668,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2496,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,223914,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,90568,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,47553,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,5313,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,21383,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,436,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2262874,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6918748,Cumulative time spend in logging
InterfaceHTTPSendBytes,98444455,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,3746534,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,249220,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1489,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,11042,Number of created server HTTP connections
HTTPServerConnectionsReused,730,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,733,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,10812,Number of expired server HTTP connections.
HTTPServerConnectionsReset,10809,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,375,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,25228,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,375,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,20313,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,71731,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,284031618,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,32822,Number of rows that passed the filter in the query
FilterTransformPassedBytes,196522612,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
