event,value,description
RecomputeWeight,419,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,25262,Number of dequeues invoked at all FairPolicyNodes
Query,16496,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,16496,"Same as Query, but only for SELECT queries."
InitialQuery,16496,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,18001,Count queries with all subqueries
SelectQueriesWithSubqueries,18001,Count SELECT queries with all subqueries
QueryTimeMicroseconds,50268385390,Total time of all queries.
SelectQueryTimeMicroseconds,50268385390,Total time of SELECT queries.
FileOpen,364755,Number of files opened.
Seek,94023,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,2017632,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,8935046315303,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,262019,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,437936392,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,8887450784828,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,444759241,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,29240026384936,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,472788,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,119342,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1315589,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2305633,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,474436364908,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,50543,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,207597568,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,149386628,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,474116,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,562,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,2031,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,2049,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,592157,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,6140628563,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,1775444,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,96998354,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,5258433,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,5341266,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,135284058,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,4027,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,2287,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,9623210,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,4500080,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,131399,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,97040371,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,114312,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,114164,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,150753997,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,6783252561,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,71375537,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,2269142634987,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,1724274478,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,895439,Total time spent analyzing index of patch parts
InsertedRows,5117,Number of rows INSERTed to all tables.
InsertedBytes,62889409,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,122085,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,1912,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,282784488822,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,1131137955288,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,5389,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,2056720,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,6228790,Total time spent executing query plan optimizations.
SelectedParts,2040,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,2040,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,2040,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,74856780,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,74856780,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,612039664154,Number of rows SELECTed from all tables.
SelectedBytes,29225058537949,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,612039110714,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,612038660040,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2434948,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,6907,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,10533876,Time spent loading marks
LoadedMarksFiles,562,Number of mark files loaded.
LoadedMarksCount,4154840,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,8137632,Size of in-memory representations of loaded marks.
Merge,89,Number of launched background merges.
MergeSourceParts,580,Number of source parts scheduled for merges.
MergedRows,450674,Rows read for background merges. This is the number of rows before merge.
MergedColumns,136882,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,636402110,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,1439573,Total time spent for background merges
MergeExecuteMilliseconds,1439157,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,1109541,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,1109181,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,8,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,330024,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,329976,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,256085,Total time spent while merging sorted columns
MergeTreeDataWriterRows,5117,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,62889409,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,107591004,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,495,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,495,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,1442534742,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,1309158,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,878553434,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1958,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,3079,Time spent sorting blocks
InsertedCompactParts,495,Number of parts inserted in Compact format.
MergedIntoWideParts,41,Number of parts merged into Wide format.
MergedIntoCompactParts,48,Number of parts merged into Compact format.
ContextLock,2684605,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1170638,Context lock wait time in microseconds
RWLockAcquiredReadLocks,24505,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,75,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,9776390,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,6643,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,4551,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,346230,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,197225,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,161724,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,2368473115948,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,201641818782,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,5480209036,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7419,Total time spent for memory allocator purge
SoftPageFaults,511492363,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,19,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,267042318125,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,207122463648,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,3424256,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,1193635840,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,8969196520222,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,438069715,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,127528,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,335403766,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,71255393,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,8929731116988,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,5217098199,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,107383794145,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2496,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,267613,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,126186,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,63929,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,6612,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,28775,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,580,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2262874,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6918748,Cumulative time spend in logging
InterfaceHTTPSendBytes,135034838,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,5339777,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,249220,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1489,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,15795,Number of created server HTTP connections
HTTPServerConnectionsReused,1015,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,1020,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,15476,Number of expired server HTTP connections.
HTTPServerConnectionsReset,15471,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,495,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,25228,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,495,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,20313,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,94023,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,410513330,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,35960,Number of rows that passed the filter in the query
FilterTransformPassedBytes,315261608,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
