event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,145662,342585,196923,Total time spent analyzing index of patch parts
ArenaAllocBytes,28889088,57126912,28237824,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,6913,13807,6894,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2262874,2262874,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,44490,107378,62888,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,130715150,545026806,414311656,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,588,927,339,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,122085,122085,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,97296596,194493081,97196485,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6389452203752,12778921062773,6389468859021,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,6894,6894,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,134,256,122,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,134,256,122,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,6340,6340,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,537754,1072136,534382,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,31074,611067,579993,Context lock wait time in microseconds
CreatedReadBufferOrdinary,105413,232988,127575,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1308356293,2593091161,1284734868,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,578939,1205372,626433,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,6894,6894,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,125048,307859,182811,Number of files opened.
FilterTransformPassedBytes,37596102,72329535,34733433,Number of bytes that passed the filter in the query
FilterTransformPassedRows,28056,29666,1610,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,1383,2725,1342,Time spent filtering parts by PK.
FunctionExecute,32651920,65285383,32633463,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
