event,value,description
RecomputeWeight,192,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,6894,Number of dequeues invoked at all FairPolicyNodes
Query,6581,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,6581,"Same as Query, but only for SELECT queries."
InitialQuery,6581,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,7242,Count queries with all subqueries
SelectQueriesWithSubqueries,7242,Count SELECT queries with all subqueries
QueryTimeMicroseconds,17115709396,Total time of all queries.
SelectQueryTimeMicroseconds,17115709396,Total time of SELECT queries.
FileOpen,307859,Number of files opened.
Seek,49669,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1027663,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,3898905887605,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,198113,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,257283609,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,3883060776093,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,194493081,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,12778921062773,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,132262,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,100699,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,539182,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1319442,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,297313842736,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,13807,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,57126912,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,65285383,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,132899,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,286,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,883,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,901,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,232988,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2593091161,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,1205372,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,96697371,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1749358,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,2143407,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,61989593,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1046,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,593832,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1025108,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,46712,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,11444576,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,39540,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,39392,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,25173373,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1610313941,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,31128780,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,168645812185,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,665067304,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
