event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,342585,610214,267629,Total time spent analyzing index of patch parts
ArenaAllocBytes,57126912,132362240,75235328,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,13807,32175,18368,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2262874,2262874,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,107378,126406,19028,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,545026806,849749096,304722290,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,927,1418,491,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,122085,122085,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,194493081,319616319,125123238,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,12778921062773,21009523826200,8230602763427,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,6894,25228,18334,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,256,375,119,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,256,375,119,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,6340,20313,13973,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1072189,1879737,807548,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,611067,871924,260857,Context lock wait time in microseconds
CreatedReadBufferOrdinary,232988,421238,188250,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2593110786,4381462575,1788351789,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,1205372,1590630,385258,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,6894,25262,18368,Number of dequeues invoked at all FairPolicyNodes
FileOpen,307859,362366,54507,Number of files opened.
FilterTransformPassedBytes,72329535,196522612,124193077,Number of bytes that passed the filter in the query
FilterTransformPassedRows,29666,32822,3156,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,2725,4842,2117,Time spent filtering parts by PK.
FunctionExecute,65285383,107335254,42049871,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1046,2870,1824,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,11444641,57551353,46106712,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,46717,89094,42377,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1025108,2817824,1792716,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,1130,1130,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,593832,4970616,4376784,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,6277,11042,4765,Number of created server HTTP connections
HTTPServerConnectionsExpired,6134,10812,4678,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,446,733,287,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6131,10809,4678,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,443,730,287,Number of reused server HTTP connections
HardPageFaults,19,19,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,297320134570,405386522896,108066388326,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1319448,1895706,576258,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,6582,11547,4965,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,32298940,47526579,15227639,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,256,375,119,Number of parts inserted in Compact format.
InsertedRows,2628,3867,1239,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,2142167,3746534,1604367,Number of bytes received through HTTP interfaces
