event,value,description
Query,5,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,5,"Same as Query, but only for SELECT queries."
InitialQuery,5,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,12,Count queries with all subqueries
SelectQueriesWithSubqueries,12,Count SELECT queries with all subqueries
QueryTimeMicroseconds,16917,Total time of all queries.
SelectQueryTimeMicroseconds,16917,Total time of SELECT queries.
FileOpen,930,Number of files opened.
Seek,2879,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,54966,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,151607505,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2078,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,9489902,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,2290019,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,24870,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,15704526,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheMisses,655,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,83,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1304,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,91338062,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,19,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,651264,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,21569,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheMisses,12,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
CreatedReadBufferOrdinary,682,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1340305,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,6718,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,96575272,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,453,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1738,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,249220,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,678,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,72599,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,42,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,761,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,969998,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,165,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,114,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,6014,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,155,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,216,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,9333681,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,5421,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
InsertedRows,142,Number of rows INSERTed to all tables.
InsertedBytes,1745230,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
QueryPlanOptimizeMicroseconds,3443,Total time spent executing query plan optimizations.
SelectedRows,28812,Number of rows SELECTed from all tables.
SelectedBytes,4521018,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,4811,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2434948,Microseconds spent by MergeTree tables for loading data parts during initialization.
WaitMarksLoadMicroseconds,27212,Time spent loading marks
LoadedMarksFiles,12,Number of mark files loaded.
LoadedMarksCount,83216,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,119232,Size of in-memory representations of loaded marks.
Merge,2,Number of launched background merges.
MergeSourceParts,12,Number of source parts scheduled for merges.
MergedRows,4811,Rows read for background merges. This is the number of rows before merge.
MergedColumns,3076,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,5323073,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,631,Total time spent for background merges
MergeExecuteMilliseconds,629,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,455,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,455,Total busy time spent for execution of horizontal stage of background merges
MergeProjectionStageTotalMilliseconds,176,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,174,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,20,Total time spent while merging sorted columns
MergeTreeDataWriterRows,132,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,1622326,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,2790836,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,14,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,14,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,661877,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,19063,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2715215,Time spent in executeStep() for Common executor tasks.
