event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,20047,49659,29612,Total time spent analyzing index of patch parts
ArenaAllocBytes,15728640,36700160,20971520,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,3840,8960,5120,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,157,157,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,9746,14596,4850,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,104,132,28,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,76187,76187,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,26400779,61551127,35150348,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,1739281359539,4054994919407,2315713559868,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,4770,11263,6493,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,3042402804,8612211740,5569808936,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,73660,201273,127613,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,4770,11263,6493,Total number of CPU slots acquired
ConcurrencyControlUpscales,4770,11263,6493,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,1573234010,4469689184,2896455174,Total time a query was waiting on resource requests for CPU slots.
ContextLock,112178,256890,144712,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1342,4512,3170,Context lock wait time in microseconds
CreatedReadBufferOrdinary,54479,126488,72009,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,265312580,664317741,399005161,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,1677484,4213515,2536031,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1266,1934,668,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,2823,6573,3750,Time spent filtering parts by PK.
FunctionExecute,9043912,21050814,12006902,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1159,1238,79,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,3288381,4827682,1539301,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,5350,11040,5690,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,41927,114999,73072,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,547133,633549,86416,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,27,56,29,Number of created server HTTP connections
HTTPServerConnectionsExpired,17,37,20,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,60,140,80,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,2,3,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,45,106,61,Number of reused server HTTP connections
IOBufferAllocBytes,11465025013,26695920816,15230895803,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,109404,254242,144838,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,63,144,81,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,66375,153825,87450,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,93785,200926,107141,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,128,296,168,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,91105,156508,65403,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,18931179168,43778351826,24847172658,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,325,844,519,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,75724716672,175113407304,99388690632,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14493,14493,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,56276630140,131894661980,75618031840,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,4699,10308,5609,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1294521,3722722,2428201,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,6096,14193,8097,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,103880,387562,283682,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,4651,10260,5609,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,618060,1014197,396137,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1884392,1884392,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,53893,125902,72009,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,6735,13346,6611,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1442542,3433319,1990777,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1249,1336,87,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2064,2245,181,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,293,312,19,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4104,4511,407,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,19835,21473,1638,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,15628,52092,36464,Total time spent while merging sorted columns
NetworkReceiveBytes,66375,153825,87450,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,1220,3283,2063,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,93785,200926,107141,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,8959,22554,13595,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,16764091338,42149239090,25385147752,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,339663706,1356205081,1016541375,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,536513186916,1250070322734,713557135818,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,496,1144,648,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,53275,124621,71346,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,68295,188332,120037,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1184,1847,663,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12480,12541,61,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,6,7,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,258,279,21,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,155,358,203,Count queries with all subqueries
Query,63,144,81,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,745,1785,1040,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,815,1855,1040,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,135160,271949,136789,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,1827980211,4908327356,3080347145,Total time of all queries.
RWLockAcquiredReadLocks,436,620,184,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,64783,132313,67530,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,536287042853,1249440208226,713153165373,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,531366883067,1238389053835,707022170768,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,59928079881,141700471173,81772391292,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,332,666,334,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,36002274120,84005306280,48003032160,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,36002274120,84005306280,48003032160,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,120,280,160,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,6735,13346,6611,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,155,358,203,Count SELECT queries with all subqueries
SelectQuery,63,144,81,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,1827980211,4908327356,3080347145,Total time of SELECT queries.
SelectedBytes,1737709791558,4051455959864,2313746168306,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,4403340,10274460,5871120,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,4403340,10274460,5871120,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,780,1820,1040,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,780,1820,1040,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,780,1820,1040,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,36002274450,84005306908,48003032458,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,101,101,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,15601,27851,12250,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,68,214,146,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,7874,13621,5747,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,45292976,114758193,69465217,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,265478397,667157286,401678889,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,436966525,1143877206,706910681,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,4306879,10030210,5723331,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,536116426195,1249083791903,712967365708,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,259676249,651985231,392308982,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,16327564163,41006402897,24678838734,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,1311592,1812194,500602,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
