event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,106979,163680,56701,Total time spent analyzing index of patch parts
ArenaAllocBytes,59768832,85458944,25690112,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,14592,20864,6272,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,157,157,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,16942,17714,772,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,140,145,5,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,76187,76187,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,100132091,143181468,43049377,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6596719767065,9432847195711,2836127428646,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,19088,28394,9306,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,17758658461,33360025426,15601366965,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,389824,758612,368788,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,19088,28394,9306,Total number of CPU slots acquired
ConcurrencyControlUpscales,19088,28394,9306,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,8725634304,16307310520,7581676216,Total time a query was waiting on resource requests for CPU slots.
ContextLock,412309,587716,175407,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,8890,15475,6585,Context lock wait time in microseconds
CreatedReadBufferOrdinary,209297,311816,102519,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1173205485,1825917084,652711599,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,7294268,11099193,3804925,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2507,2859,352,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,10804,15708,4904,Time spent filtering parts by PK.
FunctionExecute,34165441,48839034,14673593,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1267,1395,128,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,6884320,8880297,1995977,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,16857,22156,5299,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,313436,494052,180616,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,643285,781376,138091,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,90,134,44,Number of created server HTTP connections
HTTPServerConnectionsExpired,56,83,27,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,228,326,98,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,178,250,72,Number of reused server HTTP connections
IOBufferAllocBytes,44101750067,65356375679,21254625612,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,420778,626824,206046,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,235,334,99,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249946,356809,106863,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,349539,477277,127738,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,476,680,204,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,281432,452223,170791,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,70400322531,100571889330,30171566799,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1550,2497,947,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,281601290124,402287557320,120686267196,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14493,14493,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,216383115777,322675348274,106292232497,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,16034,21234,5200,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
