event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,20047,20047,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,15728640,15728640,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,3840,3840,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,157,157,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,686,9746,9060,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,8,104,96,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,76187,76187,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,26400779,26400684,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,1739281359539,1739278753758,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,4770,4770,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,3042402804,3042402804,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,73660,73660,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,4770,4770,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,4770,4770,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,1573234010,1573234010,Total time a query was waiting on resource requests for CPU slots.
ContextLock,950,112135,111185,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,11,1342,1331,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,54479,54179,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,63274,265312580,265249306,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,1677484,1677484,Number of dequeues invoked at all FairPolicyNodes
FileOpen,357,1266,909,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,2823,2823,Time spent filtering parts by PK.
FunctionExecute,0,9043912,9043912,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,670,1159,489,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,2508931,3288222,779291,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
