timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.58,12,262144,64,68833,4535895448,4,7764120,240,9,9,854,487,1,576,456181,0,2,27077,12,109086096,1154,1,4,311,85708758,4,342705816,11,12160,1824,2,66,576,25548854,6981,1468872226,576,142,0,3,1,2,2,742,3,1462281566,1431196855,35166358,87016895,87016895,3,1,4524878572,73389,73389,2,2,2,87016899,6,3,45648,1117900,296471,18264,12149,1462281566,437917,25253366,1297
10012.84,23,262144,64,124970,8234304074,4,10481236,493,9,9,854,855,3,576,810688,0,2,49207,12,114093486,1154,1,4,311,155756917,4,622963344,11,21848,3664,2,66,576,46904713,12733,2641174756,576,142,0,3,1,2,2,742,3,2629284523,2595719685,60691388,158128861,158145245,3,1,8222700804,73389,73389,2,2,2,158128865,6,3,54119,2004687,474256,33341,21837,2629284523,777347,46432262,1297
15017.58,29,262144,64,184477,12156476926,5,13428695,709,11,11,854,1240,3,576,1225195,0,2,72607,12,117194448,1154,1,4,311,229888234,4,919488368,11,32312,7424,2,66,576,71403061,91116,3908989107,576,142,0,3,1,2,2,742,3,3891347433,3832855751,89952810,233415700,233415700,3,1,12137616432,73389,73389,2,2,2,233415704,6,3,69472,3068673,731245,50850,32299,3891347433,1174345,70674751,1297
20022.70,30,262144,64,232463,15318218154,7,18828424,889,12,12,854,1547,3,594,1560487,2,2,91405,12,120135250,1190,1,4,311,289394238,4,1157512376,11,41103,9501,2,66,594,90410974,105371,4975074351,592,147,2,3,1,2,2,742,3,4952647204,4833317785,115699570,293865803,293865803,3,1,15281021788,73389,73389,2,2,2,293865807,6,3,77442,3910262,932206,64633,41089,4952647204,1495854,89482011,1343
25027.65,33,262144,64,276064,18191447684,11,26883983,1068,16,16,854,1829,4,594,1879298,2,2,108469,12,120461032,1190,1,4,311,343406535,4,1373561456,11,49180,11315,2,66,594,108480686,127861,5955045914,592,147,2,3,1,2,2,742,3,5928203232,5744130688,143212585,348711948,348711948,3,1,18133021328,73389,73389,2,2,2,348711952,6,3,94152,4715493,1138242,78520,49162,5928203232,1800778,107345966,1343
30032.92,34,262144,64,322954,21282746912,12,31205788,1255,16,16,854,2129,5,594,2217035,2,2,126850,12,120762682,1190,1,4,311,401556845,4,1606162780,11,57941,13316,2,66,594,127531915,155841,7020116738,592,147,2,3,1,2,2,742,3,6988500393,6723806610,167991604,407741158,407757542,3,1,21202540248,73389,73389,2,2,2,407741162,6,3,106988,5576754,1318833,92174,57923,6988500393,2124861,126216923,1343
35038.96,35,262144,64,363824,23973896664,13,34386586,1474,16,16,854,2396,5,594,2481337,2,2,142808,12,120762682,1190,1,4,311,452069662,4,1808149824,11,65847,14400,2,66,594,141297886,159528,7979200716,592,147,2,3,1,2,2,742,3,7943374825,7579496422,186009686,458961294,458961294,3,1,23865987320,73389,73389,2,2,2,458961298,6,3,108428,6247733,1449025,102979,65829,7943374825,2378358,139853470,1343
40045.21,35,262144,64,398376,26250977902,16,40097591,1676,18,18,854,2615,5,594,2700861,2,2,156275,12,120762682,1190,1,4,311,494725821,4,1978838544,11,72556,14923,2,66,594,152855493,160352,8794610715,592,147,2,3,1,2,2,742,3,8755210264,8303882869,204155768,502292534,502292534,3,1,26119211800,73389,73389,2,2,2,502292538,6,3,116731,6796136,1557742,112131,72536,8755210264,2588730,151303270,1343
45050.02,35,262144,64,425399,28032116802,16,42132625,1885,18,18,854,2791,5,594,2868809,2,2,166795,12,120762682,1190,1,4,311,527937455,4,2111749820,11,77844,15183,2,66,594,160407395,160476,9434928304,592,147,2,3,1,2,2,742,3,9392747564,8870656316,214395119,536154710,536171094,3,1,27880044952,73389,73389,2,2,2,536154714,6,3,118636,7207196,1637495,117714,77824,9392747564,2751095,158775829,1343
50057.04,68,262144,64,467247,30789580906,16,45960638,2215,30,30,854,3058,7,594,3339666,2,2,183089,18,120762682,1190,1,4,311,579493589,4,2317586656,17,86234,71676,2,126,594,180513235,3046582,10449059873,592,147,2,3,1,2,2,742,3,10402247860,9749483972,242775315,588469971,588486355,3,1,30600438524,73389,73389,2,2,2,588469975,6,3,149828,9990579,2170783,138109,86203,10402247860,3201557,178348500,1343
