event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1073029,0,-1073029,Total time spent analyzing index of patch parts
ArenaAllocBytes,21495808,0,-21495808,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,5248,0,-5248,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,3098671,0,-3098671,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,98,0,-98,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,47,0,-47,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,98,0,-98,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,129266,0,-129266,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,356,0,-356,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,0,-16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,298424,0,-298424,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,0,-2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,27144143,0,-27144143,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,1788598333920,0,-1788598333920,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,132647,0,-132647,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,143819,0,-143819,Context lock wait time in microseconds
CreatedReadBufferOrdinary,49041,0,-49041,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1401133483,0,-1401133483,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,7,0,-7,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,2,0,-2,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,2,0,-2,"Same as FailedQuery, but only for SELECT queries."
FileOpen,316,0,-316,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,1906,0,-1906,Time spent filtering parts by PK.
FunctionExecute,9517090,0,-9517090,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,4898,0,-4898,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,234831858,0,-234831858,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,6487,0,-6487,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,695458,0,-695458,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,305,0,-305,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,53587638,0,-53587638,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,70,0,-70,Number of created server HTTP connections
HTTPServerConnectionsExpired,22,0,-22,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,19,0,-19,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,22,0,-22,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,19,0,-19,Number of reused server HTTP connections
HardPageFaults,278,0,-278,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,10757789173,0,-10757789173,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,98529,0,-98529,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,84,0,-84,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,86098,0,-86098,Number of bytes received through HTTP interfaces
