timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.36,10,262144,64,32714,2154659312,5,7530732,231,18,18,4885,254,5,576,297840,0,2,12793,17,105973068,1154,1,4,277,40531061,5,161801344,16,5969,13157,2,881,576,13138718,1115216,717010622,576,98,0,3,1,2,2,722,3,713745688,681734655,22839304,41206082,41222466,3,1,2141864328,73389,73389,2,2,2,41189702,4,3,57477,1292121,367070,11359,5949,713745688,286481,12772364,1007
10015.39,69,262144,64,96255,6343665852,7,15926388,745,18,18,4885,665,16,576,1142649,0,2,37866,17,113502252,1154,1,4,277,119909283,5,479637132,16,16872,153158,2,881,576,52041133,7858431,2038990617,576,98,0,3,1,2,2,722,3,2029306489,2000281883,79891256,121792257,121792257,3,1,6333197396,73389,73389,2,2,2,121792261,4,3,94435,7022674,1358223,58998,16852,2029306489,1083651,50686908,1007
15024.24,100,262144,64,139389,9186217674,17,31330664,1095,28,28,4885,946,22,576,1650233,0,2,54875,17,116928996,1154,1,4,277,173735017,5,694875644,16,24292,215845,2,881,576,76075920,11523773,2937977842,576,98,0,3,1,2,2,722,3,2923990996,2895056237,124961811,176423251,176472403,3,1,9174009084,73389,73389,2,2,2,176423255,4,3,145166,10280151,1981699,84128,24262,2923990996,1566105,74099155,1007
20030.25,157,262144,64,203809,13430332696,17,39056646,1620,31,31,4885,1366,30,576,2500104,0,2,80231,18,117508164,1154,1,4,277,254128295,5,1016383696,17,35359,297405,2,892,576,115971888,18468819,4278917390,576,98,0,3,1,2,2,722,3,4258411995,4231027007,182731111,258050698,258099850,3,1,13418636328,73389,73389,2,2,2,258050702,4,3,174650,16033118,2975494,130203,35326,4258411995,2369901,113002505,1007
25034.33,172,262144,64,242489,15979032482,30,55710139,1937,32,32,4885,1613,34,576,2864442,0,2,95463,18,117508164,1154,1,4,277,302304984,5,1209219936,17,42094,328577,2,892,576,134510620,20676472,5095174155,576,98,0,3,1,2,2,722,3,5070862012,5034707104,221449762,307011557,307011557,3,1,15963749028,73389,73389,2,2,2,306995177,4,3,182989,18176066,3321324,147294,42060,5070862012,2717148,131194925,1007
30037.94,172,262144,64,269421,17754159342,30,57528136,2130,32,32,4885,1786,34,576,3025569,0,2,106045,18,117508164,1154,1,4,277,335788002,5,1343152008,17,46974,328799,2,892,576,142310596,20676828,5685281141,576,98,0,3,1,2,2,722,3,5658365507,5595837224,231679196,340988421,341004805,3,1,17731397924,73389,73389,2,2,2,340988425,4,3,185090,18564246,3374185,152788,46940,5658365507,2872781,138942294,1007
35042.17,194,262144,64,301871,19891854998,32,61667216,2373,47,47,4885,1999,36,576,3260334,0,2,118783,21,117508164,1154,1,4,277,376137628,5,1504550512,20,52874,333655,2,917,576,153808159,21282170,6396638682,576,98,0,3,1,2,2,722,3,6366527772,6271676503,248854456,381930200,381930200,3,1,19860370432,73389,73389,2,2,2,381930204,4,3,221977,19447293,3685271,162270,52825,6366527772,3098064,150128910,1007
40045.57,194,262144,64,331881,21870221982,46,78670723,2508,48,48,4885,2194,36,576,3439002,0,2,130562,21,117508164,1154,1,4,277,413336850,5,1653282804,20,58453,333889,2,917,576,162439090,21288401,7066325225,576,98,0,3,1,2,2,722,3,7033250497,6898033286,275191685,419740476,419740476,3,1,21826504784,73389,73389,2,2,2,419740480,4,3,227616,19878315,3760828,168453,58403,7033250497,3270549,158684605,1007
45052.58,243,262144,64,382217,25186501580,48,88385904,2947,59,59,4885,2518,45,585,4095890,2,2,150222,21,118949768,1172,1,4,277,475605196,5,1902291680,20,67768,434959,2,917,585,191483668,26342410,8193941328,583,122,2,3,1,2,2,722,3,8155490394,7948571104,321426982,483117923,483134307,3,1,25122132028,73389,73389,2,2,2,483117927,4,3,280526,24271527,4616774,200397,67707,8155490394,3895493,186875669,1138
50059.76,334,262144,64,438310,28881763304,50,98277612,3429,61,61,4885,2880,94,594,4922582,2,2,172178,21,120448650,1190,1,4,277,545009022,5,2179648520,20,78518,563932,2,917,594,226438268,33097402,9494249897,592,148,2,3,1,2,2,722,3,9449561445,9122503890,375935789,553495842,553495842,3,1,28781783816,73389,73389,2,2,2,553495846,4,3,304287,30021886,5517005,243152,78455,9449561445,4679430,220934216,1252
