timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.15,2,262144,64,46236,3045856560,2,4625876,156,7,7,1837,356,0,576,325564,11,18165,9,104718204,1154,1,4,361,57466744,9,229673400,8,8306,1682,2,61,576,18862215,10774,998623762,576,235,3,1,2,2,848,3,994088817,962025915,24830594,58366546,58366546,3,1,3035060424,73389,73389,2,2,2,58366550,5,3,32324,812676,257940,13498,8297,994088817,312066,18605052,1685
10013.51,5,262144,64,85043,5603965358,4,9508978,316,8,8,1837,585,0,576,579620,11,33436,9,109484274,1154,1,4,361,105867210,9,423275192,8,15015,3329,2,61,576,34183671,16882,1817359631,576,235,3,1,2,2,848,3,1809142265,1768306547,46078347,107492960,107492960,3,1,5589633952,73389,73389,2,2,2,107492964,5,3,45835,1447991,416139,23885,15005,1809142265,555735,33768779,1685
15017.80,6,262144,64,125429,8265350378,4,12967370,511,8,8,1837,859,0,576,839062,11,49365,9,114455466,1154,1,4,361,156219823,9,624814436,8,22038,4783,2,61,576,49997270,23101,2663672662,576,235,3,1,2,2,848,3,2651599968,2606996737,66419005,158610030,158610030,3,1,8247721592,73389,73389,2,2,2,158610034,5,3,59982,2102560,573725,34657,22028,2651599968,804405,49426046,1685
20022.19,6,262144,64,160313,10565058320,5,18531608,628,8,8,1837,1078,0,576,1050806,11,63040,9,117218580,1154,1,4,361,199535310,9,798076536,8,28294,5557,2,61,576,61487696,25734,3422823444,576,235,3,1,2,2,848,3,3407402203,3333353248,84331378,202657848,202657848,3,1,10538208128,73389,73389,2,2,2,202657852,5,3,76898,2633956,695082,42791,28284,3407402203,1008015,60795576,1685
25024.76,7,262144,64,191444,12616239596,6,22194335,783,11,11,1837,1277,0,576,1235620,11,75261,9,117508164,1154,1,4,361,238258875,9,953035500,8,33920,6099,2,61,576,70972039,26483,4104068969,576,235,3,1,2,2,848,3,4085661257,3982064120,98221562,241920267,241920267,3,1,12579853916,73389,73389,2,2,2,241920271,5,3,89479,3099598,803452,50222,33907,4085661257,1185398,70171514,1685
30027.67,7,262144,64,216346,14256156496,9,27707137,998,11,11,1837,1430,0,576,1371875,11,85020,9,117508164,1154,1,4,361,269123398,9,1076493592,8,38427,6350,2,61,576,78144942,26636,4650042127,576,235,3,1,2,2,848,3,4629237181,4500289841,111435589,273323572,273339956,3,1,14212825776,73389,73389,2,2,2,273323576,5,3,93159,3442782,861553,55426,38414,4629237181,1316449,77286754,1685
35033.21,22,262144,64,247269,16294321650,9,30888587,1282,21,21,1837,1636,5,576,1636777,11,97161,16,117508164,1154,1,4,361,307635719,9,1230413456,15,44013,30945,2,106,576,91126804,1207983,5326351130,576,235,3,1,2,2,848,3,5302469763,5144923327,129754296,312352297,312352297,3,1,16242319476,73389,73389,2,2,2,312352301,5,3,123635,4760504,1178881,67075,43990,5302469763,1569702,89951468,1685
40036.71,28,262144,64,277264,18270836842,20,50494366,1526,25,25,1837,1843,13,576,1868556,11,108938,17,117508164,1154,1,4,361,344895810,9,1379583240,16,49504,42364,2,118,576,102695494,2088054,5989928068,576,235,3,1,2,2,848,3,5963048305,5769743855,162768400,350199659,350199659,3,1,18210382300,73389,73389,2,2,2,350199663,5,3,138802,5802018,1385300,77881,49477,5963048305,1790675,101314449,1685
45043.32,71,262144,64,326678,21527476538,23,58747526,1885,38,38,1837,2154,23,576,2463802,11,128337,19,117508164,1154,1,4,361,406294154,9,1624918100,18,58490,122988,2,291,576,129370947,5936682,7078766259,576,235,3,1,2,2,848,3,7046918501,6799937251,203711310,412497477,412563013,3,1,21449016868,73389,73389,2,2,2,412481097,5,3,184998,9308831,2084191,106788,58452,7046918501,2357014,127291157,1685
50049.30,178,262144,64,436498,28764445792,24,67765788,2537,43,43,1837,2864,41,576,4073986,11,171284,23,117508164,1154,1,4,361,542225496,9,2168449436,22,79132,346216,2,1160,576,196597050,17564650,9576806995,576,235,3,1,2,2,848,3,9532966423,9095229046,297418680,550547807,550580575,3,1,28627634028,73389,73389,2,2,2,550531427,5,3,239036,19543788,3815252,188043,79087,9532966423,3885943,192788233,1685
