timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.29,1,262144,64,65528,4318128566,23,23,1874260,125,0,585,519083,4,14745,26,22,125546064,1172,1,25,10033,2973,2,4860,585,10385534,26743,1316551993,585,276,2,1,2,2,463,1,1311547804,1265658592,23735164,97792361,97792361,2,1,4302863884,73389,73389,2,2,2,97792361,7,3,246950,1021264,884454,11484,10008,1311547804,507599,9501378,2398
10017.59,1,262144,64,96564,6362963262,23,23,3186196,130,0,585,806375,4,23538,26,22,126318288,1172,1,25,14591,31990,2,4860,585,17238818,1624099,1916329302,585,276,2,1,2,2,463,1,1908973980,1863364927,70473703,144267170,144267170,2,1,6347034584,73389,73389,2,2,2,144250786,7,3,260378,2308485,1110285,20568,14566,1908973980,785807,16131634,2398
15024.87,1,262144,64,114886,7570615606,23,23,3541120,134,0,585,1044840,4,28755,26,22,127102578,1172,1,25,17285,72290,2,4860,585,22953172,5355880,2270873805,585,276,2,1,2,2,463,1,2262081948,2216356180,131043736,171703388,171719772,2,1,7554949072,73389,73389,2,2,2,171703388,7,3,274497,4161639,1452850,31222,17260,2262081948,1013618,21499527,2398
20031.74,1,262144,64,134304,8849829954,23,23,3909610,137,1,585,1288539,4,34217,26,22,127368030,1172,1,25,20135,138633,2,4860,585,29014287,9211637,2645936598,585,276,2,1,2,2,463,1,2635637148,2590342654,179013700,200788357,200788357,2,1,8834687708,73389,73389,2,2,2,200788357,7,3,290392,5986955,1807823,43500,20110,2635637148,1245039,27207455,2398
25038.46,1,262144,64,154687,10193082898,23,23,4265177,140,1,585,1547338,4,39935,26,22,127886868,1172,1,25,23131,174454,2,4860,585,36353769,13381060,3040205074,585,276,2,1,2,2,463,1,3028328860,2982980730,243708375,231316833,231316833,2,1,10177219756,73389,73389,2,2,2,231300449,7,3,309268,7651952,2157347,62308,23106,3028328860,1485030,34198453,2398
30044.90,1,262144,64,182141,12002129966,23,23,5043415,145,1,585,1836394,4,47700,26,22,128683224,1172,1,25,27165,199152,2,4860,585,43861227,16663301,3571014966,585,276,2,1,2,2,463,1,3557073308,3511814480,281189189,272418134,272434518,2,1,11986397896,73389,73389,2,2,2,272418134,7,3,333737,9223224,2493740,72484,27140,3557073308,1763910,41368697,2398
35048.02,1,262144,64,213087,14041090554,23,23,5840437,150,1,585,2131915,4,56415,26,22,129479580,1172,1,25,31711,227272,2,4860,585,51961567,19471171,4169170382,585,276,2,1,2,2,463,1,4152926620,4107829915,342177951,318761871,318778255,2,1,14025522324,73389,73389,2,2,2,318761871,7,3,362826,10532970,2826209,81944,31686,4152926620,2049971,49137308,2398
40052.34,1,262144,64,265986,17526798906,23,23,6099942,159,1,585,2582272,4,71280,26,22,130806840,1172,1,25,39482,242819,2,4860,585,61321340,20773171,5191673177,585,276,2,1,2,2,463,1,5171487132,5126813338,383112218,397972678,397989062,2,1,17510797832,73389,73389,2,2,2,397972678,7,3,379990,11684999,3078006,92698,39457,5171487132,2489574,58245222,2398
45056.48,1,262144,64,336341,22162802126,23,23,6106935,171,1,585,3170998,4,91128,26,22,132665004,1172,1,25,49817,242941,2,4860,585,71157520,20773476,6551414287,585,276,2,1,2,2,463,1,6525985180,6482053815,398789942,503346069,503362453,2,1,22147227036,73389,73389,2,2,2,503346069,7,3,388786,12671322,3288318,104034,49792,6526116252,3066964,67871493,2398
50061.00,1,262144,64,389256,25649498724,23,23,6114850,180,1,585,3593079,4,106053,26,22,133992264,1172,1,25,57589,243617,2,4860,585,80614890,20797359,7574111247,585,276,2,1,2,2,463,1,7544807836,7501281272,425803506,582589644,582606028,2,1,25633944336,73389,73389,2,2,2,582589644,7,3,402112,13399233,3460200,112428,57564,7544807836,3480651,77156836,2398
