event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,789,1045,256,Total time spent analyzing index of patch parts
ArenaAllocBytes,2195456,3014656,819200,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,536,736,200,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2767921,2767921,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,56,56,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,56,56,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,328,412,84,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2348727,2362809,14082,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,84,132,48,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,298175,298175,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,8683932,11726753,3042821,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,566709333561,765983745309,199274411748,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,504,504,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,36,45,9,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,36,45,9,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,78069664,78069664,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,34134,45381,11247,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,63,106,43,Context lock wait time in microseconds
CreatedReadBufferOrdinary,8212,10531,2319,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,617932941,640545987,22613046,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,20182,25519,5337,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,536,536,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1809,2025,216,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,117,154,37,Time spent filtering parts by PK.
FunctionExecute,2862000,3873683,1011683,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,783,788,5,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5292698,5306652,13954,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,1514,1770,256,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,4209,5776,1567,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,110248,111834,1586,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,22,29,7,Number of created server HTTP connections
HTTPServerConnectionsExpired,6,7,1,Number of expired server HTTP connections.
