event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1271,1698,427,Total time spent analyzing index of patch parts
ArenaAllocBytes,3833856,4390912,557056,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,936,1072,136,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2767921,2767921,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,56,56,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,56,56,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,504,652,148,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2738264,3113780,375516,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,161,177,16,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,298175,298175,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,14769625,17358696,2589071,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,965261577296,1133326458286,168064880990,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,504,504,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,56,72,16,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,56,72,16,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,78069664,78069664,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,56946,65921,8975,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,227,240,13,Context lock wait time in microseconds
CreatedReadBufferOrdinary,12931,14749,1818,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,663427196,684090661,20663465,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,31316,39948,8632,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,536,536,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2274,2631,357,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,192,222,30,Time spent filtering parts by PK.
FunctionExecute,4888444,5724000,835556,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,789,789,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5313440,5318499,5059,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,2037,2222,185,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,7541,8563,1022,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,111974,111974,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,38,44,6,Number of created server HTTP connections
HTTPServerConnectionsExpired,10,11,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,34,40,6,Number of preserved server HTTP connections. Connection kept alive successfully
