event,value,description
RecomputeWeight,7,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,200,Number of dequeues invoked at all FairPolicyNodes
Query,9,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,9,"Same as Query, but only for SELECT queries."
InitialQuery,9,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,19,Count queries with all subqueries
SelectQueriesWithSubqueries,19,Count SELECT queries with all subqueries
QueryTimeMicroseconds,298933559,Total time of all queries.
SelectQueryTimeMicroseconds,298933559,Total time of SELECT queries.
FileOpen,1152,Number of files opened.
Seek,2093,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,47763,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,60854210706,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1565,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,9222063,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,60411878151,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,3062600,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,199362659852,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,2756,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,923,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1217,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,7208,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,700466735,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,200,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,819200,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,1013222,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,2800,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,56,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,22,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,34,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,3706,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,574177146,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,6753,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,176,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,856,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,7614,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,21165,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,781,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,109852,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1485,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,1069,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,5282525,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,469,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,356,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,31683,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,198284,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,483641,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,2964889000,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,5238717,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,91,Total time spent analyzing index of patch parts
InsertedRows,102,Number of rows INSERTed to all tables.
InsertedBytes,1253614,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,1,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,250342,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,8192,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,12,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,1774798047,Total number of rows in the probe table for a JOIN operation.
