event,value,description
RecomputeWeight,127,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,7956,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,11218,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,11206,"Same as Query, but only for SELECT queries."
InitialQuery,11218,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,11722,Count queries with all subqueries
SelectQueriesWithSubqueries,11710,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,42940210758,Total time of all queries.
SelectQueryTimeMicroseconds,42940089317,Total time of SELECT queries.
OtherQueryTimeMicroseconds,121441,Total time of queries that are not SELECT or INSERT.
FileOpen,94337,Number of files opened.
Seek,74348,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,2118752,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2889839095825,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,112040,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,365131160,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,2,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1759,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,2854655816254,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,144483227,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,9448654479171,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,235868,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,34996,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,974308,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,905654,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,182922121352,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,21186,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,88498176,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,47203479,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,6,Number of table function calls.
MarkCacheHits,236917,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,584,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1332,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1348,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,270891,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3801082703,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,637749,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,672405984,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,4714364,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3379220,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,87342824,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,7030,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,5283,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,51796416,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2237156,Total time threads have spent waiting for locks in the global thread pool.
